"Index" "AKJ.Open" "AKJ.High" "AKJ.Low" "AKJ.Close" "AKJ.Volume" "AKJ.Adjusted"
2013-06-10 0.501 0.501 0.501 0.501 0 0.501
2013-06-11 0.497 0.497 0.497 0.497 0 0.497
2013-06-12 0.497 0.497 0.497 0.497 0 0.497
2013-06-13 0.474 0.474 0.474 0.474 0 0.474
2013-06-14 0.474 0.474 0.474 0.474 0 0.474
2013-06-17 0.474 0.474 0.474 0.474 0 0.474
2013-06-18 0.474 0.474 0.474 0.474 0 0.474
2013-06-19 0.474 0.474 0.474 0.474 0 0.474
2013-06-20 0.474 0.474 0.474 0.474 0 0.474
2013-06-21 0.474 0.474 0.474 0.474 0 0.474
2013-06-24 0.474 0.474 0.474 0.474 0 0.474
2013-06-25 0.474 0.474 0.474 0.474 0 0.474
2013-06-26 0.474 0.474 0.474 0.474 0 0.474
2013-06-27 0.474 0.474 0.474 0.474 0 0.474
2013-06-28 0.474 0.474 0.474 0.474 0 0.474
2013-07-01 0.474 0.474 0.474 0.474 0 0.474
2013-07-02 0.474 0.474 0.474 0.474 0 0.474
2013-07-03 0.474 0.474 0.474 0.474 0 0.474
2013-07-04 0.474 0.474 0.474 0.474 0 0.474
2013-07-05 0.474 0.474 0.474 0.474 0 0.474
2013-07-08 0.474 0.474 0.474 0.474 0 0.474
2013-07-09 0.474 0.474 0.474 0.474 0 0.474
2013-07-10 0.474 0.474 0.474 0.474 0 0.474
2013-07-11 0.474 0.474 0.474 0.474 0 0.474
2013-07-12 0.474 0.474 0.474 0.474 0 0.474
2013-07-15 0.474 0.474 0.474 0.474 0 0.474
2013-07-16 0.474 0.474 0.474 0.474 0 0.474
2013-07-17 0.474 0.474 0.474 0.474 0 0.474
2013-07-18 0.474 0.474 0.474 0.474 0 0.474
2013-07-19 0.474 0.474 0.474 0.474 0 0.474
2013-07-22 0.474 0.474 0.474 0.474 0 0.474
2013-07-23 0.474 0.474 0.474 0.474 0 0.474
2013-07-24 0.474 0.474 0.474 0.474 0 0.474
2013-07-25 0.474 0.474 0.434 0.434 600 0.434
2013-07-26 0.434 0.434 0.434 0.434 0 0.434
2013-07-29 0.434 0.434 0.434 0.434 0 0.434
2013-07-30 0.434 0.434 0.434 0.434 0 0.434
2013-07-31 0.434 0.434 0.434 0.434 0 0.434
2013-08-01 0.434 0.434 0.434 0.434 0 0.434
2013-08-02 0.434 0.434 0.434 0.434 0 0.434
2013-08-05 0.434 0.434 0.434 0.434 0 0.434
2013-08-06 0.434 0.434 0.434 0.434 0 0.434
2013-08-07 0.434 0.434 0.434 0.434 0 0.434
2013-08-08 0.434 0.434 0.434 0.434 0 0.434
2013-08-09 0.434 0.434 0.434 0.434 0 0.434
2013-08-12 0.434 0.434 0.434 0.434 0 0.434
2013-08-13 0.434 0.434 0.434 0.434 0 0.434
2013-08-14 0.443 0.443 0.443 0.443 0 0.443
2013-08-15 0.443 0.443 0.443 0.443 0 0.443
2013-08-16 0.443 0.443 0.443 0.443 0 0.443
2013-08-19 0.443 0.443 0.443 0.443 0 0.443
2013-08-20 0.443 0.443 0.443 0.443 0 0.443
2013-08-21 0.443 0.443 0.443 0.443 0 0.443
2013-08-22 0.443 0.443 0.443 0.443 0 0.443
2013-08-23 0.443 0.443 0.443 0.443 0 0.443
2013-08-26 0.443 0.443 0.443 0.443 0 0.443
2013-08-27 0.443 0.443 0.443 0.443 0 0.443
2013-08-28 0.443 0.443 0.443 0.443 0 0.443
2013-08-29 0.443 0.443 0.443 0.443 0 0.443
2013-08-30 0.443 0.443 0.443 0.443 0 0.443
2013-09-02 0.443 0.443 0.443 0.443 0 0.443
2013-09-03 0.443 0.443 0.443 0.443 0 0.443
2013-09-04 0.443 0.443 0.443 0.443 0 0.443
2013-09-05 0.443 0.443 0.443 0.443 0 0.443
2013-09-06 0.443 0.443 0.443 0.443 0 0.443
2013-09-09 0.443 0.443 0.443 0.443 0 0.443
2013-09-10 0.443 0.443 0.443 0.443 0 0.443
2013-09-11 0.443 0.443 0.443 0.443 0 0.443
2013-09-12 0.443 0.443 0.443 0.443 0 0.443
2013-09-13 0.443 0.443 0.443 0.443 0 0.443
2013-09-16 0.443 0.443 0.443 0.443 0 0.443
2013-09-17 0.443 0.443 0.443 0.443 0 0.443
2013-09-18 0.443 0.443 0.443 0.443 0 0.443
2013-09-19 0.443 0.443 0.443 0.443 0 0.443
2013-09-20 0.443 0.443 0.443 0.443 0 0.443
2013-09-23 0.443 0.443 0.443 0.443 0 0.443
2013-09-24 0.443 0.443 0.443 0.443 0 0.443
2013-09-25 0.443 0.443 0.443 0.443 0 0.443
2013-09-26 0.443 0.443 0.443 0.443 0 0.443
2013-09-27 0.443 0.443 0.443 0.443 0 0.443
2013-09-30 0.443 0.443 0.443 0.443 0 0.443
2013-10-01 0.443 0.443 0.443 0.443 0 0.443
2013-10-02 0.443 0.443 0.443 0.443 0 0.443
2013-10-03 0.443 0.443 0.443 0.443 0 0.443
2013-10-04 0.443 0.443 0.443 0.443 0 0.443
2013-10-07 0.443 0.443 0.443 0.443 0 0.443
2013-10-08 0.443 0.443 0.443 0.443 0 0.443
2013-10-09 0.443 0.443 0.443 0.443 0 0.443
2013-10-10 0.443 0.443 0.443 0.443 0 0.443
2013-10-11 0.443 0.443 0.443 0.443 0 0.443
2013-10-14 0.443 0.443 0.443 0.443 0 0.443
2013-10-15 0.443 0.443 0.443 0.443 0 0.443
2013-10-16 0.44 0.44 0.44 0.44 0 0.44
2013-10-17 0.44 0.44 0.44 0.44 0 0.44
2013-10-18 0.44 0.44 0.44 0.44 0 0.44
2013-10-21 0.44 0.44 0.44 0.44 0 0.44
2013-10-22 0.44 0.44 0.44 0.44 0 0.44
2013-10-23 0.44 0.44 0.44 0.44 0 0.44
2013-10-24 0.44 0.44 0.44 0.44 0 0.44
2013-10-25 0.44 0.44 0.44 0.44 0 0.44
2013-10-28 0.44 0.44 0.44 0.44 0 0.44
2013-10-29 0.44 0.44 0.44 0.44 0 0.44
2013-10-30 0.44 0.44 0.44 0.44 0 0.44
2013-10-31 0.44 0.44 0.44 0.44 0 0.44
2013-11-01 0.44 0.44 0.44 0.44 0 0.44
2013-11-04 0.44 0.44 0.44 0.44 0 0.44
2013-11-05 0.44 0.44 0.44 0.44 0 0.44
2013-11-06 0.44 0.44 0.44 0.44 0 0.44
2013-11-07 0.438 0.438 0.438 0.438 0 0.438
2013-11-08 0.438 0.438 0.438 0.438 0 0.438
2013-11-11 0.438 0.438 0.438 0.438 0 0.438
2013-11-12 0.435 0.435 0.435 0.435 0 0.435
2013-11-13 0.435 0.435 0.435 0.435 0 0.435
2013-11-14 0.435 0.435 0.435 0.435 0 0.435
2013-11-15 0.434 0.434 0.434 0.434 0 0.434
2013-11-18 0.434 0.434 0.434 0.434 0 0.434
2013-11-19 0.434 0.434 0.434 0.434 0 0.434
2013-11-20 0.433 0.433 0.433 0.433 0 0.433
2013-11-21 0.433 0.433 0.433 0.433 0 0.433
2013-11-22 0.433 0.433 0.433 0.433 0 0.433
2013-11-25 0.433 0.433 0.433 0.433 0 0.433
2013-11-26 0.433 0.433 0.433 0.433 0 0.433
2013-11-27 0.433 0.433 0.433 0.433 0 0.433
2013-11-28 0.433 0.433 0.433 0.433 0 0.433
2013-11-29 0.433 0.433 0.433 0.433 0 0.433
2013-12-02 0.433 0.433 0.433 0.433 0 0.433
2013-12-03 0.433 0.433 0.433 0.433 0 0.433
2013-12-04 0.433 0.433 0.433 0.433 0 0.433
2013-12-05 0.433 0.433 0.433 0.433 0 0.433
2013-12-06 0.494 0.494 0.494 0.494 0 0.494
2013-12-09 0.494 0.494 0.494 0.494 0 0.494
2013-12-10 0.494 0.494 0.494 0.494 0 0.494
2013-12-11 0.494 0.494 0.494 0.494 0 0.494
2013-12-12 0.494 0.494 0.494 0.494 0 0.494
2013-12-13 0.494 0.494 0.494 0.494 0 0.494
2013-12-16 0.494 0.494 0.494 0.494 0 0.494
2013-12-17 0.494 0.494 0.494 0.494 0 0.494
2013-12-18 0.494 0.494 0.494 0.494 0 0.494
2013-12-19 0.494 0.494 0.494 0.494 0 0.494
2013-12-20 0.494 0.494 0.494 0.494 0 0.494
2013-12-23 0.494 0.494 0.494 0.494 0 0.494
2013-12-24 0.494 0.494 0.494 0.494 0 0.494
2013-12-25 0.494 0.494 0.494 0.494 0 0.494
2013-12-26 0.494 0.494 0.494 0.494 0 0.494
2013-12-27 0.494 0.494 0.494 0.494 0 0.494
2013-12-30 0.494 0.494 0.494 0.494 0 0.494
2013-12-31 0.494 0.494 0.494 0.494 0 0.494
2014-01-01 0.494 0.494 0.494 0.494 0 0.494
2014-01-02 0.494 0.494 0.494 0.494 0 0.494
2014-01-03 0.494 0.494 0.494 0.494 0 0.494
2014-01-06 0.494 0.494 0.494 0.494 0 0.494
2014-01-07 0.494 0.494 0.494 0.494 0 0.494
2014-01-08 0.468 0.468 0.468 0.468 8000 0.468
2014-01-09 0.468 0.468 0.468 0.468 0 0.468
2014-01-10 0.468 0.468 0.468 0.468 0 0.468
2014-01-13 0.468 0.468 0.468 0.468 0 0.468
2014-01-14 0.468 0.468 0.468 0.468 0 0.468
2014-01-15 0.468 0.468 0.468 0.468 0 0.468
2014-01-16 0.468 0.468 0.468 0.468 0 0.468
2014-01-17 0.468 0.468 0.468 0.468 0 0.468
2014-01-20 0.468 0.468 0.468 0.468 0 0.468
2014-01-21 0.468 0.468 0.468 0.468 0 0.468
2014-01-22 0.468 0.468 0.468 0.468 0 0.468
2014-01-23 0.468 0.468 0.468 0.468 0 0.468
2014-01-24 0.468 0.468 0.468 0.468 0 0.468
2014-01-27 0.468 0.468 0.468 0.468 0 0.468
2014-01-28 0.468 0.468 0.468 0.468 0 0.468
2014-01-29 0.468 0.468 0.42 0.42 10000 0.42
2014-01-30 0.444 0.444 0.444 0.444 0 0.444
2014-01-31 0.45 0.45 0.45 0.45 0 0.45
2014-02-03 0.45 0.45 0.45 0.45 0 0.45
2014-02-04 0.45 0.45 0.45 0.45 0 0.45
2014-02-05 0.45 0.45 0.45 0.45 0 0.45
2014-02-06 0.45 0.45 0.45 0.45 0 0.45
2014-02-07 0.45 0.45 0.45 0.45 0 0.45
2014-02-10 0.45 0.45 0.45 0.45 0 0.45
2014-02-11 0.45 0.45 0.45 0.45 0 0.45
2014-02-12 0.45 0.45 0.45 0.45 0 0.45
2014-02-13 0.45 0.45 0.45 0.45 0 0.45
2014-02-14 0.45 0.45 0.45 0.45 0 0.45
2014-02-17 0.45 0.45 0.45 0.45 0 0.45
2014-02-18 0.45 0.45 0.45 0.45 0 0.45
2014-02-19 0.444 0.444 0.444 0.444 0 0.444
2014-02-20 0.444 0.444 0.444 0.444 0 0.444
2014-02-21 0.444 0.444 0.444 0.444 0 0.444
2014-02-24 0.444 0.444 0.444 0.444 0 0.444
2014-02-25 0.444 0.444 0.444 0.444 0 0.444
2014-02-26 0.444 0.444 0.444 0.444 0 0.444
2014-02-27 0.444 0.444 0.444 0.444 0 0.444
2014-02-28 0.444 0.444 0.444 0.444 0 0.444
2014-03-03 0.444 0.444 0.444 0.444 0 0.444
2014-03-04 0.444 0.444 0.444 0.444 0 0.444
2014-03-05 0.444 0.444 0.444 0.444 0 0.444
2014-03-06 0.444 0.444 0.444 0.444 0 0.444
2014-03-07 0.444 0.444 0.444 0.444 0 0.444
2014-03-10 0.444 0.444 0.444 0.444 0 0.444
2014-03-11 0.444 0.444 0.444 0.444 0 0.444
2014-03-12 0.444 0.444 0.444 0.444 0 0.444
2014-03-13 0.444 0.444 0.444 0.444 0 0.444
2014-03-14 0.444 0.444 0.444 0.444 0 0.444
2014-03-17 0.444 0.444 0.444 0.444 0 0.444
2014-03-18 0.444 0.444 0.444 0.444 0 0.444
2014-03-19 0.444 0.444 0.444 0.444 0 0.444
2014-03-20 0.444 0.444 0.444 0.444 0 0.444
2014-03-21 0.444 0.444 0.444 0.444 0 0.444
2014-03-24 0.444 0.444 0.444 0.444 0 0.444
2014-03-25 0.444 0.444 0.444 0.444 0 0.444
2014-03-26 0.444 0.444 0.444 0.444 0 0.444
2014-03-27 0.442 0.442 0.442 0.442 0 0.442
2014-03-28 0.442 0.442 0.442 0.442 0 0.442
2014-03-31 0.442 0.442 0.442 0.442 0 0.442
2014-04-01 0.442 0.442 0.442 0.442 0 0.442
2014-04-02 0.442 0.442 0.442 0.442 0 0.442
2014-04-03 0.442 0.442 0.442 0.442 0 0.442
2014-04-04 0.442 0.442 0.442 0.442 0 0.442
2014-04-07 0.44 0.44 0.44 0.44 0 0.44
2014-04-08 0.44 0.44 0.44 0.44 0 0.44
2014-04-09 0.44 0.44 0.44 0.44 0 0.44
2014-04-10 0.44 0.44 0.44 0.44 0 0.44
2014-04-11 0.44 0.44 0.44 0.44 0 0.44
2014-04-14 0.44 0.44 0.44 0.44 0 0.44
2014-04-15 0.44 0.44 0.44 0.44 0 0.44
2014-04-16 0.44 0.44 0.44 0.44 0 0.44
2014-04-17 0.44 0.44 0.44 0.44 0 0.44
2014-04-18 0.44 0.44 0.44 0.44 0 0.44
2014-04-21 0.44 0.44 0.44 0.44 0 0.44
2014-04-22 0.44 0.44 0.44 0.44 0 0.44
2014-04-23 0.34 0.34 0.34 0.34 0 0.34
2014-04-24 0.34 0.34 0.34 0.34 0 0.34
2014-04-25 0.34 0.34 0.34 0.34 0 0.34
2014-04-28 0.341 0.341 0.341 0.341 0 0.341
2014-04-29 0.341 0.341 0.341 0.341 0 0.341
2014-04-30 0.341 0.341 0.341 0.341 0 0.341
2014-05-01 0.341 0.341 0.341 0.341 0 0.341
2014-05-02 0.406 0.406 0.406 0.406 0 0.406
2014-05-05 0.406 0.406 0.406 0.406 0 0.406
2014-05-06 0.411 0.411 0.411 0.411 0 0.411
2014-05-07 0.411 0.411 0.411 0.411 0 0.411
2014-05-08 0.411 0.411 0.411 0.411 0 0.411
2014-05-09 0.414 0.414 0.414 0.414 0 0.414
2014-05-12 0.433 0.433 0.433 0.433 0 0.433
2014-05-13 0.433 0.433 0.433 0.433 0 0.433
2014-05-14 0.433 0.433 0.433 0.433 0 0.433
2014-05-15 0.433 0.433 0.433 0.433 0 0.433
2014-05-16 0.433 0.433 0.433 0.433 0 0.433
2014-05-19 0.433 0.433 0.433 0.433 0 0.433
2014-05-20 0.433 0.433 0.433 0.433 0 0.433
2014-05-21 0.433 0.433 0.433 0.433 0 0.433
2014-05-22 0.433 0.433 0.433 0.433 0 0.433
2014-05-23 0.438 0.438 0.438 0.438 0 0.438
2014-05-26 0.438 0.438 0.438 0.438 0 0.438
2014-05-27 0.438 0.438 0.438 0.438 0 0.438
2014-05-28 0.438 0.438 0.438 0.438 0 0.438
2014-05-29 0.438 0.438 0.438 0.438 0 0.438
2014-05-30 0.438 0.438 0.438 0.438 0 0.438
2014-06-02 0.438 0.438 0.438 0.438 0 0.438
2014-06-03 0.438 0.438 0.438 0.438 0 0.438
2014-06-04 0.438 0.438 0.438 0.438 0 0.438
2014-06-05 0.438 0.438 0.438 0.438 0 0.438
2014-06-06 0.438 0.438 0.438 0.438 0 0.438
2014-06-09 0.438 0.438 0.438 0.438 0 0.438
2014-06-10 0.438 0.438 0.438 0.438 0 0.438
2014-06-11 0.438 0.438 0.438 0.438 0 0.438
2014-06-12 0.438 0.438 0.438 0.438 0 0.438
2014-06-13 0.438 0.438 0.438 0.438 0 0.438
2014-06-16 0.438 0.438 0.438 0.438 0 0.438
2014-06-17 0.438 0.438 0.438 0.438 0 0.438
2014-06-18 0.438 0.438 0.438 0.438 0 0.438
2014-06-19 0.438 0.438 0.438 0.438 0 0.438
2014-06-20 0.438 0.438 0.438 0.438 0 0.438
2014-06-23 0.438 0.438 0.438 0.438 0 0.438
2014-06-24 0.438 0.438 0.438 0.438 0 0.438
2014-06-25 0.438 0.438 0.438 0.438 0 0.438
2014-06-26 0.438 0.438 0.438 0.438 0 0.438
2014-06-27 0.438 0.438 0.438 0.438 0 0.438
2014-06-30 0.438 0.439 0.438 0.439 0 0.439
2014-07-01 0.439 0.439 0.439 0.439 0 0.439
2014-07-02 0.439 0.439 0.439 0.439 0 0.439
2014-07-03 0.439 0.439 0.439 0.439 0 0.439
2014-07-04 0.439 0.439 0.439 0.439 0 0.439
2014-07-07 0.439 0.439 0.439 0.439 0 0.439
2014-07-08 0.439 0.439 0.439 0.439 0 0.439
2014-07-09 0.439 0.439 0.439 0.439 0 0.439
2014-07-10 0.439 0.439 0.439 0.439 0 0.439
2014-07-11 0.439 0.439 0.439 0.439 0 0.439
2014-07-14 0.439 0.439 0.439 0.439 0 0.439
2014-07-15 0.439 0.439 0.439 0.439 0 0.439
2014-07-16 0.439 0.439 0.439 0.439 0 0.439
2014-07-17 0.439 0.439 0.439 0.439 0 0.439
2014-07-18 0.439 0.439 0.439 0.439 0 0.439
2014-07-21 0.439 0.439 0.439 0.439 0 0.439
2014-07-22 0.439 0.439 0.439 0.439 0 0.439
2014-07-23 0.453 0.453 0.453 0.453 0 0.453
2014-07-24 0.466 0.466 0.466 0.466 0 0.466
2014-07-25 0.466 0.466 0.466 0.466 0 0.466
2014-07-28 0.466 0.466 0.466 0.466 0 0.466
2014-07-29 0.466 0.466 0.466 0.466 0 0.466
2014-07-30 0.466 0.466 0.466 0.466 0 0.466
2014-07-31 0.466 0.466 0.466 0.466 0 0.466
2014-08-01 0.466 0.466 0.466 0.466 0 0.466
2014-08-04 0.466 0.466 0.466 0.466 0 0.466
2014-08-05 0.466 0.466 0.466 0.466 0 0.466
2014-08-06 0.466 0.466 0.466 0.466 0 0.466
2014-08-07 0.466 0.466 0.466 0.466 0 0.466
2014-08-08 0.466 0.466 0.466 0.466 0 0.466
2014-08-11 0.466 0.466 0.466 0.466 0 0.466
2014-08-12 0.466 0.466 0.466 0.466 0 0.466
2014-08-13 0.466 0.466 0.466 0.466 0 0.466
2014-08-14 0.466 0.466 0.466 0.466 0 0.466
2014-08-15 0.466 0.466 0.466 0.466 0 0.466
2014-08-18 0.466 0.466 0.466 0.466 0 0.466
2014-08-19 0.466 0.466 0.466 0.466 0 0.466
2014-08-20 0.466 0.466 0.466 0.466 0 0.466
2014-08-21 0.466 0.466 0.466 0.466 0 0.466
2014-08-22 0.466 0.466 0.466 0.466 0 0.466
2014-08-25 0.466 0.466 0.466 0.466 0 0.466
2014-08-26 0.466 0.466 0.466 0.466 0 0.466
2014-08-27 0.466 0.466 0.466 0.466 0 0.466
2014-08-28 0.466 0.466 0.466 0.466 0 0.466
2014-08-29 0.466 0.466 0.466 0.466 0 0.466
2014-09-01 0.466 0.466 0.466 0.466 0 0.466
2014-09-02 0.466 0.466 0.466 0.466 0 0.466
2014-09-03 0.466 0.466 0.466 0.466 0 0.466
2014-09-04 0.466 0.466 0.466 0.466 0 0.466
2014-09-05 0.466 0.466 0.466 0.466 0 0.466
2014-09-08 0.466 0.466 0.466 0.466 0 0.466
2014-09-09 0.466 0.466 0.466 0.466 0 0.466
2014-09-10 0.466 0.466 0.466 0.466 0 0.466
2014-09-11 0.466 0.466 0.466 0.466 0 0.466
2014-09-12 0.466 0.466 0.466 0.466 0 0.466
2014-09-15 0.466 0.466 0.466 0.466 0 0.466
2014-09-16 0.466 0.466 0.466 0.466 0 0.466
2014-09-17 0.466 0.466 0.466 0.466 0 0.466
2014-09-18 0.466 0.466 0.466 0.466 0 0.466
2014-09-19 0.466 0.466 0.466 0.466 0 0.466
2014-09-22 0.466 0.466 0.466 0.466 0 0.466
2014-09-23 0.466 0.466 0.466 0.466 0 0.466
2014-09-24 0.466 0.466 0.466 0.466 0 0.466
2014-09-25 0.466 0.466 0.466 0.466 0 0.466
2014-09-26 0.466 0.466 0.466 0.466 0 0.466
2014-09-29 0.466 0.466 0.466 0.466 0 0.466
2014-09-30 0.516 0.516 0.516 0.516 0 0.516
2014-10-01 0.516 0.516 0.516 0.516 0 0.516
2014-10-02 0.516 0.516 0.516 0.516 0 0.516
2014-10-03 0.516 0.516 0.516 0.516 0 0.516
2014-10-06 0.516 0.516 0.516 0.516 0 0.516
2014-10-07 0.516 0.516 0.516 0.516 0 0.516
2014-10-08 0.516 0.516 0.516 0.516 0 0.516
2014-10-09 0.516 0.516 0.516 0.516 0 0.516
2014-10-10 0.516 0.516 0.516 0.516 0 0.516
2014-10-13 0.516 0.516 0.516 0.516 0 0.516
2014-10-14 0.516 0.516 0.516 0.516 0 0.516
2014-10-15 0.516 0.516 0.516 0.516 0 0.516
2014-10-16 0.516 0.516 0.516 0.516 0 0.516
2014-10-17 0.516 0.516 0.516 0.516 0 0.516
2014-10-20 0.516 0.516 0.516 0.516 0 0.516
2014-10-21 0.516 0.516 0.516 0.516 0 0.516
2014-10-22 0.516 0.516 0.516 0.516 0 0.516
2014-10-23 0.516 0.516 0.516 0.516 0 0.516
2014-10-24 0.516 0.516 0.516 0.516 0 0.516
2014-10-27 0.516 0.516 0.516 0.516 0 0.516
2014-10-28 0.516 0.516 0.516 0.516 0 0.516
2014-10-29 0.516 0.516 0.516 0.516 0 0.516
2014-10-30 0.516 0.516 0.516 0.516 0 0.516
