"Index" "CL.Open" "CL.High" "CL.Low" "CL.Close" "CL.Volume" "CL.Adjusted"
2014-03-14 63.139999 63.990002 63.060001 63.830002 3620000 61.433822
2014-03-17 64.050003 64.690002 63.91 64.400002 2838300 61.982424
2014-03-18 64.519997 64.589996 64.209999 64.339996 2148700 61.924672
2014-03-19 64.269997 64.32 63.139999 63.389999 2285500 61.010338
2014-03-20 63.299999 63.700001 63.07 63.59 1978900 61.20283
2014-03-21 64.059998 64.129997 63.32 63.459999 5963400 61.07771
2014-03-24 63.77 64.050003 63.259998 63.310001 2417900 60.933343
2014-03-25 63.720001 64.300003 63.310001 63.77 3161400 61.376073
2014-03-26 63.869999 64.550003 63.700001 64.269997 2737000 61.8573
2014-03-27 64.25 65.919998 63.990002 64.059998 8116000 61.655184
2014-03-28 64.040001 64.599998 63.720001 64.099998 2857600 61.693683
2014-03-31 64.5 64.919998 64.029999 64.870003 3568300 62.434782
2014-04-01 64.870003 65.099998 64.029999 64.220001 3089100 61.809181
2014-04-02 64.330002 64.599998 63.869999 64.300003 2969600 61.88618
2014-04-03 64.489998 64.660004 64.209999 64.279999 2426400 61.866926
2014-04-04 64.57 64.650002 64.129997 64.220001 2435300 61.809181
2014-04-07 63.919998 65.300003 63.91 64.919998 4229000 62.4829
2014-04-08 64.839996 65.669998 64.739998 65.629997 4400900 63.166246
2014-04-09 65.599998 65.980003 65.459999 65.730003 3408700 63.262498
2014-04-10 65.589996 66.309998 65.389999 65.940002 6901000 63.464614
2014-04-11 65.760002 66.269997 65.25 65.309998 4838300 62.858259
2014-04-14 65.660004 66.010002 65.529999 65.860001 3040300 63.387615
2014-04-15 66.089996 66.470001 65.830002 66.370003 4172700 63.878472
2014-04-16 66.57 67.400002 66.410004 67.18 3575800 64.658062
2014-04-17 66.75 67.169998 66.529999 66.940002 3599300 64.774182
2014-04-21 66.699997 67.050003 66.150002 66.839996 2132200 64.677411
2014-04-22 66.910004 67.089996 66.349998 66.360001 3283700 64.212946
2014-04-23 66.379997 66.57 65.800003 65.870003 3688200 63.738802
2014-04-24 66.050003 66.459999 65.949997 66.43 3992000 64.280681
2014-04-25 66.5 66.940002 65.919998 66.239998 3169500 64.096826
2014-04-28 66.660004 67.949997 66.580002 67.860001 4539000 65.664414
2014-04-29 67.75 67.82 67.029999 67.040001 4473600 64.870945
2014-04-30 67.309998 67.68 67.080002 67.300003 3839500 65.122535
2014-05-01 67.18 67.419998 66.540001 67.010002 2652400 64.841917
2014-05-02 66.900002 67.330002 66.800003 67.099998 2538900 64.929001
2014-05-05 66.870003 67.139999 66.669998 66.900002 2032600 64.735475
2014-05-06 66.629997 67.150002 66.610001 66.709999 2012900 64.55162
2014-05-07 66.760002 67.400002 66.760002 67.230003 2191000 65.0548
2014-05-08 67.139999 67.360001 66.879997 67.099998 1714000 64.929001
2014-05-09 67.019997 67.730003 67.019997 67.650002 2418100 65.461209
2014-05-12 67.75 67.75 67.07 67.190002 1690900 65.016093
2014-05-13 67.209999 67.389999 67 67.260002 1797000 65.083828
2014-05-14 67.220001 67.580002 66.900002 66.959999 1604000 64.793532
2014-05-15 66.739998 67.089996 66.309998 66.410004 2440500 64.261331
2014-05-16 66.300003 66.970001 66.300003 66.919998 2840300 64.754825
2014-05-19 66.559998 66.809998 66.32 66.730003 1832500 64.570977
2014-05-20 66.699997 66.919998 66.379997 66.559998 1778900 64.406472
2014-05-21 66.690002 66.849998 66.459999 66.809998 1706400 64.648383
2014-05-22 66.709999 66.800003 66.370003 66.610001 2679200 64.454857
2014-05-23 66.800003 67.160004 66.5 66.730003 3253500 64.570977
2014-05-27 66.889999 66.940002 66.519997 66.709999 3614400 64.55162
2014-05-28 66.699997 66.709999 66.099998 66.120003 3281200 63.980713
2014-05-29 66.379997 66.959999 66.260002 66.919998 6367200 64.754825
2014-05-30 66.940002 68.470001 66.849998 68.400002 7885400 66.186943
2014-06-02 68.129997 68.269997 67.809998 68.209999 2924900 66.003088
2014-06-03 68.029999 68.150002 67.120003 67.239998 3143700 65.064471
2014-06-04 67.339996 67.730003 66.980003 67.709999 2659500 65.519266
2014-06-05 67.839996 68.199997 67.709999 67.959999 2872700 65.761177
2014-06-06 68.050003 68.199997 67.860001 68.019997 2941800 65.819233
2014-06-09 67.889999 68.639999 67.879997 68.440002 2260000 66.22565
2014-06-10 68.290001 68.940002 68.269997 68.690002 2931800 66.467561
2014-06-11 68.610001 68.699997 68.309998 68.620003 2063900 66.399826
2014-06-12 68.349998 68.599998 67.629997 67.839996 2131500 65.645057
2014-06-13 67.779999 67.970001 67.720001 67.860001 1559000 65.664414
2014-06-16 67.629997 68.18 67.330002 68.089996 1810000 65.886968
2014-06-17 68.029999 68.050003 67.669998 67.889999 1644400 65.693442
2014-06-18 67.760002 68.769997 67.760002 68.730003 2337700 66.506268
2014-06-19 68.910004 69.449997 68.910004 69.43 3072200 67.183617
2014-06-20 69.300003 69.470001 68.330002 68.379997 4035200 66.167586
2014-06-23 68.349998 68.360001 67.709999 67.830002 2656100 65.635386
2014-06-24 67.760002 68.220001 67.550003 67.949997 2438700 65.751498
2014-06-25 67.910004 68.089996 67.699997 67.949997 2117200 65.751498
2014-06-26 67.839996 68.029999 67.510002 67.900002 2154600 65.703121
2014-06-27 67.779999 68.489998 67.57 68.43 4109300 66.215971
2014-06-30 68.309998 68.860001 67.919998 68.18 2711400 65.97406
2014-07-01 68.5 68.599998 67.949997 68.480003 2150000 66.264357
2014-07-02 68.360001 68.75 68.300003 68.470001 1194200 66.254678
2014-07-03 68.440002 68.82 68.440002 68.82 1205500 66.593352
2014-07-07 68.790001 68.949997 68.610001 68.860001 1951800 66.632059
2014-07-08 68.589996 69.580002 68.550003 69.5 3835000 67.251352
2014-07-09 69.529999 69.889999 69.419998 69.650002 2497500 67.3965
2014-07-10 69.330002 69.720001 69.300003 69.419998 2933900 67.173938
2014-07-11 69.470001 69.620003 69.25 69.519997 1681500 67.270701
2014-07-14 69.779999 70.110001 69.730003 69.790001 2198500 67.53197
2014-07-15 69.660004 69.800003 69.349998 69.660004 2835200 67.406178
2014-07-16 69.599998 69.900002 69.330002 69.449997 2499400 67.552071
2014-07-17 69.360001 69.5 68.599998 68.599998 2366300 66.725301
