"Index" "SMC.Open" "SMC.High" "SMC.Low" "SMC.Close" "SMC.Volume" "SMC.Adjusted"
2014-09-24 10400 10500 10400 10500 38100 10020.6699
2014-09-25 10300 10500 10300 10500 2500 10020.6699
2014-09-26 10500 10500 10500 10500 15700 10020.6699
2014-09-29 10600 10600 10500 10500 8700 10020.6699
2014-09-30 10500 10600 10500 10600 17500 10116.1049
2014-10-01 10600 10600 10600 10600 73000 10116.1049
2014-10-02 10600 10600 10600 10600 538300 10116.1049
2014-10-03 10600 10700 10600 10700 61800 10211.5398
2014-10-06 10500 10600 10500 10600 51100 10116.1049
2014-10-07 10600 10600 10600 10600 12900 10116.1049
2014-10-08 10600 10600 10500 10500 23200 10020.6699
2014-10-09 10500 10900 10500 10900 43700 10402.4097
2014-10-10 11000 11000 10600 10600 25400 10116.1049
2014-10-13 10800 11000 10800 11000 34000 10497.8447
2014-10-14 10700 10700 10500 10500 31100 10020.9891
2014-10-15 10400 10500 10400 10500 11900 10020.9891
2014-10-16 10500 10500 10400 10400 23900 9925.5511
2014-10-17 10400 10400 9700 9700 81100 9257.4852
2014-10-20 9700 10300 9700 10300 20200 9830.1131
2014-10-21 10400 10400 10400 10400 5300 9925.5511
2014-10-22 10300 10300 10200 10200 14200 9734.6751
2014-10-23 10200 10800 10200 10800 146600 10307.3031
2014-10-24 10800 10800 10700 10700 13500 10211.8651
2014-10-27 10700 10900 10700 10900 6500 10402.7411
2014-10-28 10600 10900 10600 10900 12300 10402.7411
2014-10-29 10600 10900 10600 10900 9800 10402.7411
2014-10-30 10700 11000 10700 11000 29600 10498.1791
2014-10-31 11000 11000 11000 11000 13400 10498.1791
2014-11-03 11200 11200 10900 10900 5000 10898.1094
2014-11-04 10600 10900 10600 10900 7400 10898.1094
2014-11-05 10700 10800 10700 10800 3800 10798.1267
2014-11-06 10800 10800 10800 10800 6600 10798.1267
2014-11-07 10800 10800 10600 10600 4300 10598.1614
2014-11-10 10700 10700 10600 10600 10300 10598.1614
2014-11-11 10400 10400 10200 10200 14300 10198.2308
2014-11-12 10200 10700 10200 10700 11200 10698.1441
2014-11-13 10700 10700 10700 10700 1200 10698.1441
2014-11-14 10700 10700 10700 10700 1000 10698.1441
2014-11-17 10500 10500 10500 10500 4700 10498.1788
2014-11-18 10500 10500 10500 10500 3000 10498.1788
2014-11-19 10600 10600 10600 10600 8800 10598.1614
2014-11-20 10600 10600 10600 10600 3200 10598.1614
2014-11-21 10500 10600 10500 10600 6000 10598.1614
2014-11-24 10600 10600 10600 10600 1000 10598.1614
2014-11-25 10600 10600 10600 10600 3000 10598.1614
2014-11-26 10600 10600 10500 10500 14100 10498.1788
2014-11-27 10500 10500 10500 10500 2000 10498.1788
2014-11-28 10300 10400 10300 10400 29900 10398.1961
2014-12-01 10200 10300 10200 10300 15600 10298.2135
2014-12-02 10100 10300 10100 10300 8600 10298.2135
2014-12-03 10100 10300 10100 10300 11500 10298.2135
2014-12-04 10100 10200 10100 10200 19500 10198.2308
2014-12-05 10200 10200 10200 10200 21800 10198.2308
2014-12-08 10100 10300 10100 10300 62700 10298.2135
2014-12-09 10300 10300 10300 10300 8000 10298.2135
2014-12-10 10600 10600 10400 10400 5000 10398.1961
2014-12-11 10100 10300 10100 10300 20200 10298.2135
2014-12-12 10200 10300 10200 10300 6000 10298.2135
2014-12-15 10300 10300 10000 10000 83900 9998.2655
2014-12-16 9900 10100 9900 10100 20900 10098.2482
2014-12-17 10100 10100 10000 10000 17700 9998.2655
2014-12-18 10000 10100 10000 10100 11000 10098.2482
2014-12-19 10000 10000 10000 10000 4600 9998.2655
2014-12-22 10000 10100 10000 10100 2100 10098.2482
2014-12-23 10100 10100 10000 10000 3000 9998.2655
2014-12-24 10000 10000 10000 10000 1000 9998.2655
2014-12-25 10000 10300 10000 10300 32800 10298.2135
2014-12-26 10400 10400 10300 10300 4200 10298.2135
2014-12-29 10600 10600 10500 10500 3500 10498.5355
2014-12-30 10600 10600 10400 10400 2400 10398.5495
2014-12-31 10500 10700 10500 10700 2800 10698.5076
2015-01-01 10700 10700 10700 10700 0 10698.5076
2015-01-02 10700 10700 10700 10700 0 10698.5076
2015-01-05 10300 10600 10300 10600 22000 10598.5216
2015-01-06 10100 10600 10100 10600 800 10598.5216
2015-01-07 10600 10600 10500 10500 2300 10498.5355
2015-01-08 10500 10500 10500 10500 1000 10498.5355
2015-01-09 10500 10500 10500 10500 10700 10498.5355
2015-01-12 10300 10500 10300 10500 22100 10498.5355
2015-01-13 10500 10500 10500 10500 3200 10498.5355
2015-01-14 10500 10500 10500 10500 3000 10498.5355
2015-01-15 10500 10500 10200 10200 2700 10198.5774
2015-01-16 10200 10200 10200 10200 30400 10198.5774
2015-01-19 10200 10300 10200 10300 38200 10298.5634
2015-01-20 10300 10300 10300 10300 1300 10298.5634
2015-01-21 10200 10300 10200 10300 24000 10298.5634
2015-01-22 9800 10200 9800 10200 19000 10198.5774
2015-01-23 10200 10200 10200 10200 4400 10198.5774
2015-01-26 10200 10200 10200 10200 24500 10198.5774
2015-01-27 10100 10300 10100 10300 5700 10298.5634
2015-01-28 10200 10200 10200 10200 2000 10198.5774
2015-01-29 10000 10200 10000 10200 10900 10198.5774
2015-01-30 10100 10100 9900 9900 17200 9898.6192
2015-02-02 10000 10100 9900 9900 1000 9898.6192
2015-02-03 9800 10000 9800 10000 1000 9998.6053
2015-02-04 10000 10000 10000 10000 100 9998.6053
2015-02-05 10000 10000 10000 10000 200 9998.6053
2015-02-06 10000 10000 10000 10000 100 9998.6053
2015-02-09 9700 10000 9700 10000 300 9998.6053
2015-02-10 9900 9900 9700 9800 700 9798.6331
2015-02-11 9900 10000 9900 10000 200 9998.6053
2015-02-12 9900 10000 9900 10000 200 9998.6053
2015-02-13 10000 10100 9800 10100 400 10098.5913
2015-02-16 10100 10100 10100 10100 0 10098.5913
2015-02-17 10100 10100 10100 10100 0 10098.5913
2015-02-18 10100 10100 10100 10100 0 10098.5913
2015-02-19 10100 10100 10100 10100 0 10098.5913
2015-02-20 10100 10100 10100 10100 0 10098.5913
2015-02-23 10100 10100 10100 10100 0 10098.5913
2015-02-24 10100 10100 10100 10100 0 10098.5913
2015-02-25 9800 9800 9700 9700 2500 9698.6471
2015-02-26 9900 9900 9700 9900 200 9898.6192
2015-02-27 9900 9900 9800 9900 700 9898.6192
2015-03-02 9900 9900 9700 9900 800 9898.6192
2015-03-03 9900 9900 9800 9900 700 9898.6192
2015-03-04 9900 9900 9900 9900 1100 9898.6192
2015-03-05 9800 10100 9800 10100 1000 10098.5913
2015-03-06 10100 10100 10000 10100 400 10098.5913
2015-03-09 10000 10000 9800 9800 2000 9798.6331
2015-03-10 9700 9900 9700 9800 3200 9798.6331
2015-03-11 9800 9800 9700 9800 3300 9798.6331
2015-03-12 9700 9800 9600 9800 500 9798.6331
2015-03-13 9800 9800 9500 9800 300 9798.6331
2015-03-16 9700 9700 9600 9700 700 9698.6471
2015-03-17 9800 9800 9600 9700 1500 9698.6471
2015-03-18 9500 9700 9500 9700 700 9698.6471
2015-03-19 9700 9700 9600 9700 1300 9698.6471
2015-03-20 9600 9700 9600 9700 2200 9698.6471
2015-03-23 9500 9700 9500 9600 4000 9598.661
2015-03-24 9600 9600 9500 9600 900 9598.661
2015-03-25 9500 9600 9500 9600 2000 9598.661
2015-03-26 9600 9600 9500 9600 1200 9598.661
2015-03-27 9600 9600 9400 9400 200 9398.6889
2015-03-30 9600 9600 9300 9300 1200 9298.7029
2015-03-31 9300 9500 9300 9500 400 9498.675
2015-04-01 9400 9500 9400 9500 600 9498.675
2015-04-02 9500 9500 9300 9400 700 9398.6889
2015-04-03 9500 9900 9500 9500 900 9498.675
2015-04-06 9700 9700 9300 9500 0 9498.675
2015-04-07 9600 9800 9400 9500 600 9498.675
2015-04-08 9400 9400 9300 9300 1200 9298.7029
2015-04-09 9200 9400 9200 9300 1400 9298.7029
2015-04-10 9300 9300 9200 9300 1400 9298.7029
2015-04-13 9100 9300 9100 9300 2400 9298.7029
2015-04-14 9300 9300 9200 9300 500 9298.7029
2015-04-15 9300 9300 9300 9300 700 9298.7029
2015-04-16 9400 9400 9000 9300 1800 9298.7029
2015-04-17 9200 9200 9000 9100 3200 9098.7308
2015-04-20 8500 8500 8500 8500 6700 8498.8145
2015-04-21 8000 8300 8000 8000 28200 7998.8842
2015-04-22 8000 8300 8000 8200 700 8198.8563
2015-04-23 8300 8400 8300 8400 1200 8398.8284
2015-04-24 8400 8400 8100 8200 900 8198.8563
2015-04-27 8300 8300 8200 8300 400 8298.8424
2015-04-28 8300 8300 8300 8300 0 8298.8424
2015-04-29 8300 8300 8300 8300 0 8298.8424
2015-04-30 8300 8300 8300 8300 0 8298.8424
2015-05-01 8300 8300 8300 8300 0 8298.8424
2015-05-04 8000 8300 7800 8000 2600 7998.8842
2015-05-05 7900 8000 7900 8000 2400 7999.2342
2015-05-06 8100 8100 7500 8000 3900 7999.2342
2015-05-07 8100 8100 7800 8000 400 7999.2342
2015-05-08 8000 8000 7900 8000 1000 7999.2342
2015-05-11 8000 8500 7800 8300 1900 8299.2055
2015-05-12 8100 8100 8100 8100 0 8099.2246
2015-05-13 8100 8300 7900 8300 500 8299.2055
2015-05-14 8200 8200 7900 8200 700 8199.2151
2015-05-15 8200 8200 8200 8200 500 8199.2151
2015-05-18 8300 8300 8000 8100 400 8099.2246
2015-05-19 7900 8500 7700 8100 1200 8099.2246
2015-05-20 8100 8100 7900 8100 200 8099.2246
2015-05-21 8100 8600 7800 7900 3600 7899.2438
2015-05-22 8300 8400 8300 8400 300 8399.1959
2015-05-25 8500 8600 7900 8600 3800 8599.1768
2015-05-26 8600 9000 8600 9000 300 8999.1385
2015-05-27 9200 9200 8400 9000 800 8999.1385
2015-05-28 8800 9600 8400 9300 4400 9299.1098
2015-05-29 8700 9300 8700 9000 1500 8999.1385
2015-06-01 9000 9100 8400 9000 1400 8999.1385
2015-06-02 8800 8800 8500 8500 600 8499.1863
2015-06-03 8700 8900 8700 8700 500 8699.1672
2015-06-04 8700 8800 8600 8800 300 8799.1576
2015-06-05 8800 8800 8700 8700 100 8699.1672
2015-06-08 8800 8800 8500 8500 400 8499.1863
2015-06-09 8700 8800 8500 8800 400 8799.1576
2015-06-10 8800 8800 8800 8800 200 8799.1576
2015-06-11 8800 8800 8600 8600 700 8599.1768
2015-06-12 8600 8800 8600 8800 700 8799.1576
2015-06-15 8900 9200 8900 9000 300 8999.1385
2015-06-16 9000 9000 8400 8900 1000 8899.148
2015-06-17 8600 8900 8500 8800 700 8799.1576
2015-06-18 8800 8800 8400 8500 2500 8499.1863
2015-06-19 8900 9000 8600 8700 200 8699.1672
2015-06-22 8800 8800 8300 8700 500 8699.1672
2015-06-23 8700 8700 8200 8400 800 8399.1959
2015-06-24 8500 8700 8500 8700 200 8699.1672
2015-06-25 8700 8700 8700 8700 200 8699.1672
2015-06-26 8700 8700 8700 8700 200 8699.1672
2015-06-29 8500 8700 8500 8700 700 8699.1672
2015-06-30 8600 8600 8400 8600 1100 8599.1768
2015-07-01 8400 8600 8200 8600 700 8599.1768
2015-07-02 8600 8800 8600 8700 600 8699.1672
2015-07-03 8700 8700 8100 8100 2100 8099.2246
2015-07-06 8100 8500 8100 8400 300 8399.1959
2015-07-07 8000 8400 8000 8400 400 8399.1959
2015-07-08 8400 8400 8300 8300 200 8299.2055
2015-07-09 8300 8300 8200 8300 800 8299.2055
2015-07-10 8400 8400 8100 8100 100 8099.2246
2015-07-13 8300 8300 8000 8300 100 8299.2055
2015-07-14 8300 8300 8100 8200 700 8199.2151
2015-07-15 8000 8300 8000 8200 700 8199.2151
2015-07-16 8200 8200 8200 8200 1000 8199.2151
2015-07-17 8300 8400 8200 8400 1300 8399.1959
2015-07-20 8300 8400 8300 8300 0 8299.2055
2015-07-21 8200 8300 8200 8300 600 8299.2055
2015-07-22 8300 8300 8300 8300 1300 8299.2055
2015-07-23 8000 8200 7800 7900 7200 7899.2438
2015-07-24 7900 7900 7700 7900 2500 7899.2438
2015-07-27 7900 8200 7800 8200 400 8199.2151
2015-07-28 8100 8100 7700 7700 1600 7699.5915
2015-07-29 8000 8000 7600 7700 1700 7699.5915
2015-07-30 7200 7300 7200 7200 3400 7199.6181
2015-07-31 7200 7200 6800 7000 7400 6999.6287
2015-08-03 7000 7000 6900 7000 700 6999.6287
2015-08-04 6900 7000 6600 6600 8100 6599.6499
2015-08-05 6900 6900 6900 6900 0 6899.634
2015-08-06 6900 6900 6500 6800 4400 6799.6393
2015-08-07 6900 6900 6400 6800 8300 6799.6393
2015-08-10 6400 6700 6400 6700 7100 6699.6446
2015-08-11 6700 6700 6300 6500 5200 6499.6552
2015-08-12 6500 6500 6100 6500 1100 6499.6552
2015-08-13 6500 6500 6200 6400 4400 6399.6605
2015-08-14 6500 6500 6100 6200 400 6199.6711
2015-08-17 6400 6400 6100 6300 3300 6299.6658
2015-08-18 6300 6500 6300 6500 6000 6499.6552
2015-08-19 6400 6400 6400 6400 1600 6399.6605
2015-08-20 6400 6400 6400 6400 3300 6399.6605
2015-08-21 6400 6400 6400 6400 1600 6399.6605
2015-08-24 6300 6400 6000 6000 300 5999.6817
2015-08-25 6000 6000 5600 5600 3800 5599.7029
2015-08-26 5800 5800 5300 5600 27100 5599.7029
2015-08-27 5500 5500 5300 5500 32800 5499.7082
2015-08-28 5500 5800 5500 5800 21700 5799.6923
2015-08-31 6200 6200 5700 6100 2200 6099.6764
2015-09-01 6300 6400 6300 6400 200 6399.6605
2015-09-02 6400 6400 6400 6400 0 6399.6605
2015-09-03 6500 6600 6300 6500 4500 6499.6552
2015-09-04 6500 6500 6400 6400 1100 6399.6605
2015-09-07 6200 6400 6200 6400 32000 6399.6605
2015-09-08 6400 6400 6200 6400 2000 6399.6605
2015-09-09 6100 6500 6100 6400 7000 6399.6605
2015-09-10 6200 6400 6200 6400 3600 6399.6605
2015-09-11 6500 6500 6200 6400 3000 6399.6605
2015-09-14 6500 6500 6400 6400 500 6399.6605
2015-09-15 6500 6500 6100 6100 600 6099.6764
2015-09-16 6500 6500 6100 6100 100 6099.6764
2015-09-17 6400 6500 6400 6500 18900 6499.6552
2015-09-18 6500 6600 6400 6400 3200 6399.6605
2015-09-21 6500 6500 6500 6500 2400 6499.6552
2015-09-22 6500 6500 6200 6200 200 6199.6711
2015-09-23 6300 6500 6300 6500 4000 6499.6552
2015-09-24 6400 6700 6400 6700 4000 6699.6446
2015-09-25 6800 6800 6400 6600 10100 6599.6499
2015-09-28 6400 6400 6400 6400 100 6399.6605
2015-09-29 6000 6400 6000 6300 13000 6299.6658
2015-09-30 6400 6400 6200 6200 3200 6199.6711
2015-10-01 6000 6000 6000 6000 0 5999.6817
2015-10-02 6000 6000 6000 6000 0 5999.6817
2015-10-05 6500 6600 6500 6600 4400 6599.6499
2015-10-06 6600 6600 6600 6600 2000 6600
2015-10-07 6600 6600 6600 6600 2000 6600
2015-10-08 6600 6600 6600 6600 6000 6600
2015-10-09 6600 6600 6400 6400 2400 6400
2015-10-12 49 49 47.75 47.75 376800 47.75
2015-10-13 6600 6600 6600 6600 5000 6600
2015-10-14 6600 6600 6600 6600 3000 6600
2015-10-15 6800 7000 6800 6800 400 6800
2015-10-16 6500 6900 6500 6900 3400 6900
2015-10-19 6800 6800 6800 6800 1300 6800
2015-10-20 6500 6900 6500 6900 1400 6900
2015-10-21 6800 6800 6600 6600 2200 6600
2015-10-22 6800 6800 6800 6800 4000 6800
2015-10-23 6800 6800 6700 6800 8000 6800
2015-10-26 6900 6900 6800 6800 6000 6800
2015-10-27 6800 6800 6800 6800 0 6800
2015-10-28 6800 6800 6500 6800 2900 6800
2015-10-29 6500 6800 6500 6800 5100 6800
2015-10-30 6600 6900 6600 6900 6000 6900
