"Index" "SD.Open" "SD.High" "SD.Low" "SD.Close" "SD.Volume" "SD.Adjusted"
2013-10-07 6 6.06 5.94 6 10224900 6
2013-10-08 6 6.07 5.95 5.95 10535900 5.95
2013-10-09 6 6.02 5.83 5.97 9998900 5.97
2013-10-10 6.05 6.15 6.01 6.1 8156000 6.1
2013-10-11 6.08 6.25 6.07 6.23 9787000 6.23
2013-10-14 6.18 6.22 6.08 6.19 8230100 6.19
2013-10-15 6.25 6.45 6.21 6.37 20493300 6.37
2013-10-16 6.4 6.6 6.4 6.55 12841700 6.55
2013-10-17 6.55 6.72 6.51 6.7 9936600 6.7
2013-10-18 6.78 6.92 6.73 6.9 13323600 6.9
2013-10-21 6.89 6.96 6.65 6.67 10849000 6.67
2013-10-22 6.7 6.8 6.57 6.63 8172500 6.63
2013-10-23 6.59 6.6 6.35 6.37 12856300 6.37
2013-10-24 6.44 6.64 6.35 6.62 5834400 6.62
2013-10-25 6.57 6.65 6.32 6.46 11750700 6.46
2013-10-28 6.53 6.56 6.4 6.52 7175400 6.52
2013-10-29 6.51 6.65 6.46 6.65 6879700 6.65
2013-10-30 6.68 6.77 6.38 6.44 10703500 6.44
2013-10-31 6.44 6.52 6.3 6.34 7954700 6.34
2013-11-01 6.36 6.48 6.25 6.38 11124000 6.38
2013-11-04 6.4 6.63 6.38 6.6 10055100 6.6
2013-11-05 6.56 6.64 6.43 6.51 14971100 6.51
2013-11-06 6.63 6.66 5.92 6.04 47437500 6.04
2013-11-07 6.05 6.05 5.75 5.78 22663800 5.78
2013-11-08 5.83 6.02 5.82 5.9 12477100 5.9
2013-11-11 5.94 6.05 5.87 6.04 6349700 6.04
2013-11-12 6.02 6.04 5.88 5.94 9753200 5.94
2013-11-13 5.88 6.03 5.82 5.97 8865400 5.97
2013-11-14 6.01 6.03 5.8 6.01 14234500 6.01
2013-11-15 5.99 6 5.87 5.89 9856800 5.89
2013-11-18 5.9 6 5.7 5.73 12740800 5.73
2013-11-19 5.73 5.86 5.55 5.7 8362000 5.7
2013-11-20 5.72 5.84 5.62 5.64 6476300 5.64
2013-11-21 5.65 5.79 5.62 5.77 6238500 5.77
2013-11-22 5.74 5.9 5.65 5.88 10936500 5.88
2013-11-25 5.85 5.85 5.64 5.7 7788200 5.7
2013-11-26 5.7 5.75 5.65 5.69 6104400 5.69
2013-11-27 5.65 5.68 5.53 5.55 7195100 5.55
2013-11-29 5.56 5.68 5.48 5.59 4343600 5.59
2013-12-02 5.6 5.66 5.51 5.53 5827000 5.53
