"Index" "M6J.Open" "M6J.High" "M6J.Low" "M6J.Close" "M6J.Volume" "M6J.Adjusted"
2013-03-25 0.089 0.089 0.089 0.089 0 0.089
2013-03-26 0.09 0.09 0.09 0.09 0 0.09
2013-03-27 0.098 0.098 0.098 0.098 0 0.098
2013-03-28 0.099 0.099 0.099 0.099 0 0.099
2013-03-29 0.099 0.099 0.099 0.099 0 0.099
2013-04-01 0.099 0.099 0.099 0.099 0 0.099
2013-04-02 0.092 0.092 0.092 0.092 0 0.092
2013-04-03 0.092 0.092 0.092 0.092 0 0.092
2013-04-04 0.086 0.086 0.086 0.086 0 0.086
2013-04-05 0.081 0.081 0.081 0.081 0 0.081
2013-04-08 0.086 0.086 0.086 0.086 0 0.086
2013-04-09 0.079 0.079 0.079 0.079 0 0.079
2013-04-10 0.082 0.082 0.082 0.082 0 0.082
2013-04-11 0.086 0.086 0.086 0.086 0 0.086
2013-04-12 0.094 0.094 0.094 0.094 0 0.094
2013-04-15 0.085 0.085 0.085 0.085 0 0.085
2013-04-16 0.078 0.078 0.078 0.078 0 0.078
2013-04-17 0.074 0.074 0.074 0.074 0 0.074
2013-04-18 0.069 0.069 0.069 0.069 0 0.069
2013-04-19 0.076 0.076 0.076 0.076 0 0.076
2013-04-22 0.078 0.078 0.078 0.078 0 0.078
2013-04-23 0.082 0.082 0.082 0.082 0 0.082
2013-04-24 0.08 0.08 0.08 0.08 0 0.08
2013-04-25 0.07 0.07 0.07 0.07 0 0.07
2013-04-26 0.079 0.079 0.079 0.079 0 0.079
2013-04-29 0.067 0.067 0.067 0.067 0 0.067
2013-04-30 0.075 0.075 0.075 0.075 0 0.075
2013-05-01 0.075 0.075 0.075 0.075 0 0.075
2013-05-02 0.075 0.075 0.075 0.075 0 0.075
2013-05-03 0.077 0.077 0.077 0.077 0 0.077
2013-05-06 0.07 0.07 0.07 0.07 0 0.07
2013-05-07 0.076 0.076 0.076 0.076 0 0.076
2013-05-08 0.074 0.074 0.074 0.074 0 0.074
2013-05-09 0.075 0.075 0.075 0.075 0 0.075
2013-05-10 0.079 0.079 0.079 0.079 0 0.079
2013-05-13 0.081 0.081 0.081 0.081 0 0.081
2013-05-14 0.074 0.074 0.074 0.074 0 0.074
2013-05-15 0.074 0.074 0.074 0.074 0 0.074
2013-05-16 0.071 0.071 0.071 0.071 0 0.071
2013-05-17 0.064 0.064 0.064 0.064 0 0.064
2013-05-20 0.072 0.072 0.072 0.072 0 0.072
2013-05-21 0.071 0.071 0.071 0.071 0 0.071
2013-05-22 0.073 0.073 0.073 0.073 0 0.073
2013-05-23 0.073 0.073 0.073 0.073 0 0.073
2013-05-24 0.073 0.073 0.073 0.073 0 0.073
2013-05-27 0.07 0.07 0.07 0.07 0 0.07
2013-05-28 0.072 0.072 0.072 0.072 0 0.072
2013-05-29 0.066 0.066 0.066 0.066 0 0.066
2013-05-30 0.069 0.069 0.069 0.069 0 0.069
2013-05-31 0.073 0.073 0.073 0.073 0 0.073
2013-06-03 0.069 0.069 0.069 0.069 0 0.069
2013-06-04 0.079 0.079 0.079 0.079 0 0.079
2013-06-05 0.076 0.076 0.076 0.076 0 0.076
2013-06-06 0.068 0.068 0.068 0.068 0 0.068
2013-06-07 0.075 0.075 0.075 0.075 0 0.075
2013-06-10 0.07 0.07 0.07 0.07 0 0.07
2013-06-11 0.05 0.05 0.05 0.05 0 0.05
2013-06-12 0.05 0.05 0.05 0.05 0 0.05
2013-06-13 0.063 0.063 0.063 0.063 0 0.063
2013-06-14 0.063 0.063 0.063 0.063 0 0.063
2013-06-17 0.054 0.054 0.054 0.054 0 0.054
2013-06-18 0.063 0.063 0.063 0.063 0 0.063
2013-06-19 0.046 0.046 0.046 0.046 0 0.046
2013-06-20 0.046 0.046 0.046 0.046 0 0.046
2013-06-21 0.056 0.056 0.056 0.056 0 0.056
2013-06-24 0.053 0.053 0.053 0.053 0 0.053
2013-06-25 0.053 0.053 0.053 0.053 0 0.053
2013-06-26 0.042 0.042 0.042 0.042 0 0.042
2013-06-27 0.051 0.051 0.051 0.051 0 0.051
2013-06-28 0.047 0.047 0.047 0.047 0 0.047
2013-07-01 0.05 0.05 0.05 0.05 0 0.05
2013-07-02 0.035 0.035 0.035 0.035 0 0.035
2013-07-03 0.047 0.047 0.047 0.047 0 0.047
