"Index" "A47.Open" "A47.High" "A47.Low" "A47.Close" "A47.Volume" "A47.Adjusted"
2014-09-17 0.138 0.138 0.138 0.138 0 0.138
2014-09-18 0.14 0.14 0.134 0.136 0 0.136
2014-09-19 0.14 0.14 0.137 0.137 0 0.137
2014-09-22 0.137 0.14 0.133 0.133 0 0.133
2014-09-23 0.133 0.133 0.133 0.133 0 0.133
2014-09-24 0.145 0.145 0.145 0.145 0 0.145
2014-09-25 0.136 0.137 0.136 0.137 0 0.137
2014-09-26 0.133 0.133 0.133 0.133 0 0.133
2014-09-29 0.143 0.143 0.142 0.142 0 0.142
2014-09-30 0.142 0.144 0.142 0.144 0 0.144
2014-10-01 0.143 0.143 0.143 0.143 0 0.143
2014-10-02 0.135 0.136 0.135 0.136 0 0.136
2014-10-03 0.129 0.14 0.129 0.14 0 0.14
2014-10-06 0.125 0.125 0.125 0.125 0 0.125
2014-10-07 0.144 0.148 0.143 0.148 0 0.148
2014-10-08 0.141 0.141 0.14 0.14 0 0.14
2014-10-09 0.136 0.142 0.136 0.142 0 0.142
2014-10-10 0.135 0.136 0.135 0.136 0 0.136
2014-10-13 0.141 0.141 0.141 0.141 0 0.141
2014-10-14 0.147 0.15 0.147 0.15 0 0.15
2014-10-15 0.143 0.143 0.142 0.142 0 0.142
2014-10-16 0.137 0.15 0.137 0.15 0 0.15
2014-10-17 0.141 0.141 0.135 0.138 0 0.138
2014-10-20 0.138 0.138 0.138 0.138 0 0.138
2014-10-21 0.141 0.142 0.141 0.142 0 0.142
2014-10-22 0.138 0.14 0.138 0.14 0 0.14
2014-10-23 0.143 0.143 0.143 0.143 0 0.143
2014-10-24 0.147 0.147 0.143 0.143 0 0.143
2014-10-27 0.142 0.142 0.139 0.139 0 0.139
2014-10-28 0.135 0.135 0.129 0.129 0 0.129
2014-10-29 0.129 0.13 0.129 0.13 0 0.13
2014-10-30 0.138 0.138 0.136 0.136 0 0.136
2014-10-31 0.132 0.133 0.13 0.13 0 0.13
2014-11-03 0.142 0.142 0.142 0.142 0 0.142
2014-11-04 0.128 0.128 0.125 0.128 0 0.128
2014-11-05 0.125 0.129 0.125 0.126 0 0.126
2014-11-06 0.13 0.138 0.13 0.138 0 0.138
2014-11-07 0.132 0.132 0.132 0.132 0 0.132
2014-11-10 0.137 0.137 0.137 0.137 0 0.137
2014-11-11 0.138 0.138 0.138 0.138 0 0.138
2014-11-12 0.139 0.139 0.139 0.139 0 0.139
2014-11-13 0.146 0.146 0.146 0.146 0 0.146
2014-11-14 0.146 0.146 0.14 0.14 0 0.14
2014-11-17 0.141 0.142 0.141 0.142 0 0.142
2014-11-18 0.15 0.15 0.149 0.149 0 0.149
2014-11-19 0.168 0.191 0.168 0.191 0 0.191
2014-11-20 0.176 0.177 0.176 0.176 0 0.176
2014-11-21 0.161 0.182 0.158 0.158 0 0.158
2014-11-24 0.17 0.17 0.17 0.17 0 0.17
2014-11-25 0.186 0.186 0.181 0.181 0 0.181
2014-11-26 0.181 0.181 0.169 0.169 0 0.169
2014-11-27 0.173 0.173 0.173 0.173 0 0.173
2014-11-28 0.173 0.19 0.173 0.19 0 0.19
2014-12-01 0.189 0.193 0.189 0.193 0 0.193
2014-12-02 0.203 0.206 0.194 0.194 0 0.194
2014-12-03 0.187 0.204 0.187 0.201 0 0.201
2014-12-04 0.192 0.192 0.192 0.192 0 0.192
2014-12-05 0.175 0.18 0.171 0.18 0 0.18
2014-12-08 0.171 0.172 0.171 0.172 0 0.172
2014-12-09 0.171 0.171 0.17 0.17 0 0.17
2014-12-10 0.17 0.173 0.17 0.17 0 0.17
2014-12-11 0.166 0.166 0.165 0.166 0 0.166
2014-12-12 0.169 0.169 0.153 0.153 0 0.153
2014-12-15 0.166 0.166 0.161 0.161 0 0.161
2014-12-16 0.156 0.156 0.152 0.153 0 0.153
2014-12-17 0.153 0.153 0.153 0.153 0 0.153
2014-12-18 0.151 0.151 0.149 0.149 0 0.149
2014-12-19 0.151 0.166 0.151 0.166 0 0.166
2014-12-22 0.166 0.166 0.166 0.166 0 0.166
2014-12-23 0.166 0.166 0.166 0.166 0 0.166
2014-12-24 0.166 0.166 0.166 0.166 0 0.166
2014-12-25 0.166 0.166 0.166 0.166 0 0.166
2014-12-26 0.166 0.166 0.166 0.166 0 0.166
2014-12-29 0.166 0.166 0.166 0.166 0 0.166
2014-12-30 0.166 0.166 0.166 0.166 0 0.166
2014-12-31 0.166 0.166 0.166 0.166 0 0.166
2015-01-01 0.166 0.166 0.166 0.166 0 0.166
2015-01-02 0.168 0.168 0.159 0.159 0 0.159
2015-01-05 0.165 0.165 0.165 0.165 0 0.165
2015-01-06 0.168 0.169 0.168 0.169 0 0.169
2015-01-07 0.169 0.174 0.169 0.174 0 0.174
2015-01-08 0.174 0.185 0.17 0.17 25000 0.17
2015-01-09 0.169 0.172 0.169 0.17 0 0.17
2015-01-12 0.169 0.17 0.169 0.17 0 0.17
2015-01-13 0.169 0.17 0.169 0.17 0 0.17
2015-01-14 0.172 0.172 0.168 0.168 0 0.168
2015-01-15 0.169 0.17 0.167 0.167 0 0.167
2015-01-16 0.173 0.173 0.167 0.17 0 0.17
2015-01-19 0.167 0.167 0.166 0.166 0 0.166
2015-01-20 0.167 0.182 0.166 0.173 0 0.173
2015-01-21 0.174 0.174 0.168 0.168 0 0.168
2015-01-22 0.167 0.17 0.167 0.17 0 0.17
2015-01-23 0.173 0.177 0.173 0.177 0 0.177
2015-01-26 0.177 0.177 0.176 0.176 0 0.176
2015-01-27 0.174 0.19 0.173 0.177 25000 0.177
2015-01-28 0.17 0.173 0.17 0.173 0 0.173
2015-01-29 0.173 0.19 0.173 0.19 0 0.19
2015-01-30 0.19 0.19 0.178 0.178 18000 0.178
2015-02-02 0.175 0.177 0.174 0.177 0 0.177
2015-02-03 0.181 0.181 0.171 0.175 0 0.175
2015-02-04 0.175 0.176 0.175 0.176 0 0.176
2015-02-05 0.177 0.177 0.168 0.168 0 0.168
2015-02-06 0.175 0.177 0.169 0.177 0 0.177
2015-02-09 0.173 0.173 0.168 0.169 0 0.169
2015-02-10 0.168 0.178 0.168 0.178 0 0.178
2015-02-11 0.177 0.178 0.166 0.178 0 0.178
2015-02-12 0.178 0.178 0.171 0.172 0 0.172
2015-02-13 0.176 0.176 0.167 0.167 0 0.167
2015-02-16 0.176 0.177 0.176 0.177 0 0.177
2015-02-17 0.177 0.177 0.172 0.176 0 0.176
2015-02-18 0.176 0.178 0.168 0.168 0 0.168
2015-02-19 0.176 0.179 0.175 0.177 0 0.177
2015-02-20 0.179 0.194 0.177 0.194 0 0.194
2015-02-23 0.213 0.214 0.196 0.204 0 0.204
2015-02-24 0.19 0.202 0.19 0.195 0 0.195
2015-02-25 0.193 0.193 0.178 0.183 0 0.183
2015-02-26 0.183 0.201 0.183 0.201 0 0.201
2015-02-27 0.197 0.197 0.175 0.179 0 0.179
2015-03-02 0.17 0.17 0.153 0.162 0 0.162
2015-03-03 0.161 0.161 0.161 0.161 0 0.161
2015-03-04 0.162 0.163 0.161 0.161 0 0.161
2015-03-05 0.164 0.164 0.159 0.162 0 0.162
2015-03-06 0.164 0.176 0.164 0.176 0 0.176
2015-03-09 0.185 0.194 0.185 0.189 0 0.189
2015-03-10 0.204 0.205 0.185 0.185 0 0.185
2015-03-11 0.185 0.185 0.185 0.185 0 0.185
2015-03-12 0.185 0.185 0.185 0.185 0 0.185
2015-03-13 0.185 0.185 0.185 0.185 0 0.185
2015-03-16 0.185 0.185 0.185 0.185 0 0.185
2015-03-17 0.2 0.2 0.2 0.2 0 0.2
2015-03-18 0.2 0.2 0.2 0.2 0 0.2
2015-03-19 0.2 0.2 0.2 0.2 0 0.2
2015-03-20 0.2 0.2 0.185 0.185 22000 0.185
2015-03-23 0.187 0.198 0.184 0.184 0 0.184
2015-03-24 0.184 0.193 0.182 0.193 0 0.193
2015-03-25 0.176 0.182 0.175 0.175 0 0.175
2015-03-26 0.175 0.178 0.174 0.178 0 0.178
2015-03-27 0.176 0.178 0.175 0.175 0 0.175
2015-03-30 0.176 0.176 0.166 0.167 0 0.167
2015-03-31 0.168 0.168 0.164 0.166 0 0.166
2015-04-01 0.168 0.169 0.163 0.165 0 0.165
2015-04-02 0.177 0.177 0.158 0.166 0 0.166
2015-04-03 0.166 0.166 0.166 0.166 0 0.166
2015-04-06 0.166 0.166 0.166 0.166 0 0.166
2015-04-07 0.161 0.162 0.158 0.162 0 0.162
2015-04-08 0.162 0.177 0.161 0.177 0 0.177
2015-04-09 0.182 0.184 0.179 0.179 0 0.179
2015-04-10 0.179 0.198 0.179 0.18 0 0.18
2015-04-13 0.189 0.197 0.183 0.183 0 0.183
2015-04-14 0.186 0.191 0.183 0.188 0 0.188
2015-04-15 0.179 0.189 0.179 0.18 0 0.18
2015-04-16 0.179 0.187 0.178 0.178 0 0.178
2015-04-17 0.177 0.191 0.177 0.177 0 0.177
2015-04-20 0.185 0.185 0.168 0.182 0 0.182
2015-04-21 0.179 0.181 0.178 0.181 0 0.181
2015-04-22 0.181 0.181 0.178 0.178 0 0.178
2015-04-23 0.178 0.179 0.177 0.179 0 0.179
2015-04-24 0.179 0.185 0.176 0.185 0 0.185
2015-04-27 0.176 0.2 0.176 0.198 0 0.198
2015-04-28 0.194 0.215 0.188 0.188 0 0.188
2015-04-29 0.185 0.185 0.182 0.182 0 0.182
2015-04-30 0.183 0.189 0.18 0.181 0 0.181
2015-05-01 0.181 0.181 0.181 0.181 0 0.181
2015-05-04 0.206 0.212 0.199 0.209 0 0.209
2015-05-05 0.207 0.216 0.206 0.206 0 0.206
2015-05-06 0.206 0.213 0.204 0.212 0 0.212
2015-05-07 0.199 0.2 0.197 0.199 0 0.199
2015-05-08 0.197 0.205 0.197 0.198 0 0.198
2015-05-11 0.207 0.207 0.198 0.198 0 0.198
2015-05-12 0.198 0.198 0.192 0.192 0 0.192
