"Index" "MJC.Open" "MJC.High" "MJC.Low" "MJC.Close" "MJC.Volume" "MJC.Adjusted"
2014-09-22 2 2 2 2 2000 1.94845
2014-09-23 2 2 2 2 45000 1.94845
2014-09-24 2 2 1.99 2 201000 1.94845
2014-09-25 1.95 2 1.95 2 21000 1.94845
2014-09-26 2 2 2 2 3000 1.94845
2014-09-29 1.96 1.96 1.93 1.93 36000 1.88026
2014-09-30 2 2 1.98 2 190000 1.94845
2014-10-01 2 2 2 2 15000 1.94845
2014-10-02 1.98 2 1.98 2 13000 1.94845
2014-10-03 2 2 2 2 0 1.94845
2014-10-06 2 2 2 2 0 1.94845
2014-10-07 2 2 2 2 0 1.94845
2014-10-08 1.99 2 1.99 2 80000 1.94845
2014-10-09 2 2 2 2 0 1.94845
2014-10-10 1.99 2 1.99 2 1e+05 1.94845
2014-10-13 1.97 2 1.97 1.99 333000 1.93871
2014-10-14 1.99 1.99 1.99 1.99 130000 1.93871
2014-10-15 2 2 1.99 1.99 111000 1.93871
2014-10-16 1.99 1.99 1.99 1.99 0 1.93871
2014-10-17 2 2 2 2 225000 1.94845
2014-10-20 2 2 2 2 0 1.94845
2014-10-21 2.03 2.04 2.03 2.04 26000 1.98742
2014-10-22 2.03 2.03 1.95 2.03 35000 1.97768
2014-10-23 2.02 2.02 1.95 1.95 32000 1.89974
2014-10-24 2.03 2.03 2 2 8000 1.94845
2014-10-27 2 2 2 2 20000 1.94845
2014-10-28 2.03 2.03 2 2 21000 1.94845
2014-10-29 2.03 2.04 2.03 2.04 33000 1.98742
2014-10-30 2.04 2.04 2.04 2.04 0 1.98742
2014-10-31 2 2 2 2 7000 1.94845
2014-11-03 1.95 2.03 1.95 2.03 37000 1.97768
2014-11-04 2 2 1.9 1.9 50000 1.85103
2014-11-05 1.91 1.95 1.91 1.95 48000 1.89974
2014-11-06 1.95 1.95 1.95 1.95 10000 1.89974
2014-11-07 1.95 1.95 1.95 1.95 10000 1.89974
2014-11-10 1.97 1.97 1.97 1.97 54000 1.91923
2014-11-11 2.02 2.05 1.98 2 77000 1.94845
2014-11-12 1.99 1.99 1.99 1.99 5000 1.93871
2014-11-13 1.99 1.99 1.99 1.99 0 1.93871
2014-11-14 2.04 2.06 2.04 2.05 220000 1.99716
2014-11-17 2.01 2.1 2 2.1 29000 2.04588
2014-11-18 2.02 2.04 2.02 2.04 27000 1.98742
2014-11-19 2.01 2.05 2.01 2.03 151000 1.97768
2014-11-20 2.05 2.05 2.05 2.05 57000 1.99716
2014-11-21 2.03 2.05 2.03 2.05 45000 1.99716
2014-11-24 2 2.06 2 2.06 25000 2.00691
2014-11-25 2.09 2.46 2.07 2.17 2002000 2.11407
2014-11-26 2.17 2.17 2.09 2.17 302000 2.11407
2014-11-27 2.11 2.12 2.09 2.11 109000 2.05562
2014-11-28 2.1 2.2 2.1 2.2 62000 2.1433
2014-12-01 2.2 2.2 2.2 2.2 0 2.1433
2014-12-02 2.1 2.1 2.01 2.08 137000 2.02639
2014-12-03 2.05 2.05 2.05 2.05 20000 1.99716
2014-12-04 2.05 2.05 2.04 2.04 26000 1.98742
2014-12-05 2.04 2.05 2.02 2.05 151000 1.99716
2014-12-08 2.05 2.05 2.05 2.05 0 1.99716
2014-12-09 2.05 2.19 2.04 2.19 149000 2.13356
2014-12-10 2.19 2.19 2.19 2.19 0 2.13356
2014-12-11 2.19 2.19 2.19 2.19 0 2.13356
2014-12-12 2.05 2.14 2.05 2.14 40000 2.08485
2014-12-15 2.14 2.14 2.14 2.14 0 2.08485
2014-12-16 2.19 2.19 2.01 2.05 12000 1.99716
2014-12-17 2.01 2.05 2.01 2.05 37000 1.99716
2014-12-18 2.05 2.05 2.05 2.05 19000 1.99716
2014-12-19 2.05 2.05 2.05 2.05 3000 1.99716
2014-12-22 1.97 2.05 1.96 2.05 26000 1.99716
2014-12-23 1.96 2.05 1.96 2.05 21000 1.99716
2014-12-24 2.05 2.05 2.05 2.05 0 1.99716
2014-12-25 2.05 2.05 2.05 2.05 0 1.99716
2014-12-26 2.05 2.05 2.05 2.05 0 1.99716
2014-12-29 2.05 2.05 2.05 2.05 30000 1.99716
2014-12-30 2.05 2.05 2.05 2.05 0 1.99716
2014-12-31 2.05 2.05 2.05 2.05 0 1.99716
2015-01-01 2.05 2.05 2.05 2.05 0 1.99716
2015-01-02 2.05 2.05 2.05 2.05 0 1.99716
2015-01-05 2.05 2.05 2.05 2.05 1000 1.99716
2015-01-06 2.05 2.05 2.05 2.05 0 1.99716
2015-01-07 1.95 2.05 1.94 1.94 44000 1.89
2015-01-08 2.04 2.04 2.03 2.04 19000 1.98742
2015-01-09 2.04 2.04 2.03 2.03 8000 1.97768
2015-01-12 2.02 2.02 1.93 2.01 483000 1.9582
2015-01-13 2.05 2.05 2 2.04 59000 1.98742
2015-01-14 2 2.04 2 2.04 17000 1.98742
2015-01-15 2.04 2.04 2.04 2.04 0 1.98742
2015-01-16 2.04 2.04 2.04 2.04 0 1.98742
2015-01-19 2.04 2.25 2.03 2.03 364000 1.97768
2015-01-20 2.19 2.19 2.06 2.06 90000 2.00691
2015-01-21 2.05 2.05 2.01 2.05 124000 1.99716
2015-01-22 2.05 2.05 2.05 2.05 130000 1.99716
2015-01-23 2.03 2.05 2.03 2.03 97000 1.97768
2015-01-26 2.03 2.05 2.01 2.05 39000 1.99716
2015-01-27 2.18 2.18 2.18 2.18 1000 2.12381
2015-01-28 2.01 2.02 2.01 2.01 42000 1.9582
2015-01-29 2.05 2.05 2.01 2.01 21000 1.9582
2015-01-30 2.02 2.14 2.02 2.14 2000 2.08485
2015-02-02 2.02 2.02 2.02 2.02 12000 1.96794
2015-02-03 2.02 2.02 2.02 2.02 0 1.96794
2015-02-04 2.02 2.02 2.02 2.02 0 1.96794
2015-02-05 2.02 2.02 2.02 2.02 0 1.96794
2015-02-06 2.05 2.05 2.02 2.02 10000 1.96794
2015-02-09 2.05 2.05 2.01 2.01 14000 1.9582
2015-02-10 2.01 2.01 2.01 2.01 0 1.9582
2015-02-11 2.01 2.1 2.01 2.1 66000 2.04588
2015-02-12 2.11 2.11 2 2.05 145000 1.99716
2015-02-13 2 2 2 2 190000 1.94845
2015-02-16 2 2 2 2 1000 1.94845
2015-02-17 2 2 2 2 24000 1.94845
2015-02-18 2.09 2.09 2.09 2.09 1000 2.03613
2015-02-19 2.09 2.09 2.09 2.09 0 2.03613
2015-02-20 2.09 2.09 2.09 2.09 0 2.03613
2015-02-23 2.09 2.09 2.09 2.09 0 2.03613
2015-02-24 2.09 2.09 2.09 2.09 0 2.03613
2015-02-25 2.09 2.09 2.09 2.09 0 2.03613
2015-02-26 2.03 2.03 2 2 67000 1.94845
2015-02-27 2 2 2 2 0 1.94845
2015-03-02 2 2.01 2 2.01 4000 1.9582
2015-03-03 2.02 2.02 2.02 2.02 11000 1.96794
2015-03-04 2.02 2.02 2.02 2.02 7000 1.96794
2015-03-05 2.02 2.02 2.02 2.02 0 1.96794
2015-03-06 2 2.07 2 2 538000 1.94845
2015-03-09 2 2 2 2 61000 1.94845
2015-03-10 2 2 2 2 92000 1.94845
2015-03-11 2 2 1.95 1.95 98000 1.89974
2015-03-12 1.95 1.95 1.95 1.95 50000 1.89974
2015-03-13 1.95 2 1.95 1.97 77000 1.91923
2015-03-16 2 2 1.94 1.94 73000 1.89
2015-03-17 1.94 1.94 1.94 1.94 0 1.94
2015-03-18 1.81 1.98 1.81 1.98 5000 1.98
2015-03-19 1.99 2 1.95 1.95 27000 1.95
2015-03-20 1.95 1.99 1.95 1.99 42000 1.99
2015-03-23 1.97 1.99 1.97 1.99 55000 1.99
2015-03-24 1.99 1.99 1.99 1.99 0 1.99
2015-03-25 1.86 1.97 1.86 1.97 39000 1.97
2015-03-26 1.97 1.97 1.97 1.97 0 1.97
2015-03-27 1.97 1.97 1.97 1.97 0 1.97
2015-03-30 1.94 1.97 1.94 1.97 79000 1.97
2015-03-31 1.97 2 1.96 2 95000 2
2015-04-01 2 2 1.85 1.85 20000 1.85
2015-04-02 1.85 1.85 1.85 1.85 0 1.85
2015-04-03 1.85 1.85 1.85 1.85 0 1.85
2015-04-06 1.85 1.85 1.85 1.85 0 1.85
2015-04-07 1.9 1.95 1.9 1.95 69000 1.95
2015-04-08 1.98 1.99 1.98 1.99 20000 1.99
2015-04-09 1.99 1.99 1.99 1.99 0 1.99
2015-04-10 1.99 1.99 1.99 1.99 0 1.99
2015-04-13 1.97 1.98 1.95 1.98 294000 1.98
2015-04-14 1.99 2 1.98 2 105000 2
2015-04-15 2 2 1.98 2 694000 2
2015-04-16 2 2 1.99 1.99 390000 1.99
2015-04-17 2 2 1.99 2 276000 2
2015-04-20 2 2 1.92 1.99 251000 1.99
2015-04-21 2 2 1.99 2 2e+05 2
2015-04-22 2 2 2 2 11000 2
2015-04-23 2 2 1.99 2 340000 2
2015-04-24 1.95 2.05 1.95 2.05 112000 2.05
2015-04-27 2 2 2 2 70000 2
2015-04-28 2 2 2 2 122000 2
2015-04-29 2 2 2 2 43000 2
2015-04-30 2 2 2 2 289000 2
2015-05-01 2 2 2 2 0 2
2015-05-04 2 2 2 2 50000 2
2015-05-05 2 2.05 2 2.05 52000 2.05
2015-05-06 2.05 2.05 2.05 2.05 0 2.05
2015-05-07 2.01 2.01 2 2 81000 2
2015-05-08 2 2 2 2 80000 2
2015-05-11 2 2 2 2 40000 2
2015-05-12 2 2 1.98 1.98 69000 1.98
2015-05-13 2 2 2 2 40000 2
2015-05-14 2 2 2 2 115000 2
2015-05-15 2 2 2 2 60000 2
2015-05-18 2 2 2 2 15000 2
2015-05-19 2 2 1.98 2 61000 2
2015-05-20 2 2 2 2 77000 2
2015-05-21 2 2 2 2 10000 2
2015-05-22 2 2 2 2 5000 2
2015-05-25 2 2 1.95 2 227000 2
2015-05-26 2 2 2 2 20000 2
2015-05-27 2 2 2 2 60000 2
2015-05-28 2 2 1.95 1.99 90000 1.99
2015-05-29 2 2 1.99 2 1e+05 2
2015-06-01 2 2 2 2 0 2
2015-06-02 2 2 2 2 0 2
2015-06-03 1.95 2 1.95 2 59000 2
2015-06-04 2 2 1.95 1.95 15000 1.95
2015-06-05 1.95 2 1.95 2 98000 2
2015-06-08 2 2 2 2 10000 2
2015-06-09 2 2 2 2 0 2
2015-06-10 1.99 1.99 1.95 1.99 70000 1.99
2015-06-11 1.95 1.99 1.95 1.99 160000 1.99
2015-06-12 1.99 1.99 1.99 1.99 0 1.99
2015-06-15 1.99 1.99 1.99 1.99 25000 1.99
2015-06-16 1.93 1.99 1.93 1.99 12000 1.99
2015-06-17 1.99 1.99 1.99 1.99 0 1.99
2015-06-18 1.99 1.99 1.99 1.99 0 1.99
2015-06-19 1.98 2 1.98 2 70000 2
2015-06-22 2 2 1.99 1.99 16000 1.99
2015-06-23 1.98 2 1.98 2 425000 2
2015-06-24 1.97 2 1.97 2 28000 2
2015-06-25 2 2.01 2 2.01 133000 2.01
2015-06-26 2 2 2 2 10000 2
2015-06-29 1.96 2 1.96 2 31000 2
2015-06-30 2 2 1.97 2 160000 2
2015-07-01 2 2 1.95 2 135000 2
2015-07-02 2 2 2 2 0 2
2015-07-03 2 2 1.96 2 112000 2
2015-07-06 1.97 2 1.96 1.96 292000 1.96
2015-07-07 2 2 1.98 2 141000 2
2015-07-08 2 2 2 2 11000 2
2015-07-09 2 2 2 2 15000 2
2015-07-10 2 2 2 2 10000 2
2015-07-13 2 2 2 2 25000 2
2015-07-14 1.97 2.03 1.97 2.03 10000 2.03
2015-07-15 2.04 2.07 2.03 2.07 167000 2.07
2015-07-16 2.07 2.07 2.07 2.07 0 2.07
2015-07-17 2.07 2.07 2.07 2.07 0 2.07
2015-07-20 2.01 2.01 2.01 2.01 30000 2.01
2015-07-21 2.03 2.03 2.02 2.02 11000 2.02
2015-07-22 2.02 2.02 2.02 2.02 0 2.02
2015-07-23 2.02 2.02 2.02 2.02 0 2.02
2015-07-24 2.01 2.01 2.01 2.01 1000 2.01
2015-07-27 2 2 1.97 2 112000 2
2015-07-28 1.97 2 1.96 2 386000 2
2015-07-29 2 2 1.99 2 227000 2
2015-07-30 2 2 2 2 15000 2
2015-07-31 2 2 2 2 0 2
2015-08-03 2 2 2 2 20000 2
2015-08-04 2 2 1.99 2 122000 2
2015-08-05 2 2 2 2 1e+05 2
2015-08-06 2 2 2 2 1000 2
2015-08-07 2 2 2 2 0 2
2015-08-10 2 2 2 2 0 2
2015-08-11 1.99 2 1.99 2 56000 2
2015-08-12 2 2 2 2 3000 2
2015-08-13 2 2 1.99 2 120000 2
2015-08-14 2 2 2 2 84000 2
2015-08-17 2 2 2 2 20000 2
2015-08-18 2 2 2 2 20000 2
2015-08-19 1.99 2 1.99 2 1e+05 2
2015-08-20 1.99 2 1.99 2 60000 2
2015-08-21 2 2 2 2 0 2
2015-08-24 1.8 1.99 1.8 1.99 102000 1.99
2015-08-25 2 2 2 2 5000 2
2015-08-26 2 2 1.91 2 71000 2
2015-08-27 2 2 2 2 20000 2
2015-08-28 2 2 2 2 20000 2
2015-08-31 2 2 2 2 0 2
2015-09-01 2 2 2 2 10000 2
2015-09-02 1.97 2 1.96 2 60000 2
2015-09-03 2 2 1.97 2 140000 2
2015-09-04 2 2 2 2 65000 2
2015-09-07 2 2 2 2 10000 2
2015-09-08 2 2 2 2 15000 2
2015-09-09 2 2 2 2 30000 2
2015-09-10 1.98 2 1.97 2 89000 2
2015-09-11 2 2 1.98 2 30000 2
2015-09-14 2 2.06 2 2.06 11000 2.06
2015-09-15 1.98 2 1.98 2 32000 2
2015-09-16 2 2.05 2 2.05 6000 2.05
2015-09-17 2 2.05 2 2.05 23000 2.05
2015-09-18 2.05 2.05 2 2.05 54000 2.05
2015-09-21 2 2 1.97 1.97 5000 1.97
2015-09-22 2.06 2.06 2 2.06 179000 2.06
2015-09-23 2.06 2.06 2.06 2.06 0 2.06
2015-09-24 2.06 2.06 2.06 2.06 0 2.06
2015-09-25 1.653 1.653 1.653 1.653 0 1.653
2015-09-28 2.05 2.05 2.05 2.05 1000 2.05
2015-09-29 2 2 2 2 5000 2
2015-09-30 2 2 2 2 51000 2
2015-10-01 2.01 2.01 2.01 2.01 40000 2.01
2015-10-02 2.02 2.02 2.02 2.02 1e+05 2.02
2015-10-05 2.01 2.01 2 2 42000 2
2015-10-06 2.05 2.05 2.05 2.05 1000 2.05
2015-10-07 2.05 2.05 2.05 2.05 0 2.05
2015-10-08 2 2 2 2 40000 2
2015-10-09 2 2 2 2 0 2
2015-10-12 2 2 2 2 0 2
2015-10-13 2 2.05 2 2.05 6000 2.05
2015-10-14 2.01 2.01 2.01 2.01 50000 2.01
2015-10-15 2 2 2 2 25000 2
2015-10-16 2 2 2 2 50000 2
2015-10-19 2 2 2 2 0 2
2015-10-20 2 2 2 2 10000 2
2015-10-21 2 2 2 2 55000 2
2015-10-22 2 2 2 2 30000 2
2015-10-23 2 2 1.99 2 35000 2
2015-10-26 2 2 2 2 8000 2
2015-10-27 2 2 1.99 1.99 15000 1.99
2015-10-28 1.99 1.99 1.99 1.99 0 1.99
2015-10-29 2 2 2 2 10000 2
2015-10-30 2 2 1.99 1.99 20000 1.99
