"Index" "BFR.Open" "BFR.High" "BFR.Low" "BFR.Close" "BFR.Volume" "BFR.Adjusted"
2014-11-06 13.35 13.56 12.77 13.5 282900 13.5
2014-11-07 13.42 13.68 13.19 13.27 229100 13.27
2014-11-10 13.43 13.55 13.28 13.42 141100 13.42
2014-11-11 13.37 13.52 13.15 13.42 138000 13.42
2014-11-12 13.43 13.59 13.25 13.4 172800 13.4
2014-11-13 13.33 13.54 13.23 13.49 175400 13.49
2014-11-14 13.42 13.56 12.96 13.46 167700 13.46
2014-11-17 13.39 13.87 13.33 13.65 203200 13.65
2014-11-18 13.74 14.05 13.73 13.77 258900 13.77
2014-11-19 13.88 14.04 13.63 13.83 128100 13.83
2014-11-20 13.86 13.98 13.61 13.73 172700 13.73
2014-11-21 13.82 14.48 13.82 14.42 264900 14.42
2014-11-24 14.67 14.89 14.43 14.6 381000 14.6
2014-11-25 14.81 14.81 14.25 14.65 277700 14.65
2014-11-26 14.74 14.97 14.56 14.94 166000 14.94
2014-11-28 14.84 14.99 14.35 14.42 149400 14.42
2014-12-01 14.23 14.23 13.85 14.14 246400 14.14
2014-12-02 14.24 14.24 14 14.05 151800 14.05
2014-12-03 14.15 14.6 13.99 14.5 269500 14.5
2014-12-04 14.36 15 14.36 14.97 414600 14.97
2014-12-05 14.98 15.36 14.83 15.26 309900 15.26
2014-12-08 15.26 15.3 14.26 14.59 159600 14.59
2014-12-09 14.49 14.55 13.72 14.2 311700 14.2
2014-12-10 14.07 14.42 13.33 13.37 223900 13.37
2014-12-11 13.23 13.89 13.03 13.56 205500 13.56
2014-12-12 13.42 13.68 13.15 13.4 169000 13.4
2014-12-15 13.45 13.55 12.5 12.63 296800 12.63
2014-12-16 12.3 12.73 11.76 12.52 253700 12.52
2014-12-17 12.54 13.16 12.35 12.84 305800 12.84
2014-12-18 13.22 13.34 12.88 13.12 204200 13.12
2014-12-19 13.3 13.66 12.97 13.64 329900 13.64
2014-12-22 13.64 13.68 13.5 13.63 107300 13.63
2014-12-23 13.73 14.23 13.56 14.22 148200 14.22
2014-12-24 14.22 14.25 14.1 14.18 27200 14.18
2014-12-26 14.18 14.31 13.84 13.93 51900 13.93
2014-12-29 13.82 14.12 13.65 13.96 108400 13.96
2014-12-30 13.93 13.96 13.54 13.75 99100 13.75
2014-12-31 13.71 13.93 13.45 13.79 73600 13.79
2015-01-02 13.72 13.72 13.28 13.48 75900 13.48
2015-01-05 13.29 13.34 12.97 13.08 101900 13.08
2015-01-06 13.16 13.2 12.97 13.16 67500 13.16
2015-01-07 13.49 13.81 13.27 13.3 139200 13.3
2015-01-08 13.47 13.58 13.31 13.54 80800 13.54
2015-01-09 13.45 13.66 13.26 13.62 87700 13.62
2015-01-12 13.47 13.47 13.18 13.45 129700 13.45
2015-01-13 13.84 13.94 13.38 13.74 173800 13.74
2015-01-14 13.6 13.89 13.42 13.89 81200 13.89
2015-01-15 13.9 14 13.79 13.98 218400 13.98
2015-01-16 14 14.88 13.77 14.79 296700 14.79
2015-01-20 14.83 14.91 14.47 14.84 339300 14.84
2015-01-21 14.69 15.1 14.58 14.75 290400 14.75
2015-01-22 14.7 14.85 14.46 14.79 354700 14.79
2015-01-23 14.75 14.86 14.44 14.63 219700 14.63
2015-01-26 14.83 14.92 14.63 14.79 159700 14.79
2015-01-27 14.63 14.91 14.52 14.74 105600 14.74
2015-01-28 14.65 15.46 14.29 14.38 172000 14.38
2015-01-29 14.58 14.58 14.21 14.41 48600 14.41
2015-01-30 14.09 14.25 14 14.15 75400 14.15
2015-02-02 14.34 14.41 14.14 14.39 253200 14.39
2015-02-03 14.61 14.9 14.59 14.64 142200 14.64
2015-02-04 14.47 14.96 14.47 14.75 175600 14.75
2015-02-05 14.8 14.87 14.44 14.66 110400 14.66
2015-02-06 14.52 14.83 14.52 14.74 86800 14.74
2015-02-09 14.77 14.96 14.62 14.72 125600 14.72
2015-02-10 14.71 15.16 14.71 15.1 142200 15.1
2015-02-11 15.16 15.57 15 15.46 187000 15.46
2015-02-12 15.73 16.200001 15.57 16.15 194300 16.15
2015-02-13 16.209999 16.9 16.190001 16.65 185900 16.65
2015-02-17 16.66 17.58 16.540001 17.48 240700 17.48
2015-02-18 17.59 17.59 16.91 17 241700 17
2015-02-19 17.129999 17.16 16.57 17.16 109600 17.16
2015-02-20 17.07 17.5 16.889999 17.200001 137400 17.200001
2015-02-23 17.200001 17.879999 17.200001 17.530001 317100 17.530001
2015-02-24 17.74 18.190001 17.200001 18.049999 278000 18.049999
2015-02-25 18.23 19 18.1 18.639999 241500 18.639999
2015-02-26 18.639999 18.639999 16.76 17 827900 17
2015-02-27 17 17.450001 16.799999 16.860001 228000 16.860001
2015-03-02 16.75 17.4 16.700001 17.360001 219700 17.360001
2015-03-03 17.25 17.52 16.940001 17.049999 231500 17.049999
2015-03-04 17.139999 17.48 16.74 17.120001 102700 17.120001
2015-03-05 17.02 17.98 17 17.85 259200 17.85
2015-03-06 17.860001 18.200001 17.860001 17.889999 307200 17.889999
2015-03-09 17.719999 18.65 17.65 18.620001 305900 18.620001
2015-03-10 18.209999 19.059999 18.209999 18.76 250700 18.76
2015-03-11 18.83 19.440001 18.82 19.290001 203900 19.290001
2015-03-12 19.559999 19.85 19.110001 19.790001 227000 19.790001
2015-03-13 19.59 20 19.07 19.879999 289000 19.879999
2015-03-16 19.940001 21.75 19.93 21.42 404000 21.42
2015-03-17 21.84 23.280001 21.549999 23.02 644900 23.02
2015-03-18 22.9 23.5 22.15 23.35 451400 23.35
2015-03-19 23.32 24.74 21.879999 23.08 937000 23.08
2015-03-20 23.08 23.5 22.32 22.440001 407600 22.440001
2015-03-23 22.35 22.75 20.870001 21.139999 494900 21.139999
2015-03-24 20.799999 21.17 20.43 20.950001 351600 20.950001
2015-03-25 20.98 21.59 20.91 21.200001 305500 21.200001
2015-03-26 21.18 21.18 20 20.65 210800 20.65
2015-03-27 20.549999 20.92 20.110001 20.469999 181400 20.469999
2015-03-30 20.75 21.200001 20.66 20.99 208800 20.99
2015-03-31 20.9 20.93 20.02 20.42 245100 20.42
2015-04-01 20.01 20.74 20 20.6 237300 20.6
2015-04-02 20.549999 21.16 20.34 20.719999 328400 20.719999
2015-04-06 20.74 21.15 20.66 21.02 172500 21.02
2015-04-07 21.049999 21.459999 20.889999 20.959999 138500 20.959999
2015-04-08 21.17 21.17 20.299999 20.82 198900 20.82
2015-04-09 20.85 21.120001 20.719999 21.01 129400 21.01
2015-04-10 21 21.190001 20.459999 20.77 123000 20.77
2015-04-13 20.700001 20.700001 19.91 20.15 211600 20.15
2015-04-14 20.16 20.32 19.5 19.860001 267300 19.860001
2015-04-15 19.700001 19.700001 18.879999 19.629999 430900 19.629999
2015-04-16 19.57 19.700001 19.1 19.629999 143000 19.629999
2015-04-17 19.450001 19.639999 19.209999 19.34 163900 19.34
2015-04-20 19.200001 19.200001 18.719999 18.940001 264500 18.940001
2015-04-21 19 19.459999 18.93 19.370001 296000 19.370001
2015-04-22 19.370001 20.389999 19.370001 20.24 207900 20.24
2015-04-23 20.040001 21.43 20.030001 21.049999 266000 21.049999
2015-04-24 21.1 21.370001 20.43 20.6 128300 20.6
2015-04-27 20.780001 21.280001 19.860001 20.030001 146700 20.030001
2015-04-28 20.059999 20.65 19.83 20.290001 164300 20.290001
2015-04-29 19.98 20.25 19.709999 19.860001 107500 19.860001
2015-04-30 19.82 20.200001 19.25 19.280001 175400 19.280001
2015-05-01 19.290001 19.860001 19.059999 19.68 122500 19.68
2015-05-04 19.92 20.1 18.870001 19.32 370200 19.32
2015-05-05 19.41 19.58 18.709999 18.950001 163400 18.950001
2015-05-06 19.16 19.27 18.190001 18.43 139300 18.43
2015-05-07 18.17 18.41 17.49 18.299999 121400 18.299999
2015-05-08 18.49 18.76 18.299999 18.66 177100 18.66
2015-05-11 18.540001 18.950001 18.469999 18.91 80700 18.91
2015-05-12 18.91 18.91 18.459999 18.74 117400 18.74
2015-05-13 18.860001 19.129999 18.68 18.959999 138700 18.959999
2015-05-14 19.07 19.290001 18.68 18.799999 127300 18.799999
2015-05-15 18.629999 18.9 18.360001 18.459999 156100 18.459999
2015-05-18 18.459999 18.889999 18.01 18.59 142800 18.59
2015-05-19 18.67 18.879999 18.15 18.43 122400 18.43
2015-05-20 18.469999 18.57 17.950001 18.24 145700 18.24
2015-05-21 18.280001 18.280001 17.450001 17.950001 271500 17.950001
2015-05-22 17.530001 17.84 17.5 17.610001 156700 17.610001
2015-05-26 17.6 17.6 17.16 17.309999 161500 17.309999
2015-05-27 17.25 17.370001 16.93 17 197200 17
2015-05-28 16.82 17.049999 16.65 16.91 175700 16.91
2015-05-29 16.93 16.950001 16.09 16.17 321400 16.17
2015-06-01 16.34 16.5 15.77 16.450001 175500 16.450001
2015-06-02 16.440001 18.309999 16.440001 18.219999 268100 18.219999
2015-06-03 18.139999 18.360001 16.950001 17.309999 519200 17.309999
2015-06-04 17.42 18.4 17.209999 18.01 768200 18.01
2015-06-05 17.98 18.16 17.4 17.59 208600 17.59
2015-06-08 17.610001 18.040001 17.129999 17.139999 114900 17.139999
2015-06-09 17.200001 17.52 17.02 17.4 54400 17.4
2015-06-10 17.5 17.940001 17.129999 17.52 200100 17.52
2015-06-11 17.620001 17.870001 17.139999 17.4 75200 17.4
2015-06-12 17.25 17.290001 16.799999 17.059999 79000 17.059999
2015-06-15 16.98 16.99 16.52 16.690001 84200 16.690001
2015-06-16 16.780001 17.040001 16.51 16.57 270000 16.57
2015-06-17 16.469999 16.469999 15.31 15.7 593000 15.7
2015-06-18 15.7 15.92 15.33 15.39 324400 15.39
2015-06-19 15.33 16.139999 15.07 15.56 336000 15.56
2015-06-22 15.7 16.950001 15.7 16.610001 285700 16.610001
2015-06-23 16.67 16.950001 16.15 16.73 277100 16.73
2015-06-24 16.73 17 16.379999 16.42 150500 16.42
2015-06-25 16.43 17.040001 16.139999 17.040001 249400 17.040001
2015-06-26 17.02 17.15 16.559999 16.66 138700 16.66
2015-06-29 16.469999 16.51 15.71 15.93 173100 15.93
2015-06-30 16.01 16.35 15.87 15.88 139000 15.88
2015-07-01 16.110001 16.110001 15.62 15.77 147100 15.77
2015-07-02 15.81 15.94 15.43 15.74 130400 15.74
2015-07-06 15.45 16.18 15.37 15.96 97300 15.96
2015-07-07 16.030001 16.200001 15.61 16.059999 56200 16.059999
2015-07-08 15.95 16.18 15.37 15.48 96500 15.48
2015-07-09 15.89 16.26 15.66 16.08 129000 16.08
2015-07-10 16.360001 16.610001 16.200001 16.540001 117900 16.540001
2015-07-13 16.700001 16.959999 16.43 16.75 112800 16.75
2015-07-14 16.82 17.459999 16.41 17.34 179100 17.34
2015-07-15 17.26 17.809999 17.110001 17.49 165200 17.49
2015-07-16 17.66 18.65 17.66 18.110001 209900 18.110001
2015-07-17 17.969999 18.129999 17.639999 18.08 73200 18.08
2015-07-20 18.209999 18.209999 16.77 16.91 238800 16.91
2015-07-21 16.85 16.85 16.139999 16.74 186000 16.74
2015-07-22 16.73 16.73 16.190001 16.32 138200 16.32
2015-07-23 16.17 16.309999 16 16.120001 241100 16.120001
2015-07-24 16.01 16.02 15.4 15.48 198200 15.48
2015-07-27 15.46 15.55 14.88 14.99 144800 14.99
2015-07-28 15.07 15.71 14.89 15.05 102500 15.05
2015-07-29 15.19 15.42 14.94 15.17 72000 15.17
2015-07-30 15.18 15.31 14.81 15.28 77800 15.28
2015-07-31 15.26 15.41 14.88 14.94 106800 14.94
2015-08-03 15.08 15.5 14.91 15.21 99900 15.21
2015-08-04 15.32 15.32 14.86 15.1 77800 15.1
2015-08-05 15.02 15.52 15 15.38 171200 15.38
2015-08-06 15.25 16.6 15.17 16.299999 277300 16.299999
2015-08-07 16.42 17.5 16 17.42 375800 17.42
2015-08-10 17.700001 18.68 16.440001 18.629999 512200 18.629999
2015-08-11 18.6 18.6 17.639999 17.950001 206200 17.950001
2015-08-12 17.709999 17.75 17.16 17.65 189500 17.65
2015-08-13 17.540001 18.5 17.49 18.49 195700 18.49
2015-08-14 18.52 18.540001 17.65 17.93 175900 17.93
2015-08-17 17.809999 18.219999 17.52 17.74 57200 17.74
2015-08-18 17.629999 17.91 17.16 17.5 149600 17.5
2015-08-19 17.33 17.719999 16.07 16.35 316400 16.35
2015-08-20 15.93 16.67 15.49 16.27 220200 16.27
2015-08-21 15.82 16.290001 15.25 15.79 519300 15.79
2015-08-24 13.35 14.6 12.51 14.6 452800 14.6
2015-08-25 15.14 15.61 14.55 14.6 181400 14.6
2015-08-26 15.03 15.6 14.99 15.41 110500 15.41
2015-08-27 15.61 16.93 15.61 16.49 218500 16.49
2015-08-28 16.610001 17.200001 16.280001 16.83 173000 16.83
2015-08-31 16.440001 16.9 16.030001 16.549999 164300 16.549999
2015-09-01 16.1 16.549999 15.8 15.99 137700 15.99
2015-09-02 16.219999 16.219999 15.57 15.92 250400 15.92
2015-09-03 16.09 16.549999 15.68 16.4 195200 16.4
2015-09-04 16.129999 16.700001 16.110001 16.629999 87700 16.629999
2015-09-08 16.9 17.6 16.610001 17.16 239900 17.16
2015-09-09 17.25 17.690001 17.200001 17.35 129400 17.35
2015-09-10 17.32 17.450001 17.17 17.35 67600 17.35
2015-09-11 17.43 17.73 17.17 17.610001 208900 17.610001
2015-09-14 17.57 17.75 16.860001 17 42200 17
2015-09-15 17.01 17.440001 17.01 17.17 56500 17.17
2015-09-16 17.360001 17.5 16.879999 16.98 87100 16.98
2015-09-17 16.98 17.450001 16.82 16.9 155900 16.9
2015-09-18 16.700001 17.32 16.639999 16.68 136500 16.68
2015-09-21 16.700001 16.790001 16.209999 16.219999 159700 16.219999
2015-09-22 16 16.059999 15.62 15.8 266100 15.8
2015-09-23 15.71 15.99 15.29 15.54 96500 15.54
2015-09-24 15.32 15.49 15 15.26 160700 15.26
2015-09-25 15.54 15.9 15.17 15.68 144600 15.68
2015-09-28 15.47 15.67 15.02 15.26 242300 15.26
2015-09-29 15.26 15.87 15.25 15.32 67200 15.32
2015-09-30 15.51 15.88 15.5 15.51 183700 15.51
2015-10-01 15.51 15.78 15.03 15.09 60800 15.09
2015-10-02 15 15.09 14.56 15.08 150000 15.08
2015-10-05 15.03 15.91 14.98 15.16 88000 15.16
2015-10-06 15.21 15.49 14.83 15.02 192600 15.02
2015-10-07 15.2 16.030001 15.15 16.030001 143000 16.030001
2015-10-08 16.200001 16.73 15.88 16.67 68700 16.67
2015-10-09 16.629999 17.110001 16.49 16.799999 238800 16.799999
2015-10-12 16.75 18 16.52 17.93 499400 17.93
2015-10-13 17.75 17.75 16.85 16.870001 108700 16.870001
2015-10-14 16.790001 17.24 16.66 16.860001 62800 16.860001
2015-10-15 16.879999 17.309999 16.790001 17.129999 164300 17.129999
2015-10-16 17.07 17.76 16.870001 17.58 218900 17.58
2015-10-19 17.58 17.780001 16.99 17.280001 82100 17.280001
2015-10-20 17.360001 17.75 17.02 17.67 99400 17.67
2015-10-21 17.75 17.870001 17.09 17.200001 154400 17.200001
2015-10-22 17.43 17.9 17.43 17.799999 210300 17.799999
2015-10-23 17.92 18.76 17.82 18.700001 207100 18.700001
2015-10-26 22.469999 22.799999 20.25 20.77 755000 20.77
2015-10-27 20.76 21.58 20.209999 21.08 209600 21.08
2015-10-28 21 24.110001 20.690001 24.040001 693700 24.040001
2015-10-29 24.049999 24.67 23.16 23.18 445100 23.18
2015-10-30 23.129999 23.74 22.6 23.25 507100 23.25
