"Index" "KG.Open" "KG.High" "KG.Low" "KG.Close" "KG.Volume" "KG.Adjusted"
2013-02-20 0.108 0.108 0.108 0.108 0 0.108
2013-02-21 0.108 0.108 0.108 0.108 0 0.108
2013-02-22 0.108 0.108 0.108 0.108 0 0.108
2013-02-25 0.108 0.108 0.108 0.108 0 0.108
2013-02-26 0.108 0.108 0.108 0.108 0 0.108
2013-02-27 0.108 0.108 0.108 0.108 0 0.108
2013-02-28 0.108 0.108 0.108 0.108 0 0.108
2013-03-01 0.108 0.108 0.108 0.108 0 0.108
2013-03-04 0.108 0.108 0.108 0.108 0 0.108
2013-03-05 0.108 0.108 0.108 0.108 0 0.108
2013-03-06 0.108 0.108 0.108 0.108 0 0.108
2013-03-07 0.108 0.108 0.108 0.108 0 0.108
2013-03-08 0.108 0.108 0.108 0.108 0 0.108
2013-03-11 0.108 0.108 0.108 0.108 0 0.108
2013-03-12 0.108 0.108 0.108 0.108 0 0.108
2013-03-13 0.108 0.108 0.108 0.108 0 0.108
2013-03-14 0.108 0.108 0.108 0.108 0 0.108
2013-03-15 0.108 0.108 0.108 0.108 0 0.108
2013-03-18 0.108 0.108 0.108 0.108 0 0.108
2013-03-22 0.108 0.108 0.108 0.108 0 0.108
2013-03-25 0.108 0.108 0.108 0.108 0 0.108
2013-03-27 0.108 0.108 0.108 0.108 0 0.108
2013-03-29 0.108 0.108 0.108 0.108 0 0.108
2013-04-01 0.108 0.108 0.108 0.108 0 0.108
2013-04-02 0.108 0.108 0.108 0.108 0 0.108
2013-04-03 0.108 0.108 0.108 0.108 0 0.108
2013-04-04 0.108 0.108 0.108 0.108 0 0.108
2013-04-05 0.108 0.108 0.108 0.108 0 0.108
2013-04-08 0.108 0.108 0.108 0.108 0 0.108
2013-04-09 0.108 0.108 0.108 0.108 0 0.108
2013-04-10 0.108 0.108 0.108 0.108 0 0.108
2013-04-11 0.108 0.108 0.108 0.108 0 0.108
2013-04-12 0.108 0.108 0.108 0.108 0 0.108
2013-04-15 0.108 0.108 0.108 0.108 0 0.108
2013-04-16 0.108 0.108 0.108 0.108 0 0.108
2013-04-17 0.108 0.108 0.108 0.108 0 0.108
2013-04-18 0.108 0.108 0.108 0.108 0 0.108
2013-04-19 0.108 0.108 0.108 0.108 0 0.108
2013-04-22 0.108 0.108 0.108 0.108 0 0.108
2013-04-23 0.108 0.108 0.108 0.108 0 0.108
2013-04-24 0.108 0.108 0.108 0.108 0 0.108
2013-04-25 0.108 0.108 0.108 0.108 0 0.108
2013-04-26 0.108 0.108 0.108 0.108 0 0.108
2013-04-29 0.108 0.108 0.108 0.108 0 0.108
2013-04-30 0.108 0.108 0.108 0.108 0 0.108
2013-05-01 0.108 0.108 0.108 0.108 0 0.108
2013-05-02 0.108 0.108 0.108 0.108 0 0.108
2013-05-03 0.108 0.108 0.108 0.108 0 0.108
2013-05-06 0.108 0.108 0.108 0.108 0 0.108
2013-05-07 0.108 0.108 0.108 0.108 0 0.108
2013-05-08 0.108 0.108 0.108 0.108 0 0.108
2013-05-09 0.108 0.108 0.108 0.108 0 0.108
2013-05-10 0.108 0.108 0.108 0.108 0 0.108
2013-05-13 0.108 0.108 0.108 0.108 0 0.108
2013-05-14 0.108 0.108 0.108 0.108 0 0.108
2013-05-15 0.105 0.105 0.105 0.105 4000 0.105
2013-05-16 0.105 0.105 0.105 0.105 0 0.105
2013-05-17 0.105 0.105 0.105 0.105 0 0.105
2013-05-20 0.105 0.105 0.105 0.105 0 0.105
2013-05-21 0.109 0.109 0.109 0.109 4900 0.109
2013-05-22 0.109 0.109 0.109 0.109 0 0.109
2013-05-23 0.109 0.109 0.109 0.109 0 0.109
2013-05-24 0.109 0.109 0.109 0.109 0 0.109
2013-05-27 0.109 0.109 0.109 0.109 800 0.109
2013-05-28 0.1 0.1 0.1 0.1 1100 0.1
2013-05-29 0.1 0.1 0.1 0.1 0 0.1
2013-05-30 0.1 0.1 0.1 0.1 0 0.1
2013-05-31 0.1 0.1 0.1 0.1 1900 0.1
2013-06-03 0.1 0.108 0.1 0.108 4000 0.108
2013-06-04 0.098 0.098 0.098 0.098 11000 0.098
2013-06-05 0.098 0.098 0.098 0.098 0 0.098
2013-06-06 0.098 0.098 0.098 0.098 0 0.098
2013-06-07 0.098 0.098 0.098 0.098 0 0.098
2013-06-10 0.098 0.098 0.098 0.098 0 0.098
2013-06-11 0.098 0.098 0.098 0.098 0 0.098
2013-06-12 0.1 0.1 0.1 0.1 12000 0.1
2013-06-13 0.107 0.107 0.107 0.107 11900 0.107
2013-06-14 0.107 0.107 0.107 0.107 0 0.107
2013-06-17 0.107 0.107 0.107 0.107 0 0.107
2013-06-18 0.107 0.107 0.107 0.107 0 0.107
2013-06-19 0.107 0.107 0.107 0.107 0 0.107
2013-06-20 0.107 0.108 0.107 0.108 4500 0.108
2013-06-21 0.11 0.11 0.11 0.11 5500 0.11
2013-06-24 0.11 0.11 0.11 0.11 0 0.11
2013-06-25 0.11 0.11 0.11 0.11 0 0.11
2013-06-26 0.11 0.11 0.11 0.11 0 0.11
2013-06-27 0.11 0.11 0.11 0.11 0 0.11
2013-06-28 0.11 0.11 0.11 0.11 0 0.11
2013-07-01 0.11 0.11 0.11 0.11 0 0.11
2013-07-02 0.11 0.11 0.11 0.11 9500 0.11
2013-07-03 0.11 0.11 0.11 0.11 0 0.11
2013-07-04 0.11 0.11 0.11 0.11 0 0.11
2013-07-05 0.11 0.11 0.11 0.11 0 0.11
2013-07-08 0.11 0.11 0.11 0.11 0 0.11
2013-07-09 0.11 0.11 0.11 0.11 0 0.11
2013-07-10 0.11 0.11 0.11 0.11 0 0.11
2013-07-11 0.11 0.11 0.11 0.11 0 0.11
2013-07-12 0.11 0.11 0.11 0.11 0 0.11
2013-07-15 0.1 0.117 0.1 0.117 12000 0.117
2013-07-16 0.117 0.117 0.117 0.117 0 0.117
2013-07-17 0.117 0.117 0.117 0.117 0 0.117
2013-07-18 0.108 0.108 0.108 0.108 500 0.108
2013-07-19 0.118 0.118 0.118 0.118 4200 0.118
2013-07-22 0.118 0.118 0.118 0.118 0 0.118
2013-07-23 0.118 0.118 0.118 0.118 0 0.118
2013-07-24 0.118 0.118 0.118 0.118 0 0.118
2013-07-25 0.118 0.118 0.118 0.118 0 0.118
2013-07-26 0.118 0.118 0.118 0.118 0 0.118
2013-07-29 0.118 0.118 0.118 0.118 0 0.118
2013-07-30 0.118 0.118 0.118 0.118 0 0.118
2013-07-31 0.118 0.118 0.118 0.118 0 0.118
2013-08-01 0.118 0.118 0.118 0.118 0 0.118
2013-08-02 0.118 0.118 0.118 0.118 0 0.118
2013-08-05 0.118 0.118 0.118 0.118 0 0.118
2013-08-06 0.118 0.118 0.118 0.118 0 0.118
2013-08-07 0.118 0.118 0.118 0.118 0 0.118
2013-08-08 0.118 0.118 0.118 0.118 0 0.118
2013-08-09 0.118 0.118 0.118 0.118 0 0.118
2013-08-12 0.118 0.118 0.118 0.118 0 0.118
2013-08-13 0.108 0.127 0.108 0.127 34000 0.127
2013-08-14 0.127 0.127 0.127 0.127 0 0.127
2013-08-15 0.127 0.127 0.127 0.127 0 0.127
2013-08-16 0.127 0.127 0.127 0.127 0 0.127
2013-08-19 0.138 0.138 0.138 0.138 200 0.138
2013-08-20 0.15 0.15 0.15 0.15 200 0.15
2013-08-21 0.15 0.15 0.15 0.15 0 0.15
2013-08-22 0.164 0.164 0.164 0.164 600 0.164
2013-08-23 0.164 0.164 0.164 0.164 0 0.164
2013-08-26 0.178 0.178 0.178 0.178 300 0.178
2013-08-27 0.178 0.178 0.178 0.178 0 0.178
2013-08-28 0.194 0.194 0.194 0.194 200 0.194
2013-08-29 0.212 0.212 0.212 0.212 100 0.212
2013-08-30 0.232 0.232 0.232 0.232 200 0.232
2013-09-02 0.232 0.232 0.232 0.232 0 0.232
2013-09-03 0.232 0.232 0.232 0.232 0 0.232
2013-09-04 0.232 0.232 0.232 0.232 0 0.232
2013-09-05 0.232 0.232 0.232 0.232 0 0.232
2013-09-06 0.232 0.232 0.232 0.232 0 0.232
2013-09-09 0.232 0.232 0.232 0.232 0 0.232
2013-09-10 0.229 0.229 0.229 0.229 100 0.229
2013-09-11 0.251 0.251 0.251 0.251 200 0.251
2013-09-12 0.273 0.273 0.273 0.273 100 0.273
2013-09-13 0.273 0.273 0.273 0.273 0 0.273
2013-09-16 0.273 0.273 0.273 0.273 0 0.273
2013-09-17 0.274 0.297 0.246 0.251 3200 0.251
2013-09-18 0.264 0.264 0.264 0.264 100 0.264
2013-09-19 0.274 0.274 0.274 0.274 100 0.274
2013-09-20 0.274 0.274 0.274 0.274 0 0.274
2013-09-23 0.274 0.274 0.274 0.274 0 0.274
2013-09-24 0.274 0.274 0.274 0.274 0 0.274
2013-09-25 0.274 0.274 0.274 0.274 0 0.274
2013-09-26 0.274 0.274 0.274 0.274 0 0.274
2013-09-27 0.274 0.274 0.274 0.274 0 0.274
2013-09-30 0.274 0.274 0.274 0.274 0 0.274
2013-10-01 0.274 0.274 0.274 0.274 0 0.274
2013-10-02 0.271 0.271 0.271 0.271 800 0.271
2013-10-03 0.271 0.271 0.271 0.271 0 0.271
2013-10-04 0.271 0.271 0.271 0.271 0 0.271
2013-10-07 0.271 0.271 0.271 0.271 0 0.271
2013-10-08 0.271 0.271 0.271 0.271 0 0.271
2013-10-09 0.271 0.271 0.271 0.271 0 0.271
2013-10-10 0.271 0.271 0.271 0.271 0 0.271
2013-10-11 0.271 0.271 0.271 0.271 0 0.271
2013-10-14 0.271 0.271 0.271 0.271 0 0.271
2013-10-15 0.271 0.271 0.271 0.271 0 0.271
2013-10-16 0.271 0.271 0.271 0.271 0 0.271
2013-10-17 0.271 0.271 0.271 0.271 0 0.271
2013-10-18 0.271 0.271 0.271 0.271 0 0.271
2013-10-21 0.271 0.271 0.271 0.271 0 0.271
2013-10-22 0.271 0.271 0.271 0.271 0 0.271
2013-10-23 0.271 0.271 0.271 0.271 0 0.271
2013-10-24 0.271 0.271 0.271 0.271 0 0.271
2013-10-25 0.271 0.271 0.271 0.271 0 0.271
2013-10-28 0.271 0.271 0.271 0.271 0 0.271
2013-10-29 0.271 0.271 0.271 0.271 0 0.271
2013-10-30 0.271 0.271 0.271 0.271 0 0.271
2013-10-31 0.271 0.271 0.271 0.271 0 0.271
2013-11-01 0.288 0.289 0.288 0.289 25000 0.289
2013-11-04 0.289 0.289 0.289 0.289 0 0.289
2013-11-05 0.289 0.289 0.289 0.289 0 0.289
2013-11-06 0.289 0.289 0.289 0.289 0 0.289
2013-11-07 0.289 0.289 0.289 0.289 0 0.289
2013-11-08 0.289 0.289 0.289 0.289 0 0.289
2013-11-11 0.289 0.289 0.289 0.289 100 0.289
2013-11-12 0.289 0.289 0.289 0.289 0 0.289
2013-11-13 0.289 0.289 0.289 0.289 0 0.289
2013-11-14 0.265 0.274 0.261 0.272 15300 0.272
2013-11-15 0.272 0.272 0.272 0.272 0 0.272
2013-11-18 0.272 0.272 0.272 0.272 0 0.272
2013-11-20 0.267 0.267 0.255 0.255 3900 0.255
2013-11-21 0.267 0.267 0.24 0.24 15400 0.24
2013-11-22 0.255 0.256 0.255 0.256 4100 0.256
2013-11-25 0.251 0.252 0.251 0.252 10100 0.252
2013-11-26 0.252 0.252 0.252 0.252 0 0.252
2013-11-27 0.231 0.231 0.227 0.227 17000 0.227
2013-11-28 0.227 0.227 0.227 0.227 0 0.227
2013-11-29 0.235 0.235 0.215 0.232 6100 0.232
2013-12-02 0.247 0.247 0.247 0.247 100 0.247
2013-12-03 0.247 0.247 0.247 0.247 0 0.247
2013-12-04 0.25 0.25 0.25 0.25 100 0.25
2013-12-05 0.25 0.274 0.25 0.274 1300 0.274
2013-12-06 0.274 0.274 0.274 0.274 0 0.274
2013-12-09 0.274 0.274 0.274 0.274 0 0.274
2013-12-10 0.274 0.274 0.274 0.274 0 0.274
2013-12-11 0.274 0.274 0.274 0.274 0 0.274
2013-12-12 0.274 0.274 0.274 0.274 0 0.274
2013-12-13 0.274 0.274 0.274 0.274 0 0.274
2013-12-16 0.274 0.274 0.274 0.274 0 0.274
2013-12-17 0.274 0.274 0.274 0.274 0 0.274
2013-12-18 0.274 0.274 0.274 0.274 0 0.274
2013-12-19 0.191 0.218 0.191 0.193 38000 0.193
2013-12-20 0.209 0.209 0.209 0.209 100 0.209
2013-12-23 0.209 0.209 0.209 0.209 0 0.209
2013-12-24 0.209 0.209 0.209 0.209 0 0.209
2013-12-25 0.209 0.209 0.209 0.209 0 0.209
2013-12-26 0.209 0.209 0.209 0.209 0 0.209
2013-12-27 0.209 0.209 0.209 0.209 0 0.209
2013-12-30 0.213 0.213 0.213 0.213 500 0.213
2013-12-31 0.213 0.213 0.213 0.213 0 0.213
2014-01-01 0.213 0.213 0.213 0.213 0 0.213
2014-01-02 0.213 0.213 0.213 0.213 0 0.213
2014-01-03 0.213 0.213 0.213 0.213 0 0.213
2014-01-06 0.213 0.213 0.213 0.213 0 0.213
2014-01-07 0.213 0.213 0.213 0.213 0 0.213
2014-01-08 0.215 0.22 0.215 0.22 5500 0.22
2014-01-09 0.218 0.219 0.215 0.215 9000 0.215
2014-01-10 0.215 0.215 0.215 0.215 0 0.215
2014-01-13 0.215 0.215 0.215 0.215 0 0.215
2014-01-14 0.21 0.21 0.21 0.21 100 0.21
2014-01-15 0.215 0.215 0.196 0.213 5000 0.213
2014-01-16 0.196 0.21 0.196 0.21 5900 0.21
2014-01-17 0.195 0.195 0.195 0.195 4500 0.195
2014-01-20 0.205 0.205 0.205 0.205 700 0.205
2014-01-21 0.205 0.205 0.205 0.205 0 0.205
2014-01-22 0.205 0.205 0.205 0.205 0 0.205
2014-01-23 0.205 0.205 0.205 0.205 0 0.205
2014-01-24 0.205 0.205 0.205 0.205 0 0.205
2014-01-27 0.205 0.205 0.205 0.205 0 0.205
2014-01-28 0.205 0.205 0.205 0.205 0 0.205
2014-01-29 0.205 0.205 0.205 0.205 0 0.205
2014-01-30 0.205 0.205 0.205 0.205 0 0.205
2014-01-31 0.205 0.205 0.205 0.205 0 0.205
2014-02-03 0.205 0.205 0.205 0.205 0 0.205
2014-02-04 0.205 0.205 0.205 0.205 0 0.205
2014-02-05 0.185 0.185 0.185 0.185 5000 0.185
2014-02-06 0.17 0.196 0.17 0.196 12300 0.196
2014-02-07 0.196 0.196 0.196 0.196 0 0.196
2014-02-10 0.196 0.196 0.196 0.196 1900 0.196
2014-02-11 0.178 0.194 0.178 0.194 2000 0.194
2014-02-12 0.194 0.194 0.194 0.194 0 0.194
2014-02-13 0.194 0.194 0.194 0.194 0 0.194
2014-02-14 0.194 0.194 0.194 0.194 0 0.194
2014-02-17 0.19 0.212 0.189 0.21 21000 0.21
2014-02-18 0.209 0.209 0.207 0.208 6100 0.208
2014-02-19 0.208 0.208 0.208 0.208 0 0.208
2014-02-20 0.208 0.208 0.208 0.208 0 0.208
2014-02-21 0.208 0.208 0.208 0.208 0 0.208
2014-02-24 0.188 0.208 0.188 0.208 1100 0.208
2014-02-25 0.208 0.227 0.208 0.227 10000 0.227
2014-02-26 0.205 0.22 0.205 0.219 8500 0.219
2014-02-27 0.218 0.218 0.218 0.218 2000 0.218
2014-02-28 0.218 0.218 0.218 0.218 0 0.218
2014-03-03 0.218 0.218 0.218 0.218 0 0.218
2014-03-04 0.224 0.224 0.198 0.198 9100 0.198
2014-03-05 0.19 0.19 0.189 0.189 5300 0.189
2014-03-06 0.189 0.189 0.189 0.189 0 0.189
2014-03-07 0.207 0.207 0.207 0.207 100 0.207
2014-03-10 0.207 0.207 0.207 0.207 0 0.207
2014-03-11 0.207 0.207 0.207 0.207 0 0.207
2014-03-12 0.214 0.214 0.214 0.214 500 0.214
2014-03-13 0.214 0.214 0.214 0.214 0 0.214
2014-03-14 0.214 0.214 0.214 0.214 0 0.214
2014-03-17 0.214 0.214 0.214 0.214 0 0.214
2014-03-18 0.214 0.214 0.214 0.214 0 0.214
2014-03-19 0.219 0.219 0.219 0.219 100 0.219
2014-03-20 0.219 0.219 0.219 0.219 0 0.219
2014-03-21 0.219 0.219 0.219 0.219 0 0.219
2014-03-24 0.223 0.223 0.223 0.223 100 0.223
2014-03-25 0.223 0.223 0.223 0.223 0 0.223
2014-03-26 0.223 0.223 0.223 0.223 0 0.223
2014-03-27 0.223 0.223 0.223 0.223 0 0.223
2014-03-28 0.223 0.223 0.223 0.223 0 0.223
2014-03-31 0.223 0.223 0.223 0.223 0 0.223
2014-04-01 0.223 0.223 0.223 0.223 0 0.223
2014-04-02 0.201 0.22 0.201 0.22 2100 0.22
2014-04-03 0.22 0.22 0.22 0.22 0 0.22
2014-04-04 0.22 0.22 0.22 0.22 0 0.22
2014-04-07 0.22 0.22 0.22 0.22 0 0.22
2014-04-08 0.22 0.22 0.22 0.22 0 0.22
2014-04-09 0.22 0.22 0.22 0.22 0 0.22
2014-04-10 0.22 0.22 0.22 0.22 0 0.22
2014-04-11 0.22 0.22 0.22 0.22 0 0.22
2014-04-14 0.22 0.22 0.22 0.22 0 0.22
2014-04-15 0.22 0.22 0.22 0.22 0 0.22
2014-04-16 0.22 0.22 0.22 0.22 0 0.22
2014-04-17 0.22 0.22 0.22 0.22 0 0.22
2014-04-18 0.22 0.22 0.22 0.22 0 0.22
2014-04-21 0.22 0.22 0.22 0.22 0 0.22
2014-04-22 0.22 0.22 0.22 0.22 0 0.22
2014-04-23 0.22 0.22 0.22 0.22 0 0.22
2014-04-24 0.22 0.22 0.22 0.22 0 0.22
2014-04-25 0.22 0.22 0.22 0.22 0 0.22
2014-04-28 0.22 0.22 0.22 0.22 0 0.22
2014-04-29 0.22 0.22 0.22 0.22 0 0.22
2014-04-30 0.22 0.22 0.22 0.22 0 0.22
2014-05-01 0.22 0.22 0.22 0.22 0 0.22
2014-05-02 0.22 0.22 0.22 0.22 0 0.22
2014-05-05 0.22 0.22 0.22 0.22 0 0.22
2014-05-06 0.22 0.22 0.22 0.22 0 0.22
2014-05-07 0.22 0.22 0.22 0.22 0 0.22
2014-05-08 0.22 0.22 0.22 0.22 0 0.22
2014-05-09 0.22 0.22 0.22 0.22 0 0.22
2014-05-12 0.22 0.22 0.22 0.22 0 0.22
2014-05-13 0.22 0.22 0.22 0.22 0 0.22
2014-05-14 0.22 0.22 0.22 0.22 0 0.22
2014-05-15 0.22 0.22 0.22 0.22 0 0.22
2014-05-16 0.22 0.22 0.22 0.22 0 0.22
2014-05-19 0.22 0.22 0.22 0.22 0 0.22
2014-05-20 0.22 0.22 0.22 0.22 0 0.22
2014-05-21 0.22 0.22 0.22 0.22 0 0.22
2014-05-22 0.22 0.22 0.22 0.22 0 0.22
2014-05-23 0.22 0.22 0.22 0.22 0 0.22
2014-05-26 0.22 0.22 0.22 0.22 0 0.22
2014-05-27 0.22 0.22 0.22 0.22 0 0.22
2014-05-28 0.22 0.22 0.22 0.22 0 0.22
2014-05-29 0.22 0.22 0.22 0.22 0 0.22
2014-05-30 0.22 0.22 0.22 0.22 0 0.22
2014-06-02 0.22 0.22 0.22 0.22 0 0.22
2014-06-03 0.22 0.22 0.22 0.22 0 0.22
2014-06-04 0.22 0.22 0.22 0.22 0 0.22
2014-06-05 0.22 0.22 0.22 0.22 0 0.22
2014-06-06 0.22 0.22 0.22 0.22 0 0.22
2014-06-09 0.22 0.22 0.22 0.22 0 0.22
2014-06-10 0.2 0.2 0.2 0.2 5000 0.2
2014-06-11 0.2 0.2 0.2 0.2 0 0.2
2014-06-12 0.2 0.2 0.2 0.2 0 0.2
2014-06-13 0.2 0.2 0.2 0.2 0 0.2
2014-06-16 0.2 0.2 0.2 0.2 0 0.2
2014-06-17 0.2 0.2 0.2 0.2 0 0.2
2014-06-18 0.2 0.2 0.2 0.2 0 0.2
2014-06-19 0.2 0.2 0.2 0.2 0 0.2
2014-06-20 0.2 0.2 0.2 0.2 0 0.2
2014-06-23 0.2 0.2 0.2 0.2 0 0.2
2014-06-24 0.2 0.2 0.2 0.2 0 0.2
2014-06-25 0.2 0.2 0.2 0.2 0 0.2
2014-06-26 0.2 0.2 0.2 0.2 0 0.2
2014-06-27 0.2 0.2 0.2 0.2 0 0.2
2014-06-30 0.2 0.2 0.2 0.2 0 0.2
2014-07-01 0.2 0.2 0.2 0.2 0 0.2
2014-07-02 0.2 0.2 0.2 0.2 0 0.2
2014-07-03 0.2 0.2 0.2 0.2 0 0.2
2014-07-04 0.2 0.2 0.2 0.2 0 0.2
2014-07-07 0.2 0.2 0.2 0.2 0 0.2
2014-07-08 0.2 0.2 0.2 0.2 0 0.2
2014-07-09 0.2 0.2 0.2 0.2 0 0.2
2014-07-10 0.2 0.2 0.2 0.2 0 0.2
2014-07-11 0.2 0.2 0.2 0.2 0 0.2
2014-07-14 0.2 0.2 0.2 0.2 0 0.2
2014-07-15 0.2 0.2 0.2 0.2 0 0.2
2014-07-16 0.2 0.2 0.2 0.2 0 0.2
2014-07-17 0.2 0.2 0.2 0.2 0 0.2
2014-07-18 0.2 0.2 0.2 0.2 0 0.2
2014-07-21 0.2 0.2 0.2 0.2 0 0.2
2014-07-22 0.209 0.209 0.209 0.209 1500 0.209
2014-07-23 0.209 0.209 0.209 0.209 0 0.209
2014-07-24 0.209 0.209 0.209 0.209 0 0.209
2014-07-25 0.209 0.209 0.209 0.209 0 0.209
2014-07-28 0.209 0.209 0.209 0.209 0 0.209
2014-07-29 0.209 0.209 0.209 0.209 0 0.209
2014-07-30 0.209 0.209 0.209 0.209 0 0.209
2014-07-31 0.209 0.209 0.209 0.209 0 0.209
2014-08-01 0.209 0.209 0.209 0.209 0 0.209
2014-08-04 0.209 0.209 0.209 0.209 0 0.209
2014-08-05 0.209 0.209 0.209 0.209 0 0.209
2014-08-06 0.209 0.209 0.209 0.209 0 0.209
2014-08-07 0.209 0.209 0.209 0.209 0 0.209
2014-08-08 0.209 0.209 0.209 0.209 0 0.209
2014-08-11 0.209 0.209 0.209 0.209 0 0.209
2014-08-12 0.209 0.209 0.209 0.209 0 0.209
2014-08-13 0.209 0.209 0.209 0.209 0 0.209
2014-08-14 0.209 0.209 0.209 0.209 0 0.209
2014-08-15 0.209 0.209 0.209 0.209 0 0.209
2014-08-18 0.209 0.209 0.209 0.209 0 0.209
2014-08-19 0.209 0.209 0.209 0.209 0 0.209
2014-08-20 0.209 0.209 0.209 0.209 0 0.209
2014-08-21 0.209 0.209 0.209 0.209 0 0.209
2014-08-22 0.209 0.209 0.209 0.209 0 0.209
2014-08-25 0.209 0.209 0.209 0.209 0 0.209
2014-08-26 0.209 0.209 0.209 0.209 0 0.209
2014-08-27 0.209 0.209 0.209 0.209 0 0.209
2014-08-28 0.209 0.209 0.209 0.209 0 0.209
2014-08-29 0.209 0.209 0.209 0.209 0 0.209
2014-09-01 0.209 0.209 0.209 0.209 0 0.209
2014-09-02 0.209 0.209 0.209 0.209 0 0.209
2014-09-03 0.209 0.209 0.209 0.209 0 0.209
2014-09-04 0.209 0.209 0.209 0.209 0 0.209
2014-09-05 0.209 0.209 0.209 0.209 0 0.209
2014-09-08 0.209 0.209 0.209 0.209 0 0.209
2014-09-09 0.209 0.209 0.209 0.209 0 0.209
2014-09-10 0.209 0.209 0.209 0.209 0 0.209
2014-09-11 0.209 0.209 0.209 0.209 0 0.209
2014-09-12 0.209 0.209 0.209 0.209 0 0.209
2014-09-15 0.209 0.209 0.209 0.209 0 0.209
2014-09-16 0.209 0.209 0.209 0.209 0 0.209
2014-09-17 0.209 0.209 0.209 0.209 0 0.209
2014-09-18 0.209 0.209 0.209 0.209 0 0.209
2014-09-19 0.209 0.209 0.209 0.209 0 0.209
2014-09-22 0.209 0.209 0.209 0.209 0 0.209
2014-09-23 0.209 0.209 0.209 0.209 0 0.209
2014-09-24 0.209 0.209 0.209 0.209 0 0.209
2014-09-25 0.209 0.209 0.209 0.209 0 0.209
2014-09-26 0.209 0.209 0.209 0.209 0 0.209
2014-09-29 0.209 0.209 0.209 0.209 0 0.209
2014-09-30 0.209 0.209 0.209 0.209 0 0.209
2014-10-01 0.209 0.209 0.209 0.209 0 0.209
2014-10-02 0.209 0.209 0.209 0.209 0 0.209
2014-10-03 0.209 0.209 0.209 0.209 0 0.209
2014-10-06 0.209 0.209 0.209 0.209 0 0.209
2014-10-07 0.209 0.209 0.209 0.209 0 0.209
2014-10-08 0.209 0.209 0.209 0.209 0 0.209
2014-10-09 0.19 0.19 0.19 0.19 2000 0.19
2014-10-10 0.19 0.19 0.19 0.19 0 0.19
2014-10-13 0.205 0.205 0.205 0.205 2000 0.205
2014-10-14 0.205 0.205 0.205 0.205 0 0.205
2014-10-15 0.205 0.205 0.205 0.205 0 0.205
2014-10-16 0.205 0.205 0.205 0.205 0 0.205
2014-10-17 0.205 0.205 0.205 0.205 0 0.205
2014-10-20 0.205 0.205 0.205 0.205 0 0.205
2014-10-21 0.205 0.205 0.205 0.205 0 0.205
2014-10-22 0.185 0.185 0.185 0.185 5000 0.185
2014-10-23 0.185 0.185 0.185 0.185 0 0.185
2014-10-24 0.185 0.185 0.185 0.185 0 0.185
2014-10-27 0.185 0.185 0.185 0.185 0 0.185
2014-10-28 0.185 0.185 0.185 0.185 0 0.185
2014-10-29 0.185 0.185 0.185 0.185 0 0.185
2014-10-30 0.2 0.2 0.2 0.2 500 0.2
2014-10-31 0.215 0.215 0.215 0.215 200 0.215
2014-11-03 0.215 0.215 0.215 0.215 0 0.215
2014-11-04 0.195 0.195 0.195 0.195 2000 0.195
2014-11-05 0.195 0.195 0.195 0.195 0 0.195
2014-11-06 0.195 0.195 0.195 0.195 0 0.195
