"Index" "IN.Open" "IN.High" "IN.Low" "IN.Close" "IN.Volume" "IN.Adjusted"
2013-07-08 0.02 0.02 0.02 0.02 10600 0.02
2013-07-09 0.02 0.02 0.02 0.02 0 0.02
2013-07-10 0.025 0.03 0.025 0.03 39800 0.03
2013-07-11 0.03 0.03 0.03 0.03 8400 0.03
2013-07-12 0.03 0.03 0.03 0.03 0 0.03
2013-07-15 0.03 0.03 0.03 0.03 0 0.03
2013-07-16 0.03 0.07 0.03 0.07 6000 0.07
2013-07-17 0.035 0.035 0.035 0.035 1100 0.035
2013-07-18 0.055 0.055 0.035 0.035 11000 0.035
2013-07-19 0.035 0.035 0.035 0.035 0 0.035
2013-07-22 0.035 0.035 0.035 0.035 0 0.035
2013-07-23 0.03 0.03 0.03 0.03 30000 0.03
2013-07-24 0.025 0.025 0.02 0.02 52000 0.02
2013-07-25 0.02 0.02 0.02 0.02 0 0.02
2013-07-26 0.015 0.015 0.015 0.015 7600 0.015
2013-07-29 0.015 0.015 0.015 0.015 0 0.015
2013-07-30 0.015 0.015 0.015 0.015 0 0.015
2013-07-31 0.015 0.015 0.015 0.015 0 0.015
2013-08-01 0.01 0.01 0.01 0.01 11600 0.01
2013-08-02 0.01 0.01 0.01 0.01 0 0.01
2013-08-05 0.01 0.01 0.01 0.01 0 0.01
2013-08-06 0.01 0.01 0.01 0.01 6600 0.01
2013-08-07 0.01 0.01 0.01 0.01 0 0.01
2013-08-08 0.01 0.01 0.01 0.01 5100 0.01
2013-08-09 0.01 0.01 0.01 0.01 0 0.01
2013-08-12 0.01 0.01 0.01 0.01 0 0.01
2013-08-13 0.015 0.015 0.015 0.015 4000 0.015
2013-08-14 0.015 0.015 0.015 0.015 0 0.015
2013-08-15 0.015 0.015 0.015 0.015 0 0.015
2013-08-16 0.015 0.015 0.015 0.015 0 0.015
2013-08-19 0.015 0.015 0.015 0.015 0 0.015
2013-08-20 0.015 0.015 0.015 0.015 0 0.015
2013-08-21 0.015 0.015 0.015 0.015 1000 0.015
2013-08-22 0.015 0.015 0.015 0.015 0 0.015
2013-08-23 0.015 0.015 0.015 0.015 1500 0.015
2013-08-26 0.015 0.015 0.015 0.015 0 0.015
2013-08-27 0.015 0.015 0.015 0.015 0 0.015
2013-08-28 0.015 0.015 0.015 0.015 1500 0.015
2013-08-29 0.015 0.015 0.015 0.015 0 0.015
2013-08-30 0.015 0.015 0.015 0.015 0 0.015
2013-09-02 0.015 0.015 0.015 0.015 0 0.015
2013-09-03 0.015 0.015 0.015 0.015 0 0.015
2013-09-04 0.015 0.015 0.015 0.015 0 0.015
2013-09-05 0.015 0.015 0.015 0.015 0 0.015
2013-09-06 0.015 0.015 0.015 0.015 0 0.015
