"Index" "N3L.Open" "N3L.High" "N3L.Low" "N3L.Close" "N3L.Volume" "N3L.Adjusted"
2013-07-18 0.317 0.317 0.317 0.317 0 0.317
2013-07-19 0.314 0.314 0.314 0.314 0 0.314
2013-07-22 0.317 0.317 0.317 0.317 0 0.317
2013-07-23 0.318 0.318 0.318 0.318 0 0.318
2013-07-24 0.317 0.317 0.317 0.317 0 0.317
2013-07-25 0.317 0.317 0.317 0.317 0 0.317
2013-07-26 0.316 0.316 0.316 0.316 0 0.316
2013-07-29 0.316 0.316 0.316 0.316 0 0.316
2013-07-30 0.316 0.316 0.316 0.316 0 0.316
2013-07-31 0.314 0.314 0.314 0.314 0 0.314
2013-08-01 0.312 0.312 0.312 0.312 0 0.312
2013-08-02 0.312 0.312 0.312 0.312 0 0.312
2013-08-05 0.314 0.314 0.314 0.314 0 0.314
2013-08-06 0.313 0.313 0.313 0.313 0 0.313
2013-08-07 0.312 0.312 0.312 0.312 0 0.312
2013-08-08 0.317 0.317 0.317 0.317 0 0.317
2013-08-09 0.311 0.311 0.311 0.311 0 0.311
2013-08-12 0.312 0.312 0.312 0.312 0 0.312
2013-08-13 0.311 0.311 0.311 0.311 0 0.311
2013-08-14 0.312 0.312 0.312 0.312 0 0.312
2013-08-15 0.313 0.313 0.313 0.313 0 0.313
2013-08-16 0.314 0.314 0.314 0.314 0 0.314
2013-08-19 0.314 0.314 0.314 0.314 0 0.314
2013-08-20 0.314 0.314 0.314 0.314 0 0.314
2013-08-21 0.313 0.313 0.313 0.313 0 0.313
2013-08-22 0.314 0.314 0.314 0.314 0 0.314
2013-08-23 0.302 0.302 0.302 0.302 0 0.302
2013-08-26 0.301 0.301 0.301 0.301 0 0.301
2013-08-27 0.301 0.301 0.301 0.301 0 0.301
2013-08-28 0.297 0.297 0.297 0.297 0 0.297
2013-08-29 0.298 0.298 0.298 0.298 0 0.298
2013-08-30 0.3 0.3 0.3 0.3 0 0.3
2013-09-02 0.301 0.301 0.301 0.301 0 0.301
2013-09-03 0.302 0.302 0.302 0.302 0 0.302
2013-09-04 0.305 0.305 0.305 0.305 0 0.305
2013-09-05 0.306 0.306 0.306 0.306 0 0.306
2013-09-06 0.304 0.304 0.304 0.304 0 0.304
2013-09-09 0.3 0.3 0.3 0.3 0 0.3
2013-09-10 0.291 0.291 0.291 0.291 0 0.291
2013-09-11 0.292 0.292 0.292 0.292 0 0.292
2013-09-12 0.292 0.292 0.292 0.292 0 0.292
2013-09-13 0.293 0.293 0.293 0.293 0 0.293
2013-09-16 0.294 0.294 0.294 0.294 0 0.294
2013-09-17 0.294 0.294 0.294 0.294 0 0.294
2013-09-18 0.296 0.296 0.296 0.296 0 0.296
2013-09-19 0.308 0.308 0.308 0.308 0 0.308
2013-09-20 0.309 0.309 0.309 0.309 0 0.309
2013-09-23 0.306 0.306 0.306 0.306 0 0.306
2013-09-24 0.295 0.295 0.295 0.295 0 0.295
2013-09-25 0.301 0.301 0.301 0.301 0 0.301
2013-09-26 0.302 0.302 0.302 0.302 0 0.302
2013-09-27 0.297 0.297 0.297 0.297 0 0.297
2013-09-30 0.298 0.298 0.298 0.298 0 0.298
2013-10-01 0.298 0.298 0.298 0.298 0 0.298
2013-10-02 0.295 0.295 0.295 0.295 0 0.295
2013-10-03 0.291 0.291 0.291 0.291 0 0.291
2013-10-04 0.289 0.3 0.289 0.3 2800 0.3
2013-10-07 0.288 0.288 0.288 0.288 0 0.288
2013-10-08 0.289 0.289 0.289 0.289 0 0.289
2013-10-09 0.289 0.289 0.289 0.289 0 0.289
2013-10-10 0.288 0.288 0.288 0.288 0 0.288
2013-10-11 0.291 0.291 0.291 0.291 0 0.291
2013-10-14 0.29 0.29 0.29 0.29 0 0.29
2013-10-15 0.287 0.287 0.287 0.287 0 0.287
2013-10-16 0.288 0.288 0.288 0.288 0 0.288
2013-10-17 0.291 0.291 0.291 0.291 0 0.291
2013-10-18 0.288 0.288 0.288 0.288 0 0.288
2013-10-21 0.291 0.291 0.291 0.291 0 0.291
2013-10-22 0.276 0.276 0.276 0.276 0 0.276
2013-10-23 0.275 0.275 0.275 0.275 0 0.275
2013-10-24 0.283 0.283 0.283 0.283 0 0.283
2013-10-25 0.28 0.28 0.28 0.28 0 0.28
2013-10-28 0.28 0.28 0.28 0.28 0 0.28
2013-10-29 0.285 0.285 0.285 0.285 0 0.285
2013-10-30 0.29 0.29 0.29 0.29 0 0.29
2013-10-31 0.29 0.29 0.29 0.29 0 0.29
2013-11-01 0.294 0.294 0.294 0.294 0 0.294
2013-11-04 0.294 0.294 0.294 0.294 0 0.294
2013-11-05 0.288 0.288 0.288 0.288 0 0.288
2013-11-06 0.29 0.29 0.29 0.29 0 0.29
2013-11-07 0.29 0.29 0.29 0.29 0 0.29
2013-11-08 0.293 0.293 0.293 0.293 0 0.293
