"Index" "GOC.Open" "GOC.High" "GOC.Low" "GOC.Close" "GOC.Volume" "GOC.Adjusted"
2014-10-27 0.132 0.155 0.132 0.155 0 0.155
2014-10-28 0.15 0.163 0.15 0.155 0 0.155
2014-10-29 0.147 0.149 0.147 0.149 0 0.149
2014-10-30 0.141 0.143 0.141 0.143 0 0.143
2014-10-31 0.134 0.136 0.134 0.136 0 0.136
2014-11-03 0.12 0.139 0.12 0.135 0 0.135
2014-11-04 0.126 0.134 0.125 0.134 0 0.134
2014-11-05 0.134 0.135 0.134 0.135 0 0.135
2014-11-06 0.125 0.142 0.125 0.142 0 0.142
2014-11-07 0.133 0.143 0.133 0.143 0 0.143
2014-11-10 0.134 0.139 0.133 0.139 0 0.139
2014-11-11 0.126 0.139 0.126 0.139 0 0.139
2014-11-12 0.13 0.136 0.13 0.136 0 0.136
2014-11-13 0.123 0.133 0.123 0.133 0 0.133
2014-11-14 0.126 0.135 0.126 0.135 0 0.135
2014-11-17 0.126 0.129 0.126 0.129 0 0.129
2014-11-18 0.12 0.128 0.119 0.128 0 0.128
2014-11-19 0.126 0.132 0.125 0.132 0 0.132
2014-11-20 0.118 0.132 0.118 0.132 0 0.132
2014-11-21 0.122 0.134 0.119 0.134 5000 0.134
2014-11-24 0.125 0.133 0.125 0.133 0 0.133
2014-11-25 0.12 0.13 0.12 0.13 0 0.13
2014-11-26 0.12 0.129 0.12 0.129 0 0.129
2014-11-27 0.12 0.129 0.12 0.128 0 0.128
2014-11-28 0.123 0.131 0.122 0.128 0 0.128
2014-12-01 0.118 0.136 0.118 0.136 0 0.136
2014-12-02 0.126 0.165 0.126 0.132 1700 0.132
2014-12-03 0.123 0.136 0.123 0.136 0 0.136
2014-12-04 0.121 0.153 0.12 0.153 0 0.153
2014-12-05 0.152 0.165 0.151 0.158 0 0.158
2014-12-08 0.149 0.15 0.139 0.139 0 0.139
2014-12-09 0.13 0.142 0.129 0.142 0 0.142
2014-12-10 0.175 0.19 0.169 0.169 0 0.169
2014-12-11 0.153 0.175 0.153 0.175 0 0.175
2014-12-12 0.153 0.167 0.151 0.164 0 0.164
2014-12-15 0.155 0.156 0.149 0.149 0 0.149
2014-12-16 0.137 0.141 0.131 0.132 0 0.132
2014-12-17 0.123 0.143 0.123 0.143 0 0.143
2014-12-18 0.134 0.148 0.134 0.141 0 0.141
2014-12-19 0.143 0.143 0.138 0.138 0 0.138
2014-12-22 0.132 0.141 0.132 0.141 0 0.141
2014-12-23 0.132 0.143 0.132 0.142 0 0.142
2014-12-24 0.142 0.142 0.142 0.142 0 0.142
2014-12-25 0.142 0.142 0.142 0.142 0 0.142
2014-12-26 0.142 0.142 0.142 0.142 0 0.142
2014-12-29 0.133 0.146 0.133 0.139 0 0.139
2014-12-30 0.13 0.13 0.13 0.13 0 0.13
2014-12-31 0.13 0.13 0.13 0.13 0 0.13
2015-01-01 0.13 0.13 0.13 0.13 0 0.13
2015-01-02 0.142 0.147 0.141 0.147 0 0.147
2015-01-05 0.148 0.151 0.144 0.144 0 0.144
2015-01-06 0.134 0.144 0.134 0.143 0 0.143
2015-01-07 0.138 0.151 0.138 0.151 0 0.151
2015-01-08 0.139 0.148 0.139 0.148 0 0.148
2015-01-09 0.143 0.154 0.142 0.154 0 0.154
2015-01-12 0.142 0.157 0.142 0.153 0 0.153
2015-01-13 0.144 0.165 0.144 0.161 0 0.161
2015-01-14 0.151 0.161 0.151 0.157 0 0.157
2015-01-15 0.148 0.161 0.148 0.156 0 0.156
2015-01-16 0.143 0.154 0.143 0.154 0 0.154
2015-01-19 0.151 0.16 0.15 0.16 0 0.16
2015-01-20 0.158 0.173 0.157 0.173 0 0.173
2015-01-21 0.164 0.169 0.163 0.169 0 0.169
2015-01-22 0.153 0.167 0.152 0.164 0 0.164
2015-01-23 0.156 0.166 0.156 0.166 0 0.166
2015-01-26 0.16 0.168 0.16 0.165 0 0.165
2015-01-27 0.16 0.164 0.159 0.164 0 0.164
2015-01-28 0.155 0.164 0.155 0.164 0 0.164
2015-01-29 0.155 0.163 0.154 0.162 0 0.162
2015-01-30 0.152 0.161 0.151 0.161 0 0.161
2015-02-02 0.148 0.155 0.147 0.155 0 0.155
2015-02-03 0.146 0.155 0.146 0.155 0 0.155
2015-02-04 0.15 0.155 0.15 0.154 0 0.154
2015-02-05 0.146 0.156 0.146 0.155 0 0.155
2015-02-06 0.146 0.175 0.146 0.156 1100 0.156
2015-02-09 0.144 0.157 0.144 0.157 0 0.157
2015-02-10 0.148 0.153 0.148 0.152 0 0.152
2015-02-11 0.143 0.152 0.142 0.148 0 0.148
2015-02-12 0.141 0.15 0.141 0.15 0 0.15
2015-02-13 0.139 0.149 0.139 0.142 0 0.142
2015-02-16 0.126 0.127 0.125 0.127 0 0.127
2015-02-17 0.127 0.135 0.126 0.135 0 0.135
2015-02-18 0.133 0.143 0.133 0.143 0 0.143
2015-02-19 0.132 0.141 0.132 0.138 0 0.138
2015-02-20 0.133 0.149 0.133 0.144 0 0.144
2015-02-23 0.139 0.155 0.139 0.155 0 0.155
2015-02-24 0.146 0.151 0.146 0.149 0 0.149
2015-02-25 0.141 0.146 0.14 0.146 0 0.146
2015-02-26 0.134 0.147 0.134 0.147 0 0.147
2015-02-27 0.139 0.148 0.138 0.147 0 0.147
2015-03-02 0.139 0.147 0.138 0.147 0 0.147
2015-03-03 0.138 0.152 0.138 0.148 0 0.148
2015-03-04 0.143 0.154 0.143 0.15 0 0.15
2015-03-05 0.145 0.153 0.144 0.151 0 0.151
2015-03-06 0.141 0.151 0.141 0.151 0 0.151
2015-03-09 0.146 0.155 0.145 0.148 0 0.148
2015-03-10 0.139 0.149 0.139 0.149 0 0.149
2015-03-11 0.136 0.15 0.136 0.15 20000 0.15
2015-03-12 0.141 0.15 0.141 0.15 0 0.15
2015-03-13 0.141 0.151 0.14 0.151 0 0.151
2015-03-16 0.145 0.157 0.145 0.157 0 0.157
2015-03-17 0.148 0.153 0.147 0.153 0 0.153
2015-03-18 0.144 0.152 0.143 0.152 0 0.152
2015-03-19 0.143 0.149 0.143 0.145 0 0.145
2015-03-20 0.14 0.149 0.139 0.148 0 0.148
2015-03-23 0.14 0.151 0.139 0.148 0 0.148
2015-03-24 0.138 0.152 0.138 0.151 0 0.151
2015-03-25 0.142 0.147 0.142 0.147 0 0.147
2015-03-26 0.142 0.159 0.134 0.141 0 0.141
2015-03-27 0.132 0.152 0.132 0.152 0 0.152
2015-03-30 0.142 0.154 0.142 0.154 0 0.154
2015-03-31 0.146 0.151 0.145 0.151 0 0.151
2015-04-01 0.143 0.152 0.143 0.152 0 0.152
2015-04-02 0.143 0.151 0.142 0.151 0 0.151
2015-04-03 0.151 0.151 0.151 0.151 0 0.151
2015-04-06 0.151 0.151 0.151 0.151 0 0.151
2015-04-07 0.143 0.161 0.143 0.156 0 0.156
2015-04-08 0.151 0.161 0.151 0.16 0 0.16
2015-04-09 0.151 0.169 0.151 0.169 0 0.169
2015-04-10 0.16 0.174 0.16 0.17 0 0.17
2015-04-13 0.161 0.17 0.161 0.166 0 0.166
2015-04-14 0.162 0.171 0.161 0.171 0 0.171
2015-04-15 0.162 0.173 0.162 0.173 0 0.173
2015-04-16 0.168 0.177 0.167 0.173 0 0.173
2015-04-17 0.16 0.174 0.16 0.172 0 0.172
2015-04-20 0.152 0.161 0.152 0.161 0 0.161
2015-04-21 0.16 0.181 0.16 0.176 0 0.176
2015-04-22 0.167 0.196 0.167 0.196 0 0.196
2015-04-23 0.187 0.191 0.186 0.191 0 0.191
2015-04-24 0.183 0.199 0.182 0.199 0 0.199
2015-04-27 0.185 0.207 0.185 0.199 0 0.199
2015-04-28 0.19 0.199 0.19 0.198 0 0.198
2015-04-29 0.19 0.198 0.188 0.189 0 0.189
2015-04-30 0.176 0.185 0.174 0.185 0 0.185
2015-05-01 0.185 0.185 0.185 0.185 0 0.185
2015-05-04 0.165 0.182 0.165 0.179 0 0.179
2015-05-05 0.167 0.177 0.167 0.172 0 0.172
2015-05-06 0.166 0.171 0.166 0.169 0 0.169
2015-05-07 0.16 0.17 0.159 0.166 0 0.166
2015-05-08 0.158 0.167 0.158 0.16 0 0.16
2015-05-11 0.151 0.164 0.151 0.164 0 0.164
2015-05-12 0.148 0.156 0.147 0.156 0 0.156
2015-05-13 0.144 0.156 0.144 0.156 0 0.156
2015-05-14 0.147 0.156 0.146 0.155 0 0.155
2015-05-15 0.146 0.158 0.146 0.157 0 0.157
2015-05-18 0.149 0.149 0.148 0.148 0 0.148
2015-05-19 0.149 0.166 0.149 0.166 0 0.166
2015-05-20 0.154 0.16 0.149 0.149 0 0.149
2015-05-21 0.14 0.145 0.139 0.145 0 0.145
2015-05-22 0.129 0.138 0.128 0.138 0 0.138
2015-05-25 0.138 0.138 0.138 0.138 0 0.138
2015-05-26 0.126 0.138 0.125 0.135 0 0.135
2015-05-27 0.121 0.138 0.121 0.134 0 0.134
2015-05-28 0.125 0.125 0.124 0.124 0 0.124
2015-05-29 0.128 0.136 0.127 0.136 0 0.136
2015-06-01 0.128 0.137 0.128 0.136 0 0.136
2015-06-02 0.128 0.135 0.126 0.135 0 0.135
2015-06-03 0.126 0.133 0.126 0.133 0 0.133
2015-06-04 0.12 0.126 0.119 0.125 0 0.125
2015-06-05 0.117 0.131 0.116 0.131 0 0.131
2015-06-08 0.122 0.13 0.122 0.126 0 0.126
2015-06-09 0.117 0.128 0.117 0.127 0 0.127
2015-06-10 0.118 0.128 0.118 0.127 0 0.127
2015-06-11 0.118 0.128 0.118 0.128 0 0.128
2015-06-12 0.119 0.128 0.119 0.128 0 0.128
2015-06-15 0.119 0.127 0.115 0.127 4300 0.127
2015-06-16 0.115 0.128 0.114 0.124 0 0.124
2015-06-17 0.119 0.132 0.118 0.132 0 0.132
2015-06-18 0.125 0.142 0.125 0.134 0 0.134
2015-06-19 0.126 0.145 0.125 0.141 0 0.141
2015-06-22 0.139 0.144 0.139 0.144 0 0.144
2015-06-23 0.132 0.143 0.132 0.143 0 0.143
2015-06-24 0.133 0.142 0.133 0.142 0 0.142
2015-06-25 0.133 0.142 0.132 0.139 0 0.139
2015-06-26 0.133 0.143 0.133 0.143 0 0.143
2015-06-29 0.136 0.142 0.134 0.141 0 0.141
2015-06-30 0.133 0.141 0.132 0.138 0 0.138
2015-07-01 0.129 0.129 0.128 0.129 0 0.129
2015-07-02 0.128 0.137 0.128 0.137 0 0.137
2015-07-03 0.129 0.141 0.128 0.141 0 0.141
2015-07-06 0.132 0.141 0.132 0.137 0 0.137
2015-07-07 0.132 0.137 0.132 0.137 0 0.137
2015-07-08 0.128 0.136 0.127 0.136 0 0.136
2015-07-09 0.127 0.137 0.127 0.136 0 0.136
2015-07-10 0.12 0.128 0.118 0.128 0 0.128
2015-07-13 0.119 0.133 0.119 0.133 0 0.133
2015-07-14 0.124 0.131 0.123 0.129 0 0.129
2015-07-15 0.121 0.128 0.12 0.128 0 0.128
2015-07-16 0.116 0.125 0.116 0.125 0 0.125
2015-07-17 0.112 0.122 0.112 0.122 0 0.122
2015-07-20 0.117 0.125 0.116 0.125 0 0.125
2015-07-21 0.113 0.121 0.112 0.121 0 0.121
2015-07-22 0.112 0.117 0.112 0.114 0 0.114
2015-07-23 0.104 0.113 0.104 0.113 0 0.113
2015-07-24 0.104 0.113 0.104 0.113 0 0.113
2015-07-27 0.103 0.112 0.103 0.111 0 0.111
2015-07-28 0.103 0.113 0.103 0.113 0 0.113
2015-07-29 0.1 0.113 0.1 0.112 0 0.112
2015-07-30 0.105 0.114 0.104 0.113 0 0.113
2015-07-31 0.105 0.112 0.103 0.112 0 0.112
2015-08-03 0.103 0.103 0.103 0.103 0 0.103
2015-08-04 0.103 0.11 0.103 0.11 0 0.11
2015-08-05 0.1 0.109 0.1 0.102 0 0.102
2015-08-06 0.097 0.109 0.093 0.109 0 0.109
2015-08-07 0.1 0.109 0.1 0.109 0 0.109
2015-08-10 0.099 0.112 0.099 0.112 0 0.112
2015-08-11 0.104 0.111 0.103 0.111 0 0.111
2015-08-12 0.102 0.111 0.102 0.111 0 0.111
2015-08-13 0.103 0.124 0.102 0.124 0 0.124
2015-08-14 0.114 0.121 0.112 0.121 0 0.121
2015-08-17 0.112 0.122 0.112 0.122 0 0.122
2015-08-18 0.113 0.122 0.112 0.122 0 0.122
2015-08-19 0.112 0.119 0.11 0.117 0 0.117
2015-08-20 0.108 0.117 0.107 0.11 0 0.11
2015-08-21 0.103 0.109 0.1 0.101 0 0.101
2015-08-24 0.095 0.095 0.087 0.092 0 0.092
2015-08-25 0.083 0.093 0.083 0.093 0 0.093
2015-08-26 0.08 0.09 0.077 0.09 0 0.09
2015-08-27 0.081 0.092 0.081 0.088 0 0.088
2015-08-28 0.083 0.092 0.079 0.089 0 0.089
2015-08-31 0.085 0.099 0.082 0.091 0 0.091
2015-09-01 0.088 0.097 0.081 0.097 0 0.097
2015-09-02 0.085 0.091 0.079 0.091 0 0.091
2015-09-03 0.082 0.093 0.082 0.089 0 0.089
2015-09-04 0.086 0.089 0.081 0.085 0 0.085
2015-09-07 0.083 0.083 0.076 0.076 0 0.076
2015-09-08 0.082 0.089 0.076 0.089 0 0.089
2015-09-09 0.083 0.086 0.076 0.085 0 0.085
2015-09-10 0.083 0.088 0.079 0.088 0 0.088
2015-09-11 0.079 0.084 0.079 0.084 0 0.084
2015-09-14 0.082 0.084 0.075 0.084 0 0.084
2015-09-15 0.082 0.088 0.075 0.088 0 0.088
2015-09-16 0.075 0.091 0.075 0.091 0 0.091
2015-09-17 0.088 0.091 0.082 0.091 0 0.091
2015-09-18 0.084 0.091 0.082 0.091 0 0.091
2015-09-21 0.082 0.092 0.082 0.092 0 0.092
2015-09-22 0.086 0.089 0.08 0.089 0 0.089
2015-09-23 0.083 0.088 0.083 0.088 0 0.088
2015-09-24 0.076 0.084 0.074 0.081 0 0.081
2015-09-25 0.08 0.085 0.072 0.081 0 0.081
2015-09-28 0.076 0.081 0.076 0.081 0 0.081
2015-09-29 0.071 0.08 0.071 0.08 0 0.08
2015-09-30 0.076 0.087 0.071 0.087 0 0.087
2015-10-01 0.079 0.085 0.079 0.085 0 0.085
2015-10-02 0.078 0.085 0.076 0.085 0 0.085
2015-10-05 0.073 0.079 0.07 0.079 0 0.079
2015-10-06 0.071 0.082 0.07 0.082 0 0.082
2015-10-07 0.074 0.089 0.074 0.089 0 0.089
2015-10-08 0.084 0.093 0.08 0.093 0 0.093
2015-10-09 0.098 0.11 0.097 0.106 0 0.106
2015-10-12 0.101 0.101 0.1 0.1 0 0.1
2015-10-13 0.099 0.116 0.099 0.109 0 0.109
2015-10-14 0.1 0.115 0.099 0.115 0 0.115
2015-10-15 0.11 0.12 0.11 0.12 0 0.12
2015-10-16 0.111 0.123 0.111 0.123 0 0.123
2015-10-19 0.1 0.115 0.1 0.113 0 0.113
2015-10-20 0.1 0.106 0.099 0.103 0 0.103
2015-10-21 0.094 0.108 0.094 0.108 0 0.108
2015-10-22 0.1 0.135 0.099 0.135 0 0.135
2015-10-23 0.116 0.128 0.116 0.128 0 0.128
2015-10-26 0.119 0.135 0.118 0.135 0 0.135
2015-10-27 0.126 0.137 0.125 0.137 0 0.137
2015-10-28 0.129 0.139 0.129 0.133 0 0.133
2015-10-29 0.123 0.133 0.122 0.132 0 0.132
2015-10-30 0.124 0.133 0.123 0.132 0 0.132
