"Index" "MGN.Open" "MGN.High" "MGN.Low" "MGN.Close" "MGN.Volume" "MGN.Adjusted"
2013-07-02 0.56 0.57 0.55 0.559 20300 0.559
2013-07-03 0.55 0.58 0.55 0.56 800 0.56
2013-07-05 0.56 0.572 0.51 0.54 43600 0.54
2013-07-08 0.54 0.585 0.51 0.55 16900 0.55
2013-07-09 0.54 0.585 0.54 0.551 33700 0.551
2013-07-10 0.52 0.584 0.52 0.58 11600 0.58
2013-07-11 0.59 0.61 0.58 0.61 33400 0.61
2013-07-12 0.6 0.61 0.572 0.61 6600 0.61
2013-07-15 0.61 0.61 0.59 0.6 13400 0.6
2013-07-16 0.56 0.6 0.56 0.6 23600 0.6
2013-07-17 0.59 0.6 0.57 0.6 13200 0.6
2013-07-18 0.61 0.64 0.542 0.57 46400 0.57
2013-07-19 0.55 0.578 0.55 0.575 9400 0.575
2013-07-22 0.578 0.598 0.578 0.583 17200 0.583
2013-07-23 0.59 0.62 0.59 0.62 33100 0.62
2013-07-24 0.62 0.63 0.591 0.61 73000 0.61
2013-07-25 0.61 0.65 0.61 0.63 25200 0.63
2013-07-26 0.62 0.63 0.62 0.63 13400 0.63
2013-07-29 0.63 0.64 0.63 0.634 12400 0.634
2013-07-30 0.59 0.65 0.59 0.64 23000 0.64
2013-07-31 0.66 0.71 0.65 0.7 49200 0.7
2013-08-01 0.69 0.7 0.69 0.7 9200 0.7
2013-08-02 0.69 0.7 0.68 0.69 23900 0.69
2013-08-05 0.69 0.7 0.671 0.7 13600 0.7
2013-08-06 0.7 0.71 0.65 0.65 25100 0.65
2013-08-07 0.65 0.65 0.601 0.63 30500 0.63
2013-08-08 0.62 0.63 0.59 0.63 31700 0.63
2013-08-09 0.63 0.64 0.6 0.64 7700 0.64
2013-08-12 0.66 0.77 0.66 0.73 80600 0.73
2013-08-13 0.73 0.74 0.65 0.74 15800 0.74
2013-08-14 0.75 0.77 0.71 0.75 31100 0.75
2013-08-15 0.77 0.88 0.73 0.86 130600 0.86
2013-08-16 0.86 0.86 0.743 0.84 40000 0.84
2013-08-19 0.86 0.869 0.78 0.8 55000 0.8
2013-08-20 0.78 0.87 0.78 0.865 28600 0.865
2013-08-21 0.859 0.87 0.84 0.85 18000 0.85
2013-08-22 0.85 0.869 0.85 0.869 13600 0.869
2013-08-23 0.869 0.89 0.869 0.881 21800 0.881
2013-08-26 0.88 0.92 0.88 0.919 36700 0.919
2013-08-27 0.9 0.934 0.9 0.932 100100 0.932
2013-08-28 0.93 0.939 0.85 0.88 39000 0.88
2013-08-29 0.89 0.89 0.806 0.82 31800 0.82
2013-08-30 0.75 0.81 0.75 0.81 58200 0.81
2013-09-03 0.765 0.83 0.765 0.79 30600 0.79
2013-09-04 0.8 0.8 0.78 0.79 11800 0.79
2013-09-05 0.79 0.8 0.76 0.79 10100 0.79
2013-09-06 0.8 0.81 0.73 0.76 33300 0.76
2013-09-09 0.72 0.73 0.71 0.71 48800 0.71
2013-09-10 0.71 0.72 0.67 0.69 31800 0.69
2013-09-11 0.71 0.72 0.7 0.7 3500 0.7
2013-09-12 0.69 0.69 0.68 0.69 3200 0.69
2013-09-13 0.68 0.68 0.6 0.64 31800 0.64
2013-09-16 0.649 0.649 0.6 0.63 12800 0.63
2013-09-17 0.64 0.64 0.6 0.6 24900 0.6
2013-09-18 0.62 0.67 0.58 0.65 59800 0.65
2013-09-19 0.6 0.66 0.6 0.631 84600 0.631
2013-09-20 0.631 0.68 0.601 0.68 15000 0.68
2013-09-23 0.66 0.66 0.62 0.62 5300 0.62
2013-09-24 0.611 0.63 0.6 0.602 18600 0.602
2013-09-25 0.58 0.624 0.55 0.59 56300 0.59
2013-09-26 0.6 0.6 0.54 0.56 74900 0.56
2013-09-27 0.57 0.6 0.56 0.586 34400 0.586
2013-09-30 0.55 0.6 0.55 0.56 26200 0.56
2013-10-01 0.56 0.58 0.56 0.563 22800 0.563
2013-10-02 0.578 0.578 0.55 0.56 7000 0.56
2013-10-03 0.54 0.58 0.54 0.56 17900 0.56
2013-10-04 0.57 0.59 0.56 0.57 7600 0.57
2013-10-07 0.56 0.57 0.55 0.56 23700 0.56
2013-10-08 0.55 0.59 0.55 0.58 18300 0.58
2013-10-09 0.58 0.59 0.564 0.57 20600 0.57
2013-10-10 0.55 0.59 0.55 0.59 9500 0.59
2013-10-11 0.59 0.59 0.54 0.54 31800 0.54
