"Index" "DAC.Open" "DAC.High" "DAC.Low" "DAC.Close" "DAC.Volume" "DAC.Adjusted"
2014-11-10 6.32 6.47 6.1 6.28 16000 6.28
2014-11-11 6.04 6.29 6.04 6.15 14200 6.15
2014-11-12 6.07 6.16 5.82 5.98 17800 5.98
2014-11-13 5.98 5.98 5.89 5.9 8700 5.9
2014-11-14 5.79 5.86 5.62 5.76 16600 5.76
2014-11-17 5.68 5.8 5.58 5.77 11300 5.77
2014-11-18 5.83 5.83 5.7 5.73 1900 5.73
2014-11-19 5.7 5.85 5.56 5.81 4700 5.81
2014-11-20 5.7 6.09 5.7 5.97 9800 5.97
2014-11-21 6.05 6.05 5.86 5.97 3600 5.97
2014-11-24 5.91 5.92 5.91 5.92 2800 5.92
2014-11-25 6 6 5.9 5.99 3000 5.99
2014-11-26 5.97 5.98 5.85 5.88 4800 5.88
2014-11-28 5.75 5.75 5.66 5.74 3300 5.74
2014-12-01 5.74 5.74 5.35 5.64 12200 5.64
2014-12-02 5.64 5.7 5.61 5.65 7500 5.65
2014-12-03 5.5 5.66 5.49 5.64 5400 5.64
2014-12-04 5.58 5.74 5.58 5.69 19200 5.69
2014-12-05 5.74 5.9 5.48 5.89 19100 5.89
2014-12-08 5.75 5.75 5.72 5.74 8200 5.74
2014-12-09 5.61 5.65 5.55 5.65 13900 5.65
2014-12-10 5.55 5.55 5.31 5.54 14700 5.54
2014-12-11 5.54 5.55 5.47 5.55 6000 5.55
2014-12-12 5.4 5.4 5.2 5.25 18500 5.25
2014-12-15 5.31 5.98 5.31 5.9 34400 5.9
2014-12-16 5.91 5.98 5.23 5.75 40400 5.75
2014-12-17 5.67 5.77 5.36 5.51 19600 5.51
2014-12-18 5.6 5.62 5.02 5.57 105700 5.57
2014-12-19 5.6 5.88 5.52 5.85 6900 5.85
2014-12-22 5.92 5.92 5.35 5.69 46600 5.69
2014-12-23 5.74 5.74 5.32 5.53 105500 5.53
2014-12-24 5.62 5.7 5.26 5.5 29800 5.5
2014-12-26 5.41 5.56 5.34 5.35 28200 5.35
2014-12-29 5.26 5.43 5.16 5.43 41600 5.43
2014-12-30 5.33 5.43 5.24 5.41 42300 5.41
2014-12-31 5.41 5.49 5.37 5.47 18400 5.47
2015-01-02 5.45 5.6 5.45 5.57 18600 5.57
2015-01-05 5.45 5.59 5.26 5.29 33600 5.29
2015-01-06 5.34 5.43 5.11 5.28 17900 5.28
2015-01-07 5.27 5.41 5.1 5.39 12900 5.39
2015-01-08 5.43 5.53 5.15 5.23 19400 5.23
2015-01-09 5.25 5.25 5.1 5.19 23600 5.19
2015-01-12 5.17 5.19 5.13 5.18 14000 5.18
2015-01-13 5.18 5.18 5.01 5.05 10500 5.05
2015-01-14 5.03 5.09 5.01 5.05 10900 5.05
2015-01-15 5.02 5.25 5.01 5.25 16700 5.25
2015-01-16 5.17 5.3 5.01 5.19 15400 5.19
2015-01-20 5.19 5.19 5.01 5.18 26000 5.18
2015-01-21 5.19 5.19 5.02 5.15 5500 5.15
2015-01-22 5.17 5.31 5.03 5.31 19500 5.31
2015-01-23 5.37 5.37 5.04 5.16 7200 5.16
2015-01-26 5.06 5.17 5.01 5.06 10000 5.06
2015-01-27 5.06 5.08 4.66 4.85 18700 4.85
2015-01-28 4.96 4.97 4.8 4.89 6800 4.89
2015-01-29 4.9 5.01 4.76 5.01 28100 5.01
2015-01-30 5.03 5.08 4.75 4.9 9500 4.9
2015-02-02 4.95 4.97 4.75 4.87 17800 4.87
2015-02-03 4.86 4.94 4.6 4.71 17700 4.71
2015-02-04 4.61 4.95 4.61 4.72 12000 4.72
2015-02-05 4.81 4.89 4.56 4.57 14900 4.57
2015-02-06 4.64 5.91 4.6 5.59 154400 5.59
2015-02-09 5.6 6.35 5.52 6.06 64100 6.06
2015-02-10 6.29 6.3 5.27 5.37 58100 5.37
2015-02-11 5.66 5.99 5.36 5.43 32500 5.43
2015-02-12 5.71 5.94 5.52 5.87 52800 5.87
2015-02-13 5.75 5.94 5.45 5.86 65000 5.86
2015-02-17 5.9 6.13 5.72 6.13 23600 6.13
2015-02-18 6 6.13 6 6.1 11900 6.1
2015-02-19 6.05 6.08 5.87 5.94 11500 5.94
2015-02-20 5.83 5.98 5.82 5.97 25200 5.97
2015-02-23 5.98 6.25 5.89 6.23 31200 6.23
2015-02-24 6.14 6.23 5.98 6.19 16400 6.19
2015-02-25 6.04 6.23 6 6.21 13300 6.21
2015-02-26 6.24 6.25 5.94 6.19 35600 6.19
2015-02-27 6.1 6.29 5.92 6.29 22800 6.29
2015-03-02 6.29 6.37 6.25 6.37 12200 6.37
2015-03-03 6.33 6.37 6.28 6.37 2300 6.37
2015-03-04 6.37 6.4 6.35 6.4 52500 6.4
2015-03-05 6.3 6.4 6.24 6.4 12700 6.4
2015-03-06 6.4 6.43 6.28 6.41 17900 6.41
2015-03-09 6.32 6.4 6 6.17 25800 6.17
2015-03-10 6.04 6.14 5.95 6.11 16600 6.11
2015-03-11 5.99 6.12 5.99 6.12 6400 6.12
2015-03-12 6.16 6.16 6.02 6.16 7300 6.16
2015-03-13 6.18 6.21 6.04 6.21 10600 6.21
2015-03-16 6.2 6.25 6.01 6.24 17600 6.24
2015-03-17 6.26 6.27 6.07 6.23 7200 6.23
2015-03-18 6.11 6.28 6.06 6.2 15000 6.2
2015-03-19 6.28 6.3 6.02 6.24 31100 6.24
2015-03-20 6.11 6.4 6.11 6.11 75200 6.11
2015-03-23 6.11 6.45 6.11 6.37 21900 6.37
2015-03-24 6.44 6.49 6.16 6.44 16300 6.44
2015-03-25 6.47 6.54 6.39 6.5 16900 6.5
2015-03-26 6.55 6.55 6.46 6.49 86600 6.49
2015-03-27 6.47 6.5 6.42 6.5 6000 6.5
2015-03-30 6.49 6.5 6.34 6.49 10400 6.49
2015-03-31 6.5 6.52 6.41 6.51 15700 6.51
2015-04-01 6.47 6.54 6.36 6.47 6500 6.47
2015-04-02 6.5 6.5 6.35 6.4 11800 6.4
2015-04-06 6.39 6.48 6.3 6.46 10700 6.46
2015-04-07 6.39 6.47 6.39 6.45 5500 6.45
2015-04-08 6.5 6.5 6.31 6.37 9600 6.37
2015-04-09 6.41 6.51 6.37 6.5 21000 6.5
2015-04-10 6.49 6.51 6.41 6.51 4700 6.51
2015-04-13 6.42 6.49 6.41 6.48 6800 6.48
2015-04-14 6.51 6.51 6.35 6.36 17400 6.36
2015-04-15 6.3 6.3 6.21 6.22 14300 6.22
2015-04-16 6.29 6.29 6.01 6.04 7300 6.04
2015-04-17 5.94 6.17 5.94 6.14 11000 6.14
2015-04-20 6.03 6.16 6.03 6.08 17400 6.08
2015-04-21 6.06 6.15 6.04 6.13 9100 6.13
2015-04-22 6.15 6.28 6.09 6.24 5000 6.24
2015-04-23 6.29 6.37 6.24 6.37 18400 6.37
2015-04-24 6.36 6.42 6.29 6.42 4700 6.42
2015-04-27 6.42 6.42 6.11 6.2 13800 6.2
2015-04-28 6.48 6.54 6.31 6.34 22300 6.34
2015-04-29 6.41 6.43 6.33 6.4 11200 6.4
2015-04-30 6.4 6.4 5.82 6.02 121000 6.02
2015-05-01 6.13 6.3 6.06 6.28 20000 6.28
2015-05-04 6.37 6.4 6.26 6.4 15100 6.4
2015-05-05 6.4 6.44 6.39 6.4 12200 6.4
2015-05-06 6.44 6.55 6.38 6.54 20100 6.54
2015-05-07 6.51 6.51 6.48 6.48 8600 6.48
2015-05-08 6.51 6.51 6.4 6.49 9300 6.49
2015-05-11 6.49 6.49 6.33 6.39 18700 6.39
2015-05-12 6.21 6.39 6.02 6.34 33000 6.34
2015-05-13 6.45 6.51 6.31 6.33 47600 6.33
2015-05-14 6.46 6.46 6.29 6.33 60300 6.33
2015-05-15 6.2 6.24 5.99 6.18 32100 6.18
2015-05-18 6.2 6.33 6.2 6.3 26800 6.3
2015-05-19 6.3 6.37 6.29 6.37 20200 6.37
2015-05-20 6.32 6.41 6.15 6.32 28400 6.32
2015-05-21 6.32 6.39 6.31 6.39 4600 6.39
2015-05-22 6.41 6.41 6.33 6.39 6300 6.39
2015-05-26 6.45 6.55 6.36 6.55 16400 6.55
2015-05-27 6.51 6.51 6.38 6.45 18800 6.45
2015-05-28 6.46 6.52 6.4 6.46 2700 6.46
2015-05-29 6.44 6.55 6.44 6.52 11700 6.52
2015-06-01 6.45 6.59 6.44 6.56 22400 6.56
2015-06-02 6.53 6.56 6.48 6.54 23800 6.54
2015-06-03 6.52 6.56 6.48 6.51 23200 6.51
2015-06-04 6.53 6.53 6.44 6.46 8100 6.46
2015-06-05 6.47 6.49 6.47 6.49 1400 6.49
2015-06-08 6.46 6.58 6.46 6.5 7100 6.5
2015-06-09 6.37 6.47 6.37 6.4 18200 6.4
2015-06-10 6.35 6.5 6.35 6.47 6300 6.47
2015-06-11 6.42 6.52 6.42 6.5 8200 6.5
2015-06-12 6.5 6.57 6.45 6.51 1700 6.51
2015-06-15 6.5 6.55 6.46 6.5 3400 6.5
2015-06-16 6.43 6.57 6.43 6.46 5200 6.46
2015-06-17 6.45 6.52 6.44 6.49 14400 6.49
2015-06-18 6.46 6.67 6.42 6.49 29800 6.49
2015-06-19 6.5 6.51 6.44 6.48 10000 6.48
2015-06-22 6.48 6.54 6.47 6.5 13400 6.5
2015-06-23 6.61 6.7 6.51 6.6 32100 6.6
2015-06-24 6.57 6.65 6.57 6.62 19000 6.62
2015-06-25 6.67 6.68 6.54 6.56 16200 6.56
2015-06-26 6.54 6.61 6.46 6.58 6100 6.58
2015-06-29 6.51 6.6 6.15 6.36 35700 6.36
2015-06-30 6.44 6.49 6.35 6.45 15000 6.45
2015-07-01 6.47 6.48 6.4 6.46 5100 6.46
2015-07-02 6.2 6.33 6.1 6.17 23600 6.17
2015-07-06 6.21 6.21 5.95 6 60400 6
2015-07-07 5.95 6.13 5.72 5.98 66300 5.98
2015-07-08 5.86 6.08 5.86 5.9 17800 5.9
2015-07-09 5.9 5.9 4.94 5.4 106600 5.4
2015-07-10 5.47 6.18 5.47 5.96 40700 5.96
2015-07-13 5.86 5.96 5.31 5.94 58700 5.94
2015-07-14 5.84 5.89 5.74 5.8 13500 5.8
2015-07-15 5.78 5.9 5.65 5.9 34300 5.9
2015-07-16 5.85 5.88 5.8 5.84 8300 5.84
2015-07-17 5.68 5.89 5.68 5.86 13500 5.86
2015-07-20 5.9 5.9 5.8 5.84 3900 5.84
2015-07-21 5.86 5.99 5.84 5.91 33600 5.91
2015-07-22 5.79 5.91 5.6 5.91 11500 5.91
2015-07-23 6 6 5.8 5.86 11300 5.86
2015-07-24 5.87 6.09 5.82 6.09 21900 6.09
2015-07-27 5.99 6.07 5.99 6.05 29100 6.05
2015-07-28 6.02 6.23 6 6.06 21500 6.06
2015-07-29 6.08 6.1 5.96 6.09 39500 6.09
2015-07-30 6.02 6.12 6.01 6.05 25200 6.05
2015-07-31 6.03 6.03 5.69 6.03 6600 6.03
2015-08-03 5.9 6.04 5.7 6.04 20600 6.04
2015-08-04 6.2 6.25 5.93 6.14 21300 6.14
2015-08-05 6.15 6.19 6.05 6.11 10100 6.11
2015-08-06 6.17 6.25 5.98 6.19 19300 6.19
2015-08-07 6.19 6.3 6.05 6.19 84100 6.19
2015-08-10 6.17 6.2 6.13 6.18 4300 6.18
2015-08-11 6.18 6.2 6.08 6.2 3500 6.2
2015-08-12 6.07 6.12 5.84 6.06 69200 6.06
2015-08-13 5.96 6.2 5.92 6.18 23600 6.18
2015-08-14 6.16 6.19 6.03 6.19 10500 6.19
2015-08-17 6.19 6.19 5.92 6.08 25100 6.08
2015-08-18 6.01 6.19 6.01 6.17 452600 6.17
2015-08-19 6.17 6.23 6.01 6.2 82100 6.2
2015-08-20 6.24 6.24 6.05 6.19 21200 6.19
2015-08-21 6.04 6.2 5.92 6.03 45700 6.03
2015-08-24 5.8 5.95 5.8 5.95 57800 5.95
2015-08-25 6.05 6.1 5.65 6.1 142200 6.1
2015-08-26 6.07 6.1 5.6 5.8 30600 5.8
2015-08-27 5.92 6.09 5.85 5.89 25900 5.89
2015-08-28 5.94 6 5.79 5.97 37000 5.97
2015-08-31 6.01 6.01 5.81 5.89 20800 5.89
2015-09-01 5.98 6 5.83 5.94 9100 5.94
2015-09-02 5.91 6.07 5.81 6.02 6300 6.02
2015-09-03 6.1 6.1 5.83 5.93 13200 5.93
2015-09-04 5.96 6.08 5.93 6.02 7400 6.02
2015-09-08 5.99 6.1 5.93 6.1 9300 6.1
2015-09-09 6.1 6.19 6.06 6.13 14100 6.13
2015-09-10 6.11 6.13 6.01 6.02 44800 6.02
2015-09-11 6.13 6.16 6.04 6.1 15500 6.1
2015-09-14 6.15 6.22 6.01 6.11 12500 6.11
2015-09-15 6.14 6.16 6.01 6.04 11700 6.04
2015-09-16 6.06 6.17 5.94 6.05 39100 6.05
2015-09-17 6.06 6.17 6 6.03 15900 6.03
2015-09-18 6 6.03 5.98 6.01 6600 6.01
2015-09-21 6 6 5.69 5.74 31900 5.74
2015-09-22 5.77 5.89 5.76 5.84 17300 5.84
2015-09-23 5.77 6.1 5.69 6.08 18200 6.08
2015-09-24 6.03 6.06 5.89 6.02 17600 6.02
2015-09-25 5.91 6 5.78 5.93 18900 5.93
2015-09-28 5.81 6.05 5.69 5.95 13400 5.95
2015-09-29 5.93 6.49 5.82 6.42 36200 6.42
2015-09-30 6.28 6.43 6.08 6.09 39500 6.09
2015-10-01 6.1 6.27 6.1 6.19 12400 6.19
2015-10-02 6.06 6.25 6.06 6.11 27400 6.11
2015-10-05 6.24 6.37 6.17 6.3 106500 6.3
2015-10-06 6.37 6.37 6.23 6.34 29300 6.34
2015-10-07 6.42 6.5 6.35 6.42 40400 6.42
2015-10-08 6.39 6.47 6.39 6.44 13100 6.44
2015-10-09 6.44 6.5 6.39 6.46 20500 6.46
2015-10-12 6.47 6.5 6.46 6.47 62900 6.47
2015-10-13 6.5 6.51 6.46 6.49 16700 6.49
2015-10-14 6.52 6.52 6.46 6.49 15200 6.49
2015-10-15 6.52 6.64 6.43 6.54 7800 6.54
2015-10-16 6.55 6.55 6.44 6.51 8300 6.51
2015-10-19 6.52 6.62 6.46 6.55 14700 6.55
2015-10-20 6.5 6.5 6.33 6.4 24400 6.4
2015-10-21 6.45 6.5 6.39 6.43 11100 6.43
2015-10-22 6.56 6.56 6.4 6.4 9500 6.4
2015-10-23 6.36 6.43 6.33 6.39 18100 6.39
2015-10-26 6.42 6.47 6.33 6.43 22900 6.43
2015-10-27 6.4 6.43 6.28 6.39 12800 6.39
2015-10-28 6.4 6.4 6.13 6.13 51000 6.13
2015-10-29 6.02 6.21 5.95 6.02 34700 6.02
2015-10-30 6.02 6.2 5.96 6.2 16600 6.2
