"Index" "GNF.Open" "GNF.High" "GNF.Low" "GNF.Close" "GNF.Volume" "GNF.Adjusted"
2014-11-24 1.5 1.5 1.4 1.4 5000 1.4
2014-11-25 1.4 1.4 1.4 1.4 0 1.4
2014-11-26 1.5 1.5 1.36 1.36 5000 1.36
2014-11-27 1.36 1.36 1.35 1.35 5100 1.35
2014-11-28 1.35 1.35 1 1 3800 1
2014-12-01 1.15 1.15 0.95 0.95 11500 0.95
2014-12-02 0.95 0.95 0.95 0.95 1800 0.95
2014-12-03 1.05 1.05 0.9 1 167400 1
2014-12-04 1.02 1.02 0.71 0.95 30300 0.95
2014-12-05 0.95 0.95 0.95 0.95 0 0.95
2014-12-08 0.95 0.95 0.95 0.95 0 0.95
2014-12-09 0.95 0.95 0.95 0.95 0 0.95
2014-12-10 0.95 0.95 0.9 0.9 29500 0.9
2014-12-11 0.91 0.95 0.91 0.95 11000 0.95
2014-12-12 0.95 0.95 0.95 0.95 0 0.95
2014-12-15 0.95 0.95 0.95 0.95 0 0.95
2014-12-16 0.85 0.85 0.8 0.8 4000 0.8
2014-12-17 0.8 0.8 0.75 0.8 72500 0.8
2014-12-18 0.8 0.8 0.8 0.8 0 0.8
2014-12-19 0.73 0.75 0.73 0.75 157300 0.75
2014-12-22 0.75 0.75 0.75 0.75 0 0.75
2014-12-23 0.75 0.75 0.75 0.75 0 0.75
2014-12-24 0.85 0.85 0.85 0.85 2500 0.85
2014-12-25 0.85 0.85 0.85 0.85 0 0.85
2014-12-26 0.85 0.85 0.85 0.85 0 0.85
2014-12-29 0.85 0.85 0.85 0.85 0 0.85
2014-12-30 0.85 0.85 0.85 0.85 0 0.85
2014-12-31 1 1 1 1 4000 1
2015-01-01 1 1 1 1 0 1
2015-01-02 1 1 1 1 0 1
2015-01-05 1 1 1 1 0 1
2015-01-06 1 1 1 1 0 1
2015-01-07 1 1 1 1 0 1
2015-01-08 1 1 1 1 1500 1
2015-01-09 1 1 1 1 0 1
2015-01-12 0.9 0.9 0.9 0.9 125000 0.9
2015-01-13 0.9 0.9 0.9 0.9 0 0.9
2015-01-14 0.9 0.9 0.9 0.9 0 0.9
2015-01-15 0.9 0.9 0.9 0.9 0 0.9
2015-01-16 0.9 0.9 0.9 0.9 0 0.9
2015-01-19 0.9 0.9 0.9 0.9 0 0.9
2015-01-20 0.9 0.9 0.9 0.9 0 0.9
2015-01-21 0.9 0.9 0.9 0.9 0 0.9
2015-01-22 0.9 0.9 0.9 0.9 12300 0.9
2015-01-23 0.5 0.9 0.5 0.89 15100 0.89
2015-01-26 0.7 0.7 0.7 0.7 500 0.7
2015-01-27 0.75 0.75 0.75 0.75 500 0.75
2015-01-28 0.75 0.75 0.75 0.75 12200 0.75
2015-01-29 0.75 0.75 0.75 0.75 0 0.75
2015-01-30 0.75 0.75 0.75 0.75 0 0.75
2015-02-02 0.75 0.75 0.75 0.75 0 0.75
2015-02-03 0.75 0.75 0.75 0.75 0 0.75
2015-02-04 0.75 0.75 0.75 0.75 0 0.75
2015-02-05 0.75 0.75 0.75 0.75 500 0.75
2015-02-06 0.75 0.75 0.75 0.75 0 0.75
2015-02-09 0.75 0.75 0.75 0.75 0 0.75
2015-02-10 0.75 0.75 0.75 0.75 0 0.75
2015-02-11 0.75 0.75 0.75 0.75 0 0.75
2015-02-12 0.75 0.75 0.75 0.75 10000 0.75
2015-02-13 0.75 0.75 0.75 0.75 0 0.75
2015-02-16 0.75 0.75 0.75 0.75 0 0.75
2015-02-17 0.75 0.75 0.75 0.75 0 0.75
2015-02-18 0.75 0.75 0.75 0.75 0 0.75
2015-02-19 0.75 0.75 0.75 0.75 0 0.75
2015-02-20 0.75 0.75 0.75 0.75 0 0.75
2015-02-23 0.75 0.75 0.75 0.75 0 0.75
2015-02-24 0.75 0.75 0.75 0.75 2000 0.75
2015-02-25 0.66 0.66 0.66 0.66 1300 0.66
2015-02-26 0.75 0.76 0.75 0.75 10000 0.75
2015-02-27 0.75 0.75 0.75 0.75 0 0.75
2015-03-02 0.75 0.75 0.75 0.75 0 0.75
2015-03-03 0.7 0.7 0.7 0.7 10000 0.7
2015-03-04 0.7 0.7 0.7 0.7 0 0.7
2015-03-05 0.7 0.7 0.7 0.7 0 0.7
2015-03-06 0.7 0.7 0.7 0.7 0 0.7
2015-03-09 0.7 0.7 0.7 0.7 0 0.7
2015-03-10 0.7 0.7 0.7 0.7 0 0.7
2015-03-11 0.7 0.7 0.7 0.7 0 0.7
2015-03-12 0.7 0.7 0.7 0.7 1200 0.7
2015-03-13 0.7 0.7 0.7 0.7 0 0.7
2015-03-16 0.7 0.7 0.7 0.7 0 0.7
2015-03-17 0.7 0.7 0.7 0.7 0 0.7
2015-03-18 0.65 0.65 0.65 0.65 2000 0.65
2015-03-19 0.65 0.65 0.65 0.65 0 0.65
2015-03-20 0.63 0.63 0.63 0.63 4000 0.63
2015-03-23 0.71 0.71 0.71 0.71 4500 0.71
2015-03-24 0.73 0.73 0.73 0.73 4900 0.73
2015-03-25 0.73 0.73 0.73 0.73 0 0.73
2015-03-26 0.76 0.76 0.76 0.76 500 0.76
2015-03-27 0.76 0.76 0.76 0.76 2000 0.76
2015-03-30 0.76 0.76 0.76 0.76 0 0.76
2015-03-31 0.76 0.76 0.76 0.76 0 0.76
2015-04-01 0.76 0.76 0.76 0.76 0 0.76
2015-04-02 0.76 0.76 0.76 0.76 0 0.76
2015-04-03 0.76 0.76 0.76 0.76 0 0.76
2015-04-06 0.76 0.76 0.76 0.76 0 0.76
2015-04-07 0.9 0.9 0.9 0.9 4300 0.9
2015-04-08 0.9 0.9 0.75 0.75 14200 0.75
2015-04-09 0.75 0.76 0.75 0.76 9500 0.76
2015-04-10 0.76 0.76 0.76 0.76 0 0.76
2015-04-13 0.76 0.76 0.76 0.76 0 0.76
2015-04-14 0.9 0.9 0.9 0.9 600 0.9
2015-04-15 0.9 0.9 0.9 0.9 0 0.9
2015-04-16 0.9 0.9 0.9 0.9 0 0.9
2015-04-17 0.9 0.9 0.9 0.9 0 0.9
2015-04-20 0.9 0.9 0.9 0.9 0 0.9
2015-04-21 0.9 0.9 0.9 0.9 0 0.9
2015-04-22 0.9 0.9 0.9 0.9 0 0.9
2015-04-23 0.9 0.9 0.9 0.9 0 0.9
2015-04-24 0.9 0.9 0.9 0.9 0 0.9
2015-04-27 0.9 0.9 0.9 0.9 0 0.9
2015-04-28 0.9 0.9 0.9 0.9 0 0.9
2015-04-29 0.9 0.9 0.9 0.9 0 0.9
2015-04-30 0.9 0.9 0.9 0.9 0 0.9
2015-05-01 0.9 0.9 0.9 0.9 0 0.9
2015-05-04 0.9 0.9 0.9 0.9 0 0.9
2015-05-05 0.9 0.9 0.9 0.9 0 0.9
2015-05-06 0.9 0.9 0.9 0.9 0 0.9
2015-05-07 0.9 0.9 0.9 0.9 0 0.9
2015-05-08 0.9 0.9 0.9 0.9 0 0.9
2015-05-11 0.9 0.9 0.9 0.9 0 0.9
2015-05-12 0.9 0.9 0.9 0.9 0 0.9
2015-05-13 0.9 0.9 0.9 0.9 0 0.9
2015-05-14 0.9 0.9 0.9 0.9 0 0.9
2015-05-15 0.9 0.9 0.9 0.9 0 0.9
2015-05-18 0.9 0.9 0.9 0.9 0 0.9
2015-05-19 0.9 0.9 0.9 0.9 0 0.9
2015-05-20 0.58 0.6 0.52 0.6 22000 0.6
2015-05-21 0.6 0.6 0.6 0.6 500 0.6
2015-05-22 0.54 0.54 0.54 0.54 2700 0.54
2015-05-25 0.54 0.54 0.54 0.54 0 0.54
2015-05-26 0.54 0.54 0.54 0.54 0 0.54
2015-05-27 0.54 0.54 0.54 0.54 0 0.54
2015-05-28 0.54 0.54 0.54 0.54 0 0.54
2015-05-29 0.5 0.5 0.5 0.5 2000 0.5
2015-06-01 0.5 0.5 0.5 0.5 500 0.5
2015-06-02 0.5 0.5 0.5 0.5 0 0.5
2015-06-03 0.5 0.5 0.5 0.5 0 0.5
2015-06-04 0.5 0.5 0.5 0.5 0 0.5
2015-06-05 0.5 0.5 0.45 0.45 1200 0.45
2015-06-08 0.45 0.45 0.45 0.45 0 0.45
2015-06-09 0.45 0.45 0.43 0.43 8500 0.43
2015-06-10 0.42 0.42 0.42 0.42 3000 0.42
2015-06-11 0.42 0.42 0.42 0.42 0 0.42
2015-06-12 0.42 0.42 0.42 0.42 0 0.42
2015-06-15 0.42 0.42 0.42 0.42 500 0.42
2015-06-16 0.41 0.41 0.405 0.405 3000 0.405
2015-06-17 0.405 0.405 0.405 0.405 0 0.405
2015-06-18 0.405 0.405 0.405 0.405 0 0.405
2015-06-19 0.405 0.405 0.405 0.405 0 0.405
2015-06-22 0.4 0.4 0.35 0.35 7000 0.35
2015-06-23 0.35 0.35 0.35 0.35 0 0.35
2015-06-24 0.35 0.35 0.35 0.35 1500 0.35
2015-06-25 0.4 0.4 0.4 0.4 125300 0.4
2015-06-26 0.4 0.4 0.4 0.4 0 0.4
2015-06-29 0.35 0.35 0.35 0.35 500 0.35
2015-06-30 0.35 0.35 0.35 0.35 0 0.35
2015-07-01 0.35 0.35 0.35 0.35 0 0.35
2015-07-02 0.35 0.35 0.35 0.35 0 0.35
2015-07-03 0.35 0.35 0.35 0.35 0 0.35
2015-07-06 0.35 0.35 0.35 0.35 5000 0.35
2015-07-07 0.365 0.39 0.365 0.39 5000 0.39
2015-07-08 0.35 0.39 0.35 0.39 55000 0.39
2015-07-09 0.48 0.48 0.48 0.48 10000 0.48
2015-07-10 0.45 0.45 0.45 0.45 5000 0.45
2015-07-13 0.45 0.45 0.45 0.45 0 0.45
2015-07-14 0.45 0.45 0.45 0.45 0 0.45
2015-07-15 0.4 0.4 0.4 0.4 500 0.4
2015-07-16 0.4 0.4 0.4 0.4 0 0.4
2015-07-17 0.4 0.4 0.4 0.4 0 0.4
2015-07-20 0.4 0.4 0.4 0.4 0 0.4
2015-07-21 0.4 0.4 0.4 0.4 4000 0.4
2015-07-22 0.4 0.4 0.4 0.4 0 0.4
2015-07-23 0.4 0.4 0.4 0.4 0 0.4
2015-07-24 0.4 0.4 0.4 0.4 4000 0.4
2015-07-27 0.4 0.4 0.4 0.4 0 0.4
2015-07-28 0.4 0.4 0.4 0.4 0 0.4
2015-07-29 0.4 0.4 0.4 0.4 0 0.4
2015-07-30 0.4 0.4 0.4 0.4 0 0.4
2015-07-31 0.4 0.4 0.4 0.4 5000 0.4
2015-08-03 0.4 0.4 0.4 0.4 0 0.4
2015-08-04 0.4 0.4 0.4 0.4 0 0.4
2015-08-05 0.4 0.4 0.4 0.4 0 0.4
2015-08-06 0.4 0.4 0.4 0.4 0 0.4
2015-08-07 0.4 0.4 0.4 0.4 0 0.4
2015-08-10 0.4 0.4 0.4 0.4 0 0.4
2015-08-11 0.4 0.4 0.4 0.4 0 0.4
2015-08-12 0.4 0.4 0.4 0.4 0 0.4
2015-08-13 0.4 0.4 0.4 0.4 0 0.4
2015-08-14 0.4 0.4 0.4 0.4 0 0.4
2015-08-17 0.4 0.405 0.4 0.405 126800 0.405
2015-08-18 0.405 0.405 0.405 0.405 0 0.405
2015-08-19 0.355 0.355 0.35 0.35 2500 0.35
2015-08-20 0.35 0.35 0.35 0.35 0 0.35
2015-08-21 0.35 0.35 0.35 0.35 0 0.35
2015-08-24 0.355 0.355 0.35 0.35 3500 0.35
2015-08-25 0.35 0.35 0.35 0.35 0 0.35
2015-08-26 0.35 0.35 0.35 0.35 0 0.35
2015-08-27 0.35 0.35 0.35 0.35 0 0.35
2015-08-28 0.34 0.34 0.33 0.33 7500 0.33
2015-08-31 0.32 0.32 0.32 0.32 700 0.32
2015-09-01 0.34 0.34 0.34 0.34 17500 0.34
2015-09-02 0.34 0.34 0.34 0.34 0 0.34
2015-09-03 0.35 0.35 0.34 0.34 19500 0.34
2015-09-04 0.34 0.34 0.34 0.34 0 0.34
2015-09-07 0.34 0.34 0.34 0.34 0 0.34
2015-09-08 0.34 0.34 0.34 0.34 1000 0.34
2015-09-09 0.34 0.34 0.34 0.34 0 0.34
2015-09-10 0.34 0.34 0.34 0.34 0 0.34
2015-09-11 0.34 0.34 0.34 0.34 0 0.34
2015-09-14 0.34 0.34 0.34 0.34 18500 0.34
2015-09-15 0.34 0.34 0.34 0.34 0 0.34
2015-09-16 0.34 0.34 0.34 0.34 0 0.34
2015-09-17 0.34 0.34 0.34 0.34 4500 0.34
2015-09-18 0.34 0.34 0.34 0.34 5500 0.34
2015-09-21 0.34 0.34 0.34 0.34 5000 0.34
2015-09-22 0.34 0.34 0.34 0.34 21000 0.34
2015-09-23 0.34 0.34 0.34 0.34 5500 0.34
2015-09-24 0.34 0.4 0.32 0.4 9000 0.4
2015-09-25 0.34 0.345 0.34 0.34 12300 0.34
2015-09-28 0.34 0.34 0.34 0.34 22000 0.34
2015-09-29 0.34 0.34 0.34 0.34 0 0.34
2015-09-30 0.34 0.34 0.34 0.34 24500 0.34
2015-10-01 0.31 0.31 0.31 0.31 700 0.31
2015-10-02 0.31 0.31 0.31 0.31 0 0.31
2015-10-05 0.33 0.33 0.33 0.33 1500 0.33
2015-10-06 0.315 0.315 0.31 0.31 17000 0.31
2015-10-07 0.3 0.3 0.3 0.3 5000 0.3
2015-10-08 0.295 0.295 0.295 0.295 7000 0.295
2015-10-09 0.28 0.28 0.28 0.28 5900 0.28
2015-10-12 0.28 0.28 0.28 0.28 0 0.28
2015-10-13 0.285 0.29 0.28 0.28 18400 0.28
2015-10-14 0.29 0.29 0.29 0.29 14000 0.29
2015-10-15 0.29 0.29 0.275 0.275 21000 0.275
2015-10-16 0.275 0.275 0.275 0.275 0 0.275
2015-10-19 0.275 0.275 0.275 0.275 15500 0.275
2015-10-20 0.28 0.28 0.28 0.28 1500 0.28
2015-10-21 0.28 0.28 0.28 0.28 0 0.28
2015-10-22 0.28 0.28 0.28 0.28 7000 0.28
2015-10-23 0.28 0.28 0.28 0.28 0 0.28
2015-10-26 0.28 0.28 0.28 0.28 1500 0.28
2015-10-27 0.28 0.285 0.28 0.285 8600 0.285
2015-10-28 0.32 0.325 0.32 0.325 3100 0.325
2015-10-29 0.325 0.325 0.325 0.325 0 0.325
2015-10-30 0.325 0.325 0.325 0.325 0 0.325
