"Index" "LPE.Open" "LPE.High" "LPE.Low" "LPE.Close" "LPE.Volume" "LPE.Adjusted"
2014-10-28 60.29 61.312 60.29 61.312 0 61.312
2014-10-29 62.211 62.211 61.912 61.912 0 61.912
2014-10-30 61.772 63.25 61.772 63.25 0 63.25
2014-10-31 63.25 63.75 63.25 63.75 0 63.75
2014-11-03 63.75 64.145 63.75 64.145 0 64.145
2014-11-04 64.05 64.05 64.05 64.05 0 64.05
2014-11-05 64.99 65.332 64.99 65.332 0 65.332
2014-11-06 65.15 65.15 65.15 65.15 0 65.15
2014-11-07 64.972 64.972 64.972 64.972 0 64.972
2014-11-10 64.76 64.76 64.468 64.468 0 64.468
2014-11-11 64.05 64.277 64.05 64.137 0 64.137
2014-11-12 64.06 64.06 64 64 0 64
2014-11-13 63.86 63.935 63.86 63.935 0 63.935
2014-11-14 63.26 64.2 63.26 64.2 0 64.2
2014-11-17 64.05 64.556 64.05 64.556 0 64.556
2014-11-18 64.46 65.228 64.46 65.228 0 65.228
2014-11-19 65.25 65.513 65.25 65.5 0 65.5
2014-11-20 65.45 65.484 65.45 65.484 0 65.484
2014-11-21 65.424 65.68 65.424 65.66 0 65.66
2014-11-24 65.5 65.5 65 65.35 0 65.35
2014-11-25 65.786 65.786 65.655 65.655 0 65.655
2014-11-26 65.612 65.85 65.612 65.85 0 65.85
2014-11-27 65.901 68.179 65.901 68.179 0 68.179
2014-11-28 67.97 68.967 67.97 68.967 0 68.967
2014-12-01 68.75 68.75 67.95 67.95 0 67.95
2014-12-02 67.954 68.505 67.954 68.505 0 68.505
2014-12-03 68.387 68.387 67.596 68.05 0 68.05
2014-12-04 68.116 68.62 67.307 67.307 0 67.307
2014-12-05 67.174 67.85 67.174 67.85 0 67.85
2014-12-08 67.85 67.85 67.4 67.4 0 67.4
2014-12-09 67.4 67.7 67.4 67.555 0 67.555
2014-12-10 66.995 67.474 66.995 67.367 0 67.367
2014-12-11 67.25 68.657 67.25 68.657 0 68.657
2014-12-12 68.41 68.533 67.957 67.957 0 67.957
2014-12-15 67.95 68.025 67.712 67.841 0 67.841
2014-12-16 67.807 68.013 67.707 67.707 0 67.707
2014-12-17 67.55 67.939 67.536 67.55 0 67.55
2014-12-18 67.55 67.616 67.476 67.476 0 67.476
2014-12-19 67.395 67.693 67.35 67.35 0 67.35
2014-12-22 67.234 67.234 67.234 67.234 0 67.234
2014-12-23 67.012 67.012 66.86 66.86 0 66.86
2014-12-24 66.86 66.86 66.86 66.86 0 66.86
2014-12-25 66.86 66.86 66.86 66.86 0 66.86
2014-12-26 66.86 66.86 66.86 66.86 0 66.86
2014-12-29 66.86 66.86 66.86 66.86 0 66.86
2014-12-30 66.05 66.05 66.05 66.05 0 66.05
2014-12-31 66.05 66.05 66.05 66.05 0 66.05
2015-01-01 66.05 66.05 66.05 66.05 0 66.05
2015-01-02 65.865 65.947 65.865 65.947 0 65.947
2015-01-05 64.75 64.75 64.646 64.646 0 64.646
2015-01-06 64.7 64.7 64.5 64.5 0 64.5
2015-01-07 64.301 64.301 64.301 64.301 0 64.301
2015-01-08 61.75 61.863 61.75 61.863 0 61.863
2015-01-09 62.1 63.2 62.1 63.2 0 63.2
2015-01-12 62.97 63.5 62.97 63.25 0 63.25
2015-01-13 63.273 64 63.273 64 0 64
2015-01-14 63.75 64 63.75 64 0 64
2015-01-15 63.75 64.2 63.75 64.2 0 64.2
2015-01-16 64.25 64.25 64.25 64.25 0 64.25
2015-01-19 63.752 65.5 63.752 65.5 200 65.5
2015-01-20 65.329 65.35 65.329 65.35 0 65.35
2015-01-21 65.35 65.35 65.35 65.35 0 65.35
2015-01-22 66.03 66.03 66.03 66.03 0 66.03
2015-01-23 66.861 66.861 66.861 66.861 0 66.861
2015-01-26 67.1 68.3 67.1 68.3 0 68.3
2015-01-27 67.73 68.43 67.73 68.42 0 68.42
2015-01-28 67.945 67.945 67.833 67.833 0 67.833
2015-01-29 67.05 67.502 67.05 67.264 0 67.264
2015-01-30 67.401 69.46 67.401 69.46 0 69.46
2015-02-02 69.46 70.35 69.46 70.35 0 70.35
2015-02-03 70.367 70.725 70.367 70.725 0 70.725
2015-02-04 70.395 70.395 70.15 70.207 0 70.207
2015-02-05 69.55 69.632 69.539 69.632 0 69.632
2015-02-06 69.46 69.645 69.46 69.643 0 69.643
2015-02-09 69.48 69.72 69.207 69.52 0 69.52
2015-02-10 69.37 69.646 69.064 69.29 0 69.29
2015-02-11 69.29 69.46 69.264 69.46 0 69.46
2015-02-12 69.482 69.79 69.482 69.79 0 69.79
2015-02-13 69.862 69.885 69.862 69.885 0 69.885
2015-02-16 69.45 69.905 69.45 69.905 0 69.905
2015-02-17 69.65 69.65 69.541 69.541 0 69.541
2015-02-18 69.352 69.659 69.352 69.659 0 69.659
2015-02-19 69.35 69.889 69.35 69.65 0 69.65
2015-02-20 69.65 69.8 69.61 69.61 0 69.61
2015-02-23 69.779 69.779 69.65 69.65 0 69.65
2015-02-24 69.51 69.65 69.25 69.25 0 69.25
2015-02-25 69.25 69.463 69.25 69.463 0 69.463
2015-02-26 69.07 69.498 69.07 69.233 0 69.233
2015-02-27 69.03 69.493 69.03 69.42 0 69.42
2015-03-02 69.28 69.28 69.28 69.28 0 69.28
2015-03-03 69.33 69.33 69.213 69.213 0 69.213
2015-03-04 69.12 69.584 69.12 69.55 0 69.55
2015-03-05 69.583 69.939 69.583 69.92 0 69.92
2015-03-06 69.921 70.7 69.921 70.7 0 70.7
2015-03-09 70.55 70.9 70.55 70.9 0 70.9
2015-03-10 70.81 71.068 70.81 71.068 0 71.068
2015-03-11 71.276 71.276 70.762 70.98 0 70.98
2015-03-12 71.766 72.295 71.766 72.064 0 72.064
2015-03-13 70.846 71.217 70.706 70.708 0 70.708
2015-03-16 70.709 70.709 69.8 70.381 0 70.381
2015-03-17 70.26 70.604 70.26 70.493 0 70.493
2015-03-18 70.106 70.8 70.106 70.8 0 70.8
2015-03-19 70.65 72.004 70.65 71.799 0 71.799
2015-03-20 71.769 75.167 71.769 75.167 200 75.167
2015-03-23 76.1 80.91 75.967 80.91 0 80.91
2015-03-24 80.91 81.62 80.25 80.25 0 80.25
2015-03-25 80.25 80.25 78.932 78.932 0 78.932
2015-03-26 78.75 78.75 77.292 77.292 0 77.292
2015-03-27 76.989 77.459 76.989 77.258 0 77.258
2015-03-30 77.01 78 77.01 78 0 78
2015-03-31 78.11 79.96 78.11 79.96 0 79.96
2015-04-01 79.7 80.941 79.7 80.913 0 80.913
2015-04-02 80.758 81.9 80.758 81.9 0 81.9
2015-04-03 81.9 81.9 81.9 81.9 0 81.9
2015-04-06 81.9 81.9 81.9 81.9 0 81.9
2015-04-07 81.194 82.078 81.194 81.224 0 81.224
2015-04-08 81.75 82.207 81.75 81.96 0 81.96
2015-04-09 82.246 82.42 82.246 82.42 0 82.42
2015-04-10 82.417 82.945 82.417 82.901 0 82.901
2015-04-13 82.98 83.446 82.98 83.446 0 83.446
2015-04-14 83.35 83.576 83.35 83.45 0 83.45
2015-04-15 83.37 83.935 83.37 83.754 0 83.754
2015-04-16 83.76 83.9 83.4 83.4 0 83.4
2015-04-17 83.27 83.75 83.27 83.703 0 83.703
2015-04-20 83.762 83.8 83.758 83.769 0 83.769
2015-04-21 83.712 83.712 82.11 82.11 0 82.11
2015-04-22 82.229 82.89 82.229 82.75 0 82.75
2015-04-23 82.834 83.425 82.834 82.986 0 82.986
2015-04-24 82.806 83.267 82.806 83.207 0 83.207
2015-04-27 83.459 83.835 83.426 83.426 0 83.426
2015-04-28 83.35 83.662 83.35 83.482 0 83.482
2015-04-29 83.8 83.894 83.507 83.507 0 83.507
2015-04-30 83.804 83.804 83.435 83.454 0 83.454
2015-05-01 83.454 83.454 83.454 83.454 0 83.454
2015-05-04 83.38 83.891 83.38 83.839 0 83.839
2015-05-05 83.75 84.066 83.75 84.066 0 84.066
2015-05-06 83.848 83.91 83.266 83.493 0 83.493
2015-05-07 83.75 83.75 82.944 82.944 0 82.944
2015-05-08 83.156 83.661 83.156 83.652 0 83.652
2015-05-11 83.55 83.93 83.55 83.92 0 83.92
2015-05-12 83.77 83.964 83.77 83.855 0 83.855
2015-05-13 83.897 83.959 83.897 83.9 0 83.9
2015-05-14 83.76 83.76 83.76 83.76 0 83.76
2015-05-15 83.96 83.975 83.96 83.975 0 83.975
2015-05-18 84.688 85.047 84.554 84.56 0 84.56
2015-05-19 84.698 84.924 84.489 84.489 0 84.489
2015-05-20 84.55 84.569 83.75 83.75 0 83.75
2015-05-21 83.75 83.945 83.75 83.945 0 83.945
2015-05-22 84 84.302 83.901 84.299 0 84.299
2015-05-25 84.299 84.299 84.299 84.299 0 84.299
2015-05-26 84.59 85.48 84.484 84.55 0 84.55
2015-05-27 84.55 84.678 84.401 84.401 0 84.401
2015-05-28 84.45 84.45 83.06 83.06 0 83.06
2015-05-29 83.084 83.892 82.903 82.903 0 82.903
2015-06-01 83.895 83.983 83.663 83.75 0 83.75
2015-06-02 83.779 83.9 83.723 83.8 0 83.8
2015-06-03 83.75 83.837 83.745 83.796 0 83.796
2015-06-04 83.65 83.913 83.65 83.785 0 83.785
2015-06-05 83.75 83.863 83.748 83.748 0 83.748
2015-06-08 83.75 83.902 83.75 83.902 0 83.902
2015-06-09 83.76 83.879 83.76 83.812 0 83.812
2015-06-10 83.75 84.01 83.75 83.907 0 83.907
2015-06-11 83.91 84.653 83.91 84.317 0 84.317
2015-06-12 84.25 84.333 84.25 84.309 0 84.309
2015-06-15 83.65 84.201 83.65 84.2 0 84.2
2015-06-16 84.05 84.05 83.8 83.9 0 83.9
2015-06-17 83.871 84.2 83.795 83.85 0 83.85
2015-06-18 83.85 83.962 83.817 83.817 0 83.817
2015-06-19 83.89 84.113 83.799 83.809 0 83.809
2015-06-22 83.648 83.845 83.648 83.845 0 83.845
2015-06-23 83.816 83.899 83.742 83.899 0 83.899
2015-06-24 83.787 83.871 83.787 83.866 0 83.866
2015-06-25 83.838 83.943 78.331 79.907 0 79.907
2015-06-26 79.87 80.764 79.87 80.764 0 80.764
2015-06-29 80.757 81.553 79.043 81.315 0 81.315
2015-06-30 81.315 82.079 80.903 82.079 0 82.079
2015-07-01 81.983 82.365 81.844 82.365 0 82.365
2015-07-02 82.203 82.386 82.203 82.364 0 82.364
2015-07-03 82.255 82.255 80.903 80.903 0 80.903
2015-07-06 80.357 80.712 80.247 80.712 0 80.712
2015-07-07 80.757 82.904 80.757 82.472 0 82.472
2015-07-08 83.854 83.854 83.06 83.06 0 83.06
2015-07-09 83.211 83.211 82.54 83.111 0 83.111
2015-07-10 83.05 83.925 82.804 83.705 200 83.705
2015-07-13 83.748 83.908 83.535 83.748 0 83.748
2015-07-14 83.748 83.766 83.735 83.735 0 83.735
2015-07-15 83.648 84.117 83.648 84.117 0 84.117
2015-07-16 84.343 84.343 82.907 82.907 0 82.907
2015-07-17 82.751 82.95 82.751 82.887 0 82.887
2015-07-20 82.651 83.006 82.651 83.006 0 83.006
2015-07-21 82.861 82.946 81.903 81.904 0 81.904
2015-07-22 81.804 81.906 81.435 81.499 0 81.499
2015-07-23 81.544 81.834 81.544 81.834 0 81.834
2015-07-24 81.754 81.885 81.355 81.355 0 81.355
2015-07-27 81.355 81.905 81.355 81.545 0 81.545
2015-07-28 81.656 82.124 81.656 81.993 0 81.993
2015-07-29 78.813 81.267 78.813 81.267 0 81.267
2015-07-30 81.806 82.889 81.166 82.889 0 82.889
2015-07-31 82.111 82.792 82.111 82.792 0 82.792
2015-08-03 82.771 83.465 82.771 83.465 0 83.465
2015-08-04 83.758 83.758 83.306 83.306 0 83.306
2015-08-05 83.263 83.34 83.153 83.269 0 83.269
2015-08-06 83.269 83.282 83.12 83.282 0 83.282
2015-08-07 83.12 83.26 82.907 83.03 0 83.03
2015-08-10 83.025 83.025 82.721 82.771 0 82.771
2015-08-11 82.671 83.44 82.671 83.04 0 83.04
2015-08-12 83.04 83.04 82.635 82.715 0 82.715
2015-08-13 82.591 82.626 82.468 82.514 0 82.514
2015-08-14 82.362 82.535 82.362 82.418 0 82.418
2015-08-17 82.571 82.571 82.453 82.453 0 82.453
2015-08-18 82.316 82.401 81.975 82.018 0 82.018
2015-08-19 82.053 82.053 81.402 81.408 0 81.408
2015-08-20 81.265 81.265 80.91 80.91 0 80.91
2015-08-21 79.986 80.403 79.986 80.088 0 80.088
2015-08-24 79.344 79.344 78.443 78.443 0 78.443
2015-08-25 79.162 79.592 79.155 79.592 0 79.592
2015-08-26 79.76 81.126 79.605 81.126 0 81.126
2015-08-27 80.715 80.715 79.89 79.89 0 79.89
2015-08-28 79.939 80.039 79.904 80.039 0 80.039
2015-08-31 79.86 80.066 79.86 80.066 0 80.066
2015-09-01 79.86 79.935 79.86 79.904 0 79.904
2015-09-02 79.76 79.76 79.63 79.63 0 79.63
2015-09-03 79.889 79.889 79.463 79.507 0 79.507
2015-09-04 79.66 79.662 79.645 79.66 0 79.66
2015-09-07 79.66 79.66 79.66 79.66 0 79.66
2015-09-08 78.994 79.001 78.957 78.957 0 78.957
2015-09-09 79.012 79.168 79.012 79.168 0 79.168
2015-09-10 79.162 79.301 79.162 79.301 0 79.301
2015-09-11 79.327 79.327 79.327 79.327 0 79.327
2015-09-14 79.169 79.291 79.154 79.291 0 79.291
2015-09-15 79.429 79.53 79.429 79.456 0 79.456
2015-09-16 79.842 79.842 79.361 79.412 0 79.412
2015-09-17 79.324 79.584 79.324 79.563 0 79.563
2015-09-18 79.74 79.74 78.265 78.265 0 78.265
2015-09-21 78.265 78.265 76.935 76.935 0 76.935
2015-09-22 77.287 77.292 77.209 77.209 0 77.209
2015-09-23 77.068 77.148 77.068 77.148 0 77.148
2015-09-24 77.168 77.227 76.934 76.934 0 76.934
2015-09-25 76.829 77.015 76.819 76.819 0 76.819
2015-09-28 76.819 76.819 76.769 76.769 0 76.769
2015-09-29 76.769 76.989 76.769 76.774 0 76.774
2015-09-30 76.57 76.934 76.57 76.934 0 76.934
2015-10-01 77.031 77.833 76.948 77.833 0 77.833
2015-10-02 77.377 79.405 77.377 78.632 0 78.632
2015-10-05 78.763 79.198 78.407 78.409 0 78.409
2015-10-06 78.464 78.712 78.411 78.484 0 78.484
2015-10-07 78.464 78.609 78.464 78.464 0 78.464
2015-10-08 78.464 78.646 77.408 77.548 0 77.548
2015-10-09 77.696 78.082 77.696 78.082 0 78.082
2015-10-12 78.165 78.705 77.913 78.619 0 78.619
2015-10-13 79.672 79.726 79.271 79.271 0 79.271
2015-10-14 79.271 79.604 79.271 79.409 0 79.409
2015-10-15 79.471 79.471 79.106 79.319 0 79.319
2015-10-16 79.432 79.432 79.28 79.28 0 79.28
2015-10-19 79.252 79.298 78.853 78.853 0 78.853
2015-10-20 78.823 79.1 78.823 78.939 0 78.939
2015-10-21 78.384 78.646 78.384 78.414 0 78.414
2015-10-22 78.364 78.486 78.364 78.38 0 78.38
2015-10-23 78.265 78.274 78.227 78.265 0 78.265
2015-10-26 78.265 78.407 78.121 78.406 0 78.406
2015-10-27 78.414 78.424 78.028 78.111 0 78.111
2015-10-28 78.325 78.43 78.028 78.28 0 78.28
2015-10-29 78.135 78.189 77.908 78.189 0 78.189
2015-10-30 78.165 78.407 77.973 78.125 0 78.125
