"Index" "R6.Open" "R6.High" "R6.Low" "R6.Close" "R6.Volume" "R6.Adjusted"
2013-04-05 398.52 398.52 398.52 398.52 0 398.52
2013-04-08 400.18 400.18 400.18 400.18 0 400.18
2013-04-09 405.32 405.32 405.32 405.32 0 405.32
2013-04-10 409.42 409.42 409.42 409.42 0 409.42
2013-04-11 409.49 409.49 409.49 409.49 0 409.49
2013-04-12 405.76 405.76 405.76 405.76 0 405.76
2013-04-15 396.58 396.58 396.58 396.58 0 396.58
2013-04-16 398.56 398.56 398.56 398.56 0 398.56
2013-04-17 393.03 393.03 393.03 393.03 0 393.03
2013-04-18 392.73 392.73 392.73 392.73 0 392.73
2013-04-19 396.26 396.26 396.26 396.26 0 396.26
2013-04-22 396.77 396.77 396.77 396.77 0 396.77
2013-04-23 398.46 398.46 398.46 398.46 0 398.46
2013-04-24 391.43 391.43 391.43 391.43 0 391.43
2013-04-25 394.61 394.61 394.61 394.61 0 394.61
2013-04-26 388.54 388.54 388.54 388.54 0 388.54
2013-04-29 388.68 388.68 388.68 388.68 0 388.68
2013-04-30 392.28 392.28 392.28 392.28 0 392.28
2013-05-01 392.28 392.28 392.28 392.28 0 392.28
2013-05-02 391.14 391.14 391.14 391.14 0 391.14
2013-05-03 395.59 395.59 395.59 395.59 0 395.59
2013-05-06 392.5 392.5 392.5 392.5 0 392.5
2013-05-07 395.23 395.23 395.23 395.23 0 395.23
2013-05-08 393.34 393.34 393.34 393.34 0 393.34
2013-05-09 389.88 389.88 389.88 389.88 0 389.88
2013-05-10 390.58 390.58 390.58 390.58 0 390.58
2013-05-13 390.68 390.68 390.68 390.68 0 390.68
2013-05-14 392.45 392.45 392.45 392.45 0 392.45
2013-05-15 392.19 392.19 392.19 392.19 0 392.19
2013-05-16 391.01 391.01 391.01 391.01 0 391.01
2013-05-17 391.44 391.44 391.44 391.44 0 391.44
2013-05-20 384.94 384.94 384.94 384.94 0 384.94
2013-05-21 379.52 379.52 379.52 379.52 0 379.52
2013-05-22 375.41 375.41 375.41 375.41 0 375.41
2013-05-23 378.74 378.74 378.74 378.74 0 378.74
2013-05-24 378.88 378.88 378.88 378.88 0 378.88
2013-05-27 375.75 375.75 375.75 375.75 0 375.75
2013-05-28 381.84 381.84 381.84 381.84 0 381.84
2013-05-29 380.76 380.76 380.76 380.76 0 380.76
2013-05-30 383.82 383.82 383.82 383.82 0 383.82
2013-05-31 389.08 389.08 389.08 389.08 0 389.08
2013-06-03 384.86 384.86 384.86 384.86 0 384.86
2013-06-04 381.8 381.8 381.8 381.8 0 381.8
