"Index" "PM.Open" "PM.High" "PM.Low" "PM.Close" "PM.Volume" "PM.Adjusted"
2013-03-26 91.540001 91.809998 90.989998 91.760002 4675200 81.802767
2013-03-27 91.290001 92.639999 91.239998 92 4168300 82.016722
2013-03-28 92.040001 92.940002 91.949997 92.709999 4424700 82.649676
2013-04-01 92.739998 92.809998 92.07 92.779999 2946600 82.71208
2013-04-02 93.050003 94.449997 92.900002 94.410004 4619000 84.165207
2013-04-03 94.580002 95.32 94.07 94.360001 6293500 84.12063
2013-04-04 94.739998 95.260002 94.349998 94.529999 3820000 84.272181
2013-04-05 93.790001 94 92.330002 92.720001 5033400 82.658593
2013-04-08 92.940002 94.489998 92.800003 94.440002 3674300 84.19195
2013-04-09 94.769997 95.099998 94.059998 94.540001 3295400 84.281097
2013-04-10 94.889999 95.419998 94.239998 95.260002 3744500 84.922969
2013-04-11 95.330002 96.07 95.029999 95.599998 3718300 85.226071
2013-04-12 95.669998 96.599998 95.300003 96.440002 3944500 85.974922
2013-04-15 95.940002 96.169998 94.089996 94.110001 5015900 83.897758
2013-04-16 94.459999 95.230003 93.730003 94.970001 5630000 84.664437
2013-04-17 94.57 94.720001 93.519997 94.040001 4342800 83.835354
2013-04-18 92 92.620003 90.699997 91.690002 8277400 81.740363
2013-04-19 91.940002 92.599998 91.5 91.949997 5951000 81.972145
2013-04-22 91.900002 92.949997 91.669998 92.82 4176900 82.74774
2013-04-23 93.279999 93.879997 92 93.599998 4274000 83.443098
2013-04-24 93.769997 94.940002 93.639999 94.050003 5209100 83.844271
2013-04-25 94.470001 94.809998 94.209999 94.639999 3363200 84.370245
2013-04-26 94.769997 95.720001 94.669998 95.309998 4369700 84.967539
2013-04-29 95.309998 96.120003 94.959999 95.959999 3802700 85.547006
2013-04-30 95.830002 95.900002 95.059998 95.589996 3716400 85.217154
2013-05-01 95.32 96.730003 95.220001 95.669998 5123100 85.288474
2013-05-02 95.879997 96.040001 94.540001 95.010002 5691600 84.700097
2013-05-03 95.459999 95.599998 94.050003 94.260002 5661500 84.031482
2013-05-06 93.779999 94.080002 92.849998 93.110001 6189600 83.006272
2013-05-07 93.120003 93.889999 93 93.610001 4977600 83.452015
2013-05-08 93.650002 94.559998 93.470001 94.510002 4239000 84.254354
2013-05-09 94.379997 94.540001 93.43 93.709999 3770900 83.541162
2013-05-10 93.949997 94.099998 93 93.32 5357900 83.193483
2013-05-13 93.160004 94.540001 93.029999 94.040001 4749300 83.835354
2013-05-14 93.970001 95.040001 93.839996 94.959999 4634400 84.65552
2013-05-15 95.059998 96.309998 94.970001 96.300003 5042600 85.850115
2013-05-16 95.809998 96.32 95.25 95.440002 5138800 85.083436
2013-05-17 95.529999 96.010002 94.959999 95.68 5141000 85.297391
2013-05-20 95.68 95.75 94.75 95 3855300 84.69118
2013-05-21 94.940002 94.970001 93.690002 94.400002 5202400 84.15629
2013-05-22 93.940002 95.330002 93.75 93.970001 7011900 83.772951
2013-05-23 93.400002 94.599998 93.300003 94.309998 5458000 84.076053
2013-05-24 93.860001 94.43 93.330002 94.120003 3815700 83.906675
2013-05-28 94.889999 95.599998 93.160004 93.360001 6276300 83.229144
2013-05-29 92.669998 92.739998 91.449997 92.25 6789000 82.239593
2013-05-30 92.25 92.910004 92.019997 92.419998 4373900 82.391144
2013-05-31 91.970001 92.57 90.889999 90.910004 7408600 81.045005
2013-06-03 90.949997 92.660004 90.199997 92.379997 6554000 82.355484
2013-06-04 92.379997 92.82 91.419998 91.889999 4728500 81.918658
2013-06-05 91.660004 91.720001 90.410004 90.470001 4480200 80.652749
2013-06-06 90.150002 92 89.43 92 9930500 82.016722
2013-06-07 92.650002 93.07 91.07 92.089996 5650600 82.096952
2013-06-10 92.260002 92.730003 91.410004 91.629997 3888200 81.68687
2013-06-11 91.089996 92.330002 90.849998 91.230003 3648100 81.330281
2013-06-12 91.699997 92.150002 91.099998 91.650002 4194800 81.704703
2013-06-13 91.739998 92.769997 91.360001 92.580002 3899900 82.533786
2013-06-14 92.32 93.169998 91.970001 92.120003 3811100 82.123703
2013-06-17 92.43 93 91.82 92.470001 4584500 82.435722
2013-06-18 92.510002 92.879997 91.940002 92.650002 2888100 82.596189
2013-06-19 92.730003 93.129997 90.260002 90.260002 4843400 80.465538
2013-06-20 89.860001 89.860001 86.330002 86.629997 9511400 77.229439
2013-06-21 87.480003 88.440002 86.650002 87.459999 11088400 77.969374
2013-06-24 86.610001 88.029999 86.050003 86.849998 6824800 77.425567
2013-06-25 86.57 86.940002 86.050003 86.5 6387200 77.87572
2013-06-26 87.120003 88.410004 86.940002 87.540001 6448100 78.81203
2013-06-27 88.370003 88.959999 87.690002 87.779999 5276500 79.0281
2013-06-28 87.5 88.32 86.559998 86.620003 11121000 77.983758
2013-07-01 87.110001 87.959999 87.110001 87.529999 5338100 78.803025
2013-07-02 87.389999 88.379997 87.050003 87.559998 4775900 78.830033
2013-07-03 87.080002 88.18 86.800003 87.75 2070400 79.001092
2013-07-05 88.120003 88.25 86.580002 87.510002 3039500 78.785022
2013-07-08 88.010002 89.120003 87.779999 88.57 4373500 79.739335
2013-07-09 89.279999 89.900002 88.93 89.18 4290500 80.288517
2013-07-10 89.220001 89.910004 88.220001 88.43 5005700 79.613294
2013-07-11 89.839996 91.080002 89.660004 90.339996 5808600 81.332859
2013-07-12 90.989998 91.400002 89.040001 89.699997 4957000 80.756669
2013-07-15 89.68 90.18 89.209999 89.610001 3612400 80.675646
2013-07-16 89.519997 90.75 89.309998 89.949997 4933700 80.981743
2013-07-17 90.260002 90.650002 89.709999 89.709999 4354200 80.765674
2013-07-18 88.279999 90.199997 87.650002 89.25 6148200 80.351538
2013-07-19 89.309998 89.489998 88.449997 88.610001 5242400 79.775348
2013-07-22 89 90.099998 88.57 89.230003 4326700 80.333535
2013-07-23 89.199997 89.68 88.580002 88.779999 4164800 79.928397
2013-07-24 88.839996 88.93 87.889999 88.540001 5171600 79.712328
2013-07-25 88.089996 89.669998 88.089996 89.220001 3956400 80.32453
2013-07-26 88.68 88.989998 87.720001 88.879997 3825700 80.018425
2013-07-29 88.599998 89.139999 88.349998 88.669998 3250200 79.829364
2013-07-30 89.099998 89.440002 88.669998 89.169998 3672200 80.279512
2013-07-31 89.139999 89.940002 88.830002 89.18 5371200 80.288517
2013-08-01 89.610001 89.900002 89.370003 89.709999 5262700 80.765674
2013-08-02 89.389999 89.75 89.110001 89.589996 3507000 80.657636
2013-08-05 89.389999 89.559998 88.709999 89.220001 2791100 80.32453
2013-08-06 89.010002 89.169998 88.559998 88.769997 4230000 79.919392
2013-08-07 88.650002 88.650002 87.879997 88.209999 4218900 79.415228
2013-08-08 88.519997 89.800003 88.410004 89.360001 4193400 80.450571
2013-08-09 89.349998 89.57 88.43 88.699997 3338200 79.856372
2013-08-12 88.209999 88.730003 88 88.300003 2918500 79.496258
2013-08-13 88.209999 88.589996 87.580002 88.330002 3035900 79.523266
2013-08-14 88.519997 88.980003 87.809998 88.18 2942200 79.38822
2013-08-15 87.790001 88.029999 86.949997 87.139999 3630400 78.45191
2013-08-16 86.699997 87.150002 85.599998 85.75 4711100 77.200497
2013-08-19 85.599998 85.800003 85.059998 85.160004 4447100 76.669325
2013-08-20 85.220001 85.239998 84.18 84.209999 5963200 75.814038
2013-08-21 84.129997 84.809998 83.669998 83.769997 7091700 75.417905
2013-08-22 83.739998 84.370003 83.739998 84.169998 4718800 75.778026
2013-08-23 84.349998 85.639999 84.269997 85.370003 4331400 76.858387
2013-08-26 85.5 85.650002 84.410004 84.410004 3420100 75.994102
2013-08-27 83.989998 84.589996 83.529999 84.110001 5002600 75.72401
2013-08-28 83.769997 83.809998 82.900002 82.949997 6096300 74.679662
2013-08-29 83.029999 84.419998 82.860001 83.879997 4510700 75.516939
2013-08-30 83.669998 84 83.150002 83.440002 4386000 75.120813
2013-09-03 83.830002 84.389999 83.160004 83.400002 4725500 75.0848
2013-09-04 83.279999 84.309998 83.199997 83.849998 3708000 75.489931
2013-09-05 83.959999 84.75 83.690002 84.099998 4310700 75.715005
2013-09-06 84.379997 84.620003 83.559998 84.190002 3574500 75.796036
2013-09-09 84.410004 84.519997 83.730003 84.510002 3965200 76.08413
2013-09-10 84.790001 84.910004 84.040001 84.230003 4462500 75.832048
2013-09-11 84.690002 86.580002 84.610001 86.559998 5591800 77.929736
2013-09-12 86.599998 86.730003 85.980003 86.279999 4237800 77.677654
2013-09-13 86.489998 87.879997 86.489998 87.779999 4455700 79.0281
2013-09-16 88.68 89.080002 87.730003 87.849998 4262900 79.09112
2013-09-17 87.769997 88.349998 87.720001 88.220001 4154100 79.424233
2013-09-18 88.309998 90.220001 87.830002 89.949997 5829800 80.981743
2013-09-19 90.080002 91.25 89.889999 90.540001 4761800 81.512922
2013-09-20 90.660004 90.959999 90.360001 90.470001 20793500 81.449902
2013-09-23 90.120003 90.160004 89.260002 89.75 13825500 80.801687
2013-09-24 88.489998 88.550003 87.269997 87.410004 5731000 79.527934
2013-09-25 87.400002 87.599998 86.559998 86.910004 3990000 79.073021
2013-09-26 87.019997 87.720001 86.769997 87.690002 3597600 79.782684
2013-09-27 87.260002 87.459999 86.720001 87.330002 3319400 79.455146
2013-09-30 86.720001 87.209999 86.279999 86.589996 4288500 78.78187
2013-10-01 86.730003 87.43 86.519997 87.370003 3538600 79.49154
2013-10-02 86.980003 87.769997 86.57 87.720001 4335900 79.809978
2013-10-03 87.540001 87.949997 86.800003 87.489998 3987700 79.600715
2013-10-04 87.440002 87.690002 86.739998 87.040001 3600100 79.191296
2013-10-07 86.629997 87.260002 86.470001 86.580002 3728500 78.772776
2013-10-08 86.419998 87.029999 85.900002 85.940002 4643400 78.190488
2013-10-09 86.080002 86.419998 84.160004 84.160004 7307300 76.570998
2013-10-10 84.800003 86.199997 84.800003 86.160004 5831400 78.390651
2013-10-11 86.290001 86.709999 84.709999 85.029999 5988600 77.362543
2013-10-14 84.690002 87.050003 84.660004 86.690002 4534500 78.872858
2013-10-15 86.559998 86.559998 85.400002 85.5 4978700 77.790162
2013-10-16 85.949997 86.25 85.400002 86.089996 4808700 78.326956
2013-10-17 85.830002 87.5 85.790001 86.889999 6286300 79.05482
2013-10-18 86.849998 87.239998 86.110001 86.93 5654300 79.091214
2013-10-21 86.639999 86.970001 86.379997 86.849998 3437900 79.018426
2013-10-22 86.769997 87.919998 86.209999 87.779999 5247600 79.864565
2013-10-23 87.400002 88.82 87.290001 88.120003 4229100 80.17391
2013-10-24 88.650002 89.209999 88.010002 88.18 5116000 80.228497
2013-10-25 87.769997 88.650002 87.690002 88.599998 4610000 80.610623
2013-10-28 88.730003 90.379997 88.510002 89.900002 5250800 81.7934
2013-10-29 90.099998 90.5 89.400002 90.360001 4294300 82.211919
2013-10-30 90.589996 90.660004 89.309998 89.339996 3723500 81.283892
2013-10-31 89.230003 90.099998 88.800003 89.120003 5339800 81.083736
2013-11-01 89.360001 90.150002 89.199997 89.760002 4094500 81.666025
2013-11-04 90.150002 90.349998 89.589996 90.25 3589200 82.111838
2013-11-05 90.07 90.489998 89.830002 90.129997 3085100 82.002656
2013-11-06 90.440002 91.239998 90.279999 91.010002 3902600 82.803308
2013-11-07 91.040001 91.25 89.589996 89.970001 5184400 81.857087
2013-11-08 89.739998 89.790001 88.709999 89.410004 4972600 81.347587
2013-11-11 89.360001 90.970001 89.25 89.730003 3417700 81.638731
2013-11-12 89.610001 89.760002 88.830002 89.75 3910100 81.656925
2013-11-13 89.400002 90.720001 89.360001 90.620003 3723300 82.448476
2013-11-14 90.669998 91.239998 90.589996 90.699997 3765700 82.521257
2013-11-15 90.550003 91.400002 90.480003 91.360001 4089300 83.121746
2013-11-18 91.32 91.809998 91.32 91.639999 3463800 83.376496
2013-11-19 91.449997 91.68 91.040001 91.470001 3162500 83.221827
2013-11-20 91.529999 91.809998 88.599998 89.300003 10067500 81.247505
2013-11-21 87.339996 87.959999 84.900002 86.599998 15638000 78.79097
2013-11-22 86.779999 87.290001 86.279999 86.949997 7114700 79.109408
2013-11-25 87.139999 87.18 86.209999 86.290001 4688400 78.508926
2013-11-26 86.120003 86.370003 84.860001 85.480003 8403300 77.771969
2013-11-27 85.440002 85.769997 85.25 85.5 3626400 77.790162
2013-11-29 85.75 86.010002 85.300003 85.540001 2990400 77.826556
2013-12-02 85.330002 85.699997 85 85.07 3904000 77.398936
2013-12-03 84.849998 85.760002 84.849998 85.760002 5200800 78.026719
2013-12-04 85.32 86.040001 85.010002 85.910004 4495400 78.163194
2013-12-05 85.690002 86.089996 85.110001 85.510002 5591800 77.799262
2013-12-06 86.309998 86.550003 85.599998 85.830002 4844800 78.090407
2013-12-09 86.040001 86.440002 85.589996 86.349998 4597600 78.563513
2013-12-10 86.25 86.489998 85.379997 85.790001 4756300 78.054013
2013-12-11 86.010002 86.290001 85.510002 85.919998 5352100 78.172288
2013-12-12 85.730003 85.849998 85.209999 85.32 4616800 77.626393
2013-12-13 85.449997 85.580002 84.900002 85.239998 3650000 77.553605
2013-12-16 85.269997 85.269997 84.620003 84.75 5500600 77.107792
2013-12-17 84.709999 84.860001 84.32 84.650002 5663200 77.016811
2013-12-18 84.989998 85.559998 83.809998 85.480003 6874300 77.771969
2013-12-19 85.330002 85.68 84.82 85.480003 5667300 77.771969
2013-12-20 85.550003 85.860001 85.309998 85.519997 9643600 77.808356
2013-12-23 84.839996 85.389999 84.330002 85.25 4166600 78.424717
2013-12-24 85.089996 85.989998 85.010002 85.43 1909600 78.590306
2013-12-26 85.480003 86.139999 85.43 86.010002 2624000 79.123872
2013-12-27 86.199997 86.93 86.089996 86.739998 3046000 79.795423
2013-12-30 86.57 86.889999 85.839996 86.599998 3908300 79.666632
2013-12-31 86.629997 87.339996 86.419998 87.129997 3799000 80.154198
2014-01-02 87 87.199997 85.75 86.019997 3748000 79.133066
2014-01-03 86.25 86.5 85.510002 85.529999 3847000 78.682298
2014-01-06 85.550003 85.57 84.550003 84.93 5323900 78.130337
2014-01-07 85.120003 85.669998 84.529999 84.68 7502500 77.900352
2014-01-08 84.5 84.610001 82.93 83.269997 10906300 76.603236
2014-01-09 83.25 83.629997 82.610001 83.309998 6690100 76.640035
2014-01-10 83.959999 84.050003 82.410004 82.57 9047600 75.959283
2014-01-13 82.440002 82.959999 82.269997 82.449997 6999000 75.848888
2014-01-14 82.739998 83 82.309998 82.449997 6103200 75.848888
2014-01-15 82.449997 83.300003 82.349998 83.080002 5525800 76.428453
2014-01-16 82.959999 84.550003 82.620003 84.519997 6866200 77.753159
2014-01-17 84.129997 84.260002 83.199997 83.330002 6171600 76.658438
2014-01-21 84.32 84.540001 83.410004 83.989998 4528100 77.265593
2014-01-22 83.919998 84.410004 83.449997 84.190002 3401900 77.449585
2014-01-23 83.610001 84.410004 83 83.540001 4534300 76.851624
2014-01-24 82.959999 83.18 81.5 81.5 8040200 74.974949
2014-01-27 81.629997 81.860001 80.769997 80.779999 5444200 74.312593
2014-01-28 80.889999 81.010002 80.510002 80.809998 5951100 74.34019
2014-01-29 80.470001 80.470001 78.330002 79.440002 10371500 73.079879
2014-01-30 79.610001 79.800003 78.93 79.089996 7011600 72.757895
2014-01-31 78.309998 78.949997 77.190002 78.139999 8001800 71.883957
2014-02-03 78.089996 78.190002 75.279999 75.389999 9837000 69.354127
2014-02-04 75.849998 77.230003 75.57 76.879997 7917900 70.724833
2014-02-05 76.559998 77.080002 76.059998 76.900002 7038800 70.743236
2014-02-06 76.879997 78.790001 76.660004 78.110001 8400900 71.85636
2014-02-07 78.330002 80.290001 78.169998 80.25 8628100 73.825027
2014-02-10 79.949997 80.099998 78.440002 78.809998 6526000 72.500314
2014-02-11 78.610001 79.5 78.010002 79.459999 6011300 73.098275
2014-02-12 79.639999 79.660004 78.309998 78.440002 5160000 72.159941
2014-02-13 78.25 79.32 77.550003 79.239998 4595200 72.895887
2014-02-14 79.309998 80.550003 78.879997 80.389999 6641400 73.953817
2014-02-18 80.209999 80.940002 80 80.010002 5987900 73.604244
2014-02-19 79.769997 80.190002 79.5 79.599998 4469700 73.227066
2014-02-20 79.629997 80.150002 79.25 79.709999 4545900 73.328259
2014-02-21 79.639999 79.940002 78.900002 78.970001 5425100 72.647507
2014-02-24 78.790001 79.639999 78.519997 79.169998 5043600 72.831492
2014-02-25 79.400002 80.089996 79.330002 79.93 5361500 73.530647
2014-02-26 80.050003 80.080002 78.919998 79.5 5278200 73.135073
2014-02-27 79.5 81.139999 79.349998 80.779999 5974200 74.312593
2014-02-28 81.160004 81.599998 80.510002 80.910004 4569000 74.432189
2014-03-03 80.25 80.970001 79.769997 80.449997 5289900 74.009012
2014-03-04 81 81.860001 80.989998 81.580002 5595700 75.048546
2014-03-05 81.870003 81.879997 80.769997 81.07 3844300 74.579376
2014-03-06 81.199997 81.5 80.790001 80.910004 5150000 74.432189
2014-03-07 81.019997 81.040001 79.220001 80.339996 5384600 73.907818
2014-03-10 80.32 80.57 80.040001 80.43 4571400 73.990616
2014-03-11 80.620003 80.849998 79.150002 79.519997 5318200 73.153469
2014-03-12 79.150002 79.449997 78.790001 79.169998 4363900 72.831492
2014-03-13 79.410004 79.889999 79.059998 79.230003 4285700 72.886693
2014-03-14 79.25 80.480003 79.18 79.889999 4814700 73.493848
2014-03-17 80.010002 80.68 80 80.279999 4453800 73.852624
2014-03-18 80.279999 80.910004 80.139999 80.470001 3698700 74.027414
2014-03-19 80.470001 81.199997 79.410004 79.660004 4961100 73.282267
2014-03-20 79.629997 80.459999 79.449997 80.43 4402700 73.990616
2014-03-21 81.089996 81.449997 80.540001 81 10868500 74.51498
2014-03-24 81.120003 81.190002 80.309998 80.419998 5277300 73.981415
2014-03-25 79.68 80.360001 79.669998 80.199997 4736800 74.651602
2014-03-26 80.18 81.040001 80.18 80.419998 4872200 74.856384
2014-03-27 80.25 80.43 79.93 80.07 4652800 74.530599
2014-03-28 80.209999 81.019997 80.150002 81.019997 4106000 75.414873
2014-03-31 81.230003 81.949997 81.029999 81.870003 6300400 76.206074
2014-04-01 81.739998 82.330002 81.699997 82.209999 5297200 76.522549
2014-04-02 82.32 82.5 82.160004 82.459999 4265000 76.755253
2014-04-03 82.529999 82.68 82 82.279999 3642600 76.587706
2014-04-04 82.93 83.150002 82.519997 82.809998 5710300 77.081038
2014-04-07 82.760002 83.32 82.730003 82.889999 5229900 77.155505
2014-04-08 82.970001 84.239998 82.970001 83.82 5546700 78.021166
2014-04-09 83.959999 84.019997 83.269997 83.879997 3845000 78.077013
2014-04-10 84.080002 84.970001 83.360001 83.519997 6411300 77.741918
2014-04-11 83.360001 83.989998 82.709999 83.139999 5563000 77.38821
2014-04-14 83.650002 84.470001 83.360001 84.169998 4928000 78.346951
2014-04-15 84.089996 84.480003 83.550003 84.379997 4872600 78.542422
2014-04-16 84.75 84.82 84.099998 84.790001 5248400 78.924061
2014-04-17 83.620003 84.050003 82.120003 83.150002 7858500 77.39752
2014-04-21 82.980003 83.610001 82.5 83.5 3709400 77.723305
2014-04-22 83.349998 83.889999 82.959999 83.540001 3728000 77.760538
2014-04-23 83.489998 83.940002 83.25 83.349998 3745500 77.583681
2014-04-24 83.199997 84.010002 83.010002 83.489998 3697000 77.713995
2014-04-25 83.400002 84.199997 83.400002 84.110001 4375200 78.291104
2014-04-28 84.580002 85.620003 84.470001 84.980003 7172000 79.100919
2014-04-29 84.980003 85.830002 84.870003 85.190002 4488500 79.29639
2014-04-30 85.010002 85.589996 84.790001 85.43 4974100 79.519784
2014-05-01 85.489998 85.959999 85.209999 85.720001 3504500 79.789722
2014-05-02 85.769997 85.769997 85.150002 85.379997 3596100 79.47324
2014-05-05 85.019997 85.510002 84.82 85.339996 2328300 79.436007
2014-05-06 85.18 85.550003 85 85.279999 3258100 79.38016
2014-05-07 85.290001 85.93 85.110001 85.800003 3605000 79.864189
2014-05-08 85.709999 86.379997 85.199997 86.209999 3510800 80.245821
2014-05-09 86.029999 86.519997 85.940002 86.400002 2863700 80.422678
2014-05-12 86.82 86.900002 85.889999 86.129997 3232800 80.171354
2014-05-13 86.279999 86.32 85.629997 85.93 3710200 79.985193
2014-05-14 85.910004 86.269997 85.589996 85.75 3195000 79.817645
2014-05-15 85.800003 86.190002 85.150002 85.330002 4108200 79.426703
2014-05-16 85.230003 85.980003 85.199997 85.769997 6359700 79.836259
2014-05-19 85.720001 85.800003 85.339996 85.739998 2706100 79.808335
2014-05-20 85.480003 85.5 85.019997 85.220001 3396700 79.324313
2014-05-21 85.209999 86.5 84.93 86.150002 4995100 80.189974
2014-05-22 86.18 86.730003 85.870003 86.290001 4631100 80.320288
2014-05-23 86.139999 86.900002 86.120003 86.57 3790800 80.580916
2014-05-27 86.529999 87.160004 86.220001 86.910004 4153800 80.897398
2014-05-28 86.879997 87.5 86.480003 87.349998 4278900 81.306953
2014-05-29 87.620003 88.699997 87.379997 88.370003 4782200 82.256391
2014-05-30 88.25 88.800003 88.050003 88.540001 4173100 82.414628
2014-06-02 88.330002 88.739998 88.050003 88.32 3233900 82.209847
2014-06-03 88.25 88.489998 87.620003 87.889999 3073000 81.809595
2014-06-04 87.769997 88.209999 87.57 87.970001 2517400 81.884062
2014-06-05 88 88.160004 87.669998 87.900002 3347300 81.818905
2014-06-06 88 88.559998 87.900002 88.330002 2543600 82.219158
2014-06-09 88.010002 88.470001 87.809998 88.330002 2864400 82.219158
2014-06-10 87.889999 88.57 87.809998 88.389999 3476500 82.275004
2014-06-11 88.160004 88.739998 88.160004 88.440002 3261400 82.321548
2014-06-12 88.209999 88.709999 88.07 88.239998 3950000 82.13538
2014-06-13 88.169998 88.629997 87.879997 88.449997 3162800 82.330851
2014-06-16 88.370003 89.360001 88.07 89.029999 4550100 82.870727
2014-06-17 88.779999 89 88.410004 88.739998 4217400 82.600789
2014-06-18 88.82 89.970001 88.440002 89.879997 4837600 83.661921
2014-06-19 89.970001 91.470001 89.910004 91.339996 7145000 85.020915
2014-06-20 91.389999 91.629997 90.779999 91.139999 9003100 84.834754
2014-06-23 91.150002 91.239998 90.269997 90.43 5492400 84.173874
2014-06-24 89.120003 89.940002 88.730003 89.370003 5337600 84.061002
2014-06-25 89.300003 89.300003 88.279999 88.889999 4663400 83.609513
2014-06-26 86.800003 86.910004 85.980003 86.489998 10749000 81.352083
2014-06-27 86.169998 86.169998 84.050003 84.849998 16140800 79.809507
2014-06-30 84.629997 84.900002 84.160004 84.309998 8020400 79.301585
2014-07-01 84.349998 84.540001 83.870003 84.209999 6615400 79.207527
2014-07-02 84.209999 85.099998 83.830002 84.860001 4335400 79.818915
2014-07-03 84.760002 86.089996 84.730003 85.690002 3562500 80.599611
2014-07-07 85.580002 86.449997 85.459999 86.080002 4229900 80.966442
2014-07-08 86.129997 86.660004 85.940002 86.290001 3726100 81.163967
2014-07-09 86.510002 86.849998 85.82 86.029999 3188000 80.91941
2014-07-10 85.610001 86.040001 84.879997 84.900002 5465500 79.85654
2014-07-11 85.599998 86.080002 84.839996 85.410004 4861300 80.336245
2014-07-14 85.919998 86.260002 85.75 85.949997 3470200 80.844161
2014-07-15 85.57 85.610001 84.480003 84.589996 5770400 79.56495
2014-07-16 84.989998 85.550003 84.489998 84.699997 6244300 79.668416
2014-07-17 84.580002 86.650002 84.519997 84.550003 5932700 79.527333
2014-07-18 85.010002 86.150002 84.900002 86.019997 4563900 80.910002
2014-07-21 85.290001 85.779999 85.199997 85.57 3273300 80.486737
2014-07-22 85.660004 85.889999 85.260002 85.379997 2741900 80.308022
2014-07-23 85.529999 85.730003 84.970001 85.080002 2750300 80.025847
2014-07-24 85.290001 85.779999 85.25 85.540001 3703000 80.45852
2014-07-25 85.32 85.529999 84.57 84.849998 2715100 79.809507
