"Index" "SEK.Open" "SEK.High" "SEK.Low" "SEK.Close" "SEK.Volume" "SEK.Adjusted"
2014-10-31 7.4 7.4 7.29 7.29 0 6.9
2014-11-03 7.6 7.6 7.2 7.2 100 6.82
2014-11-04 7.6 7.6 7.44 7.44 200 7.04
2014-11-05 7.44 7.44 7.44 7.44 0 7.04
2014-11-06 7.29 7.29 7.05 7.05 1100 6.67
2014-11-07 7.05 7.05 7.05 7.05 0 6.67
2014-11-10 6.99 6.99 6.95 6.95 200 6.58
2014-11-11 6.95 6.95 6.95 6.95 0 6.58
2014-11-12 6.95 6.95 6.94 6.95 200 6.58
2014-11-13 6.95 6.95 6.95 6.95 0 6.58
2014-11-14 6.95 6.95 6.95 6.95 0 6.58
2014-11-17 6.86 6.86 6.86 6.86 200 6.49
2014-11-18 6.86 6.86 6.86 6.86 0 6.49
2014-11-19 6.86 6.86 6.56 6.56 400 6.21
2014-11-20 6.56 6.56 6.56 6.56 0 6.21
2014-11-21 6.56 6.56 6.56 6.56 0 6.21
2014-11-24 6.87 6.87 6.87 6.87 100 6.5
2014-11-25 6.87 6.87 6.58 6.8 500 6.44
2014-11-26 6.87 6.87 6.58 6.87 0 6.5
2014-11-27 6.87 6.87 6.87 6.87 0 6.5
2014-11-28 6.87 6.87 6.87 6.87 0 6.5
2014-12-01 6.9 6.94 6.9 6.94 0 6.57
2014-12-02 6.93 6.93 6.93 6.93 0 6.56
2014-12-03 6.93 6.93 6.59 6.59 0 6.24
2014-12-04 6.59 6.59 6.59 6.59 0 6.24
2014-12-05 6.59 6.59 6.59 6.59 0 6.24
2014-12-08 6.59 6.59 6.59 6.59 0 6.24
2014-12-09 6.89 6.89 6.5 6.55 500 6.2
2014-12-10 6.86 6.86 6.5 6.5 300 6.15
2014-12-11 6.81 6.81 6.49 6.49 0 6.14
2014-12-12 6.49 6.49 6.49 6.49 0 6.14
2014-12-15 6.49 6.49 6.49 6.49 0 6.14
2014-12-16 6.49 6.49 6.49 6.49 0 6.14
2014-12-17 6.75 6.75 6.3 6.3 300 5.96
2014-12-18 6.3 6.3 6.3 6.3 0 5.96
2014-12-19 6.3 6.3 6.3 6.3 0 5.96
2014-12-22 6.4 6.45 6 6 1100 5.68
2014-12-23 6.25 6.25 6.01 6.01 11600 5.69
2014-12-24 6.01 6.01 6.01 6.01 0 5.69
2014-12-25 6.01 6.01 6.01 6.01 0 5.69
2014-12-26 6.01 6.01 6.01 6.01 0 5.69
2014-12-29 6.35 6.35 5.8 6.01 12200 5.69
2014-12-30 6.01 6.35 6 6.34 19900 6
2014-12-31 6.34 6.34 6.34 6.34 0 6
2015-01-01 6.34 6.34 6.34 6.34 0 6
2015-01-02 6.34 6.6 6.34 6.6 300 6.25
2015-01-05 6.75 6.75 6.4 6.4 600 6.06
2015-01-06 6.4 6.4 6.4 6.4 0 6.06
2015-01-07 6.4 6.4 6.4 6.4 0 6.06
2015-01-08 6.5 6.5 6.5 6.5 1200 6.15
2015-01-09 6.5 6.5 6.5 6.5 0 6.15
2015-01-12 6.5 6.5 6.5 6.5 0 6.15
2015-01-13 6.5 6.5 6.31 6.33 800 5.99
2015-01-14 6.39 6.4 6.2 6.2 1300 5.87
2015-01-15 6.2 6.2 6.2 6.2 0 5.87
2015-01-16 6.2 6.2 6.02 6.02 0 5.7
2015-01-19 6.02 6.02 6.02 6.02 0 5.7
2015-01-20 6.02 6.02 6.02 6.02 0 5.7
2015-01-21 6.02 6.02 6.02 6.02 0 5.7
2015-01-22 6.2 6.2 6 6.15 700 5.82
2015-01-23 6.15 6.15 5.72 6 2600 5.68
2015-01-26 6 6 6 6 100 5.68
2015-01-27 6.02 6.02 6.02 6.02 0 5.7
2015-01-28 6.1 6.16 6.1 6.16 0 5.83
2015-01-29 6.16 6.16 6.15 6.15 100 5.82
2015-01-30 6.15 6.15 6.1 6.1 900 5.77
2015-02-02 6 6 6 6 200 5.68
2015-02-03 6.1 6.1 6.1 6.1 200 5.77
2015-02-04 6.1 6.1 6.1 6.1 0 5.77
2015-02-05 6.08 6.1 6.08 6.1 2100 5.77
2015-02-06 6.1 6.1 6.1 6.1 100 5.77
2015-02-09 6.1 6.1 6.1 6.1 0 5.77
2015-02-10 6.1 6.1 6.09 6.09 0 5.77
2015-02-11 6.09 6.09 6.09 6.09 0 5.77
2015-02-12 6 6.1 6 6.1 500 5.77
2015-02-13 6.1 6.1 6.1 6.1 2000 5.77
2015-02-16 6.1 6.1 6.1 6.1 1600 5.77
2015-02-17 6.1 6.1 6.1 6.1 0 5.77
2015-02-18 6.1 6.1 5.96 5.96 800 5.64
2015-02-19 6.1 6.1 6.1 6.1 500 5.77
2015-02-20 6.1 6.1 6.1 6.1 100 5.77
2015-02-23 6.29 6.75 6.29 6.5 900 6.15
2015-02-24 6.5 6.5 6 6.1 1500 5.77
2015-02-25 6.1 6.1 6.1 6.1 1500 5.77
2015-02-26 6.1 6.1 6.1 6.1 800 5.77
2015-02-27 6.1 6.1 6.1 6.1 1100 5.77
2015-03-02 6.1 6.1 6.05 6.05 500 5.73
2015-03-03 6 6.05 5.95 6.05 900 5.73
2015-03-04 6.05 6.05 6.05 6.05 0 5.73
2015-03-05 6.05 6.05 6.05 6.05 200 5.73
2015-03-06 6.06 6.06 6.05 6.05 500 5.73
2015-03-09 6.1 6.1 6.1 6.1 600 5.77
2015-03-10 6.1 6.1 6.1 6.1 600 5.77
2015-03-11 6.1 6.1 6.1 6.1 500 5.77
2015-03-12 6.1 6.35 6.1 6.35 0 6.01
2015-03-13 6.45 6.5 6.45 6.45 300 6.11
2015-03-16 6.45 6.45 6.45 6.45 0 6.11
2015-03-17 6.1 6.1 6.1 6.1 600 5.77
2015-03-18 6.15 6.15 6.1 6.1 1100 5.77
2015-03-19 6.01 6.1 6.01 6.1 200 5.77
2015-03-20 5.92 5.92 5.81 5.91 3300 5.59
2015-03-23 5.91 6 5.91 6 1100 5.68
2015-03-24 6 6.1 6 6.1 4600 5.77
2015-03-25 6.11 6.11 5.92 5.92 3600 5.6
2015-03-26 5.92 5.92 5.92 5.92 0 5.6
2015-03-27 5.92 5.92 5.92 5.92 0 5.6
2015-03-30 5.96 5.96 5.92 5.92 600 5.6
2015-03-31 5.92 5.92 5.92 5.92 0 5.6
2015-04-01 5.77 5.77 5.76 5.76 5000 5.45
2015-04-02 5.76 5.76 5.76 5.76 0 5.45
2015-04-03 5.76 5.76 5.76 5.76 0 5.45
2015-04-06 5.76 5.76 5.76 5.76 0 5.45
2015-04-07 5.8 5.8 5.7 5.79 2300 5.48
2015-04-08 5.79 5.85 5.64 5.85 2700 5.54
2015-04-09 5.85 6 5.85 6 1100 5.68
2015-04-10 5.92 5.92 5.9 5.9 5300 5.59
2015-04-13 6.07 6.07 6.07 6.07 400 5.75
2015-04-14 6.08 6.08 5.9 5.9 4200 5.59
2015-04-15 5.9 5.9 5.9 5.9 0 5.59
2015-04-16 6 6 6 6 2100 5.68
2015-04-17 6 6 6 6 800 5.68
2015-04-20 6 6 5.94 6 2200 5.68
2015-04-21 6 6 5.9 5.9 2500 5.59
2015-04-22 5.9 5.9 5.9 5.9 0 5.59
2015-04-23 5.9 5.9 5.9 5.9 0 5.59
2015-04-24 5.9 5.9 5.9 5.9 0 5.59
2015-04-27 6 6 5.9 5.9 900 5.59
2015-04-28 5.91 5.91 5.89 5.89 0 5.58
2015-04-29 5.89 5.89 5.84 5.84 1600 5.53
2015-04-30 5.84 5.84 5.73 5.8 12100 5.49
2015-05-01 5.8 5.8 5.8 5.8 0 5.49
2015-05-04 5.79 5.79 5.79 5.79 400 5.48
2015-05-05 5.8 5.8 5.8 5.8 12400 5.49
2015-05-06 5.8 5.8 5.8 5.8 0 5.49
2015-05-07 5.8 5.8 5.79 5.79 1500 5.48
2015-05-08 5.78 5.83 5.76 5.83 11600 5.52
2015-05-11 5.87 5.87 5.76 5.76 3100 5.45
2015-05-12 5.76 5.96 5.76 5.96 100 5.64
2015-05-13 5.96 5.96 5.96 5.96 0 5.64
2015-05-14 5.86 5.96 5.86 5.9 500 5.59
2015-05-15 5.9 5.97 5.8 5.97 4100 5.65
2015-05-18 6.02 6.02 5.85 6 500 5.68
2015-05-19 6 6 6 6 1600 5.68
2015-05-20 6 6 6 6 0 5.68
2015-05-21 6 6 6 6 0 5.68
2015-05-22 5.9 5.99 5.87 5.98 1100 5.66
2015-05-25 5.98 5.98 5.98 5.98 0 5.66
2015-05-26 5.98 5.98 5.98 5.98 0 5.66
2015-05-27 5.85 5.98 5.85 5.98 500 5.66
2015-05-28 5.98 6.18 5.98 6.18 300 5.85
2015-05-29 6.02 6.02 5.96 5.96 1700 5.64
2015-06-01 6.09 6.17 6 6.17 1700 5.84
2015-06-02 6.15 6.15 6.15 6.15 100 5.82
2015-06-03 6.15 6.15 6.15 6.15 0 5.82
2015-06-04 6.15 6.15 6.15 6.15 0 5.82
2015-06-05 6.1 6.19 6.1 6.19 400 5.86
2015-06-08 6.19 6.19 5.95 5.95 600 5.63
2015-06-09 5.95 5.95 5.95 5.95 1300 5.63
2015-06-10 5.95 5.95 5.91 5.91 900 5.59
2015-06-11 5.91 5.91 5.91 5.91 0 5.59
2015-06-12 6.14 6.2 6.14 6.16 3700 5.83
2015-06-15 6.16 6.18 6.11 6.12 10000 5.79
2015-06-16 6.09 6.09 6.05 6.05 5300 5.73
2015-06-17 6.05 6.05 6.05 6.05 0 5.73
2015-06-18 6.05 6.05 6.05 6.05 0 5.73
2015-06-19 6.05 6.05 6.05 6.05 0 5.73
2015-06-22 6.05 6.05 6.05 6.05 0 5.73
2015-06-23 6.26 6.26 6.26 6.26 100 5.93
2015-06-24 6.26 6.26 6.26 6.26 300 5.93
2015-06-25 6.26 6.26 6.26 6.26 0 5.93
2015-06-26 6.06 6.06 6 6 4300 5.68
2015-06-29 6 6 6 6 0 5.68
2015-06-30 5.8 5.85 5.8 5.85 300 5.85
2015-07-01 5.67 5.8 5.65 5.65 2600 5.65
2015-07-02 5.65 5.65 5.65 5.65 0 5.65
2015-07-03 5.79 5.83 5.79 5.8 73500 5.8
2015-07-06 5.8 5.8 5.8 5.8 0 5.8
2015-07-07 5.8 5.8 5.8 5.8 0 5.8
2015-07-08 5.8 5.8 5.8 5.8 0 5.8
2015-07-09 5.8 5.8 5.8 5.8 0 5.8
2015-07-10 5.65 5.65 5.58 5.58 3000 5.58
2015-07-13 5.58 5.58 5.58 5.58 0 5.58
2015-07-14 5.58 5.58 5.58 5.58 0 5.58
2015-07-15 5.58 5.75 5.58 5.75 2400 5.75
2015-07-16 5.74 5.87 5.74 5.87 800 5.87
2015-07-17 5.87 5.87 5.87 5.87 0 5.87
2015-07-20 5.87 5.87 5.87 5.87 0 5.87
2015-07-21 5.87 5.87 5.87 5.87 0 5.87
2015-07-22 5.87 5.87 5.87 5.87 0 5.87
2015-07-23 5.63 5.63 5.63 5.63 1000 5.63
2015-07-24 5.63 5.63 5.63 5.63 0 5.63
2015-07-27 5.63 5.63 5.63 5.63 0 5.63
2015-07-28 5.63 5.8 5.63 5.8 100 5.8
2015-07-29 5.8 5.8 5.8 5.8 0 5.8
2015-07-30 5.8 5.8 5.8 5.8 0 5.8
2015-07-31 5.8 5.8 5.8 5.8 0 5.8
2015-08-03 5.8 5.87 5.8 5.87 100 5.87
2015-08-04 5.87 5.87 5.87 5.87 0 5.87
2015-08-05 5.78 5.8 5.77 5.8 5600 5.8
2015-08-06 5.8 5.8 5.8 5.8 0 5.8
2015-08-07 5.8 5.8 5.8 5.8 0 5.8
2015-08-10 5.7 5.79 5.68 5.79 2200 5.79
2015-08-11 5.79 5.79 5.79 5.79 0 5.79
2015-08-12 5.79 5.79 5.79 5.79 0 5.79
2015-08-13 5.79 5.79 5.79 5.79 0 5.79
2015-08-14 5.62 5.75 5.56 5.75 300 5.75
2015-08-17 5.75 5.75 5.75 5.75 0 5.75
2015-08-18 5.5 5.55 5.5 5.55 200 5.55
2015-08-19 5.55 5.55 5.55 5.55 0 5.55
2015-08-20 5.55 5.55 5.55 5.55 0 5.55
2015-08-21 5.55 5.55 5.55 5.55 0 5.55
2015-08-24 5.5 5.5 5.27 5.27 1500 5.27
2015-08-25 5.2 5.2 5.06 5.06 2300 5.06
2015-08-26 5.06 5.06 5.06 5.06 0 5.06
2015-08-27 5.06 5.06 5 5 3700 5
2015-08-28 4.9 5.04 4.9 5.04 1900 5.04
2015-08-31 4.99 5.07 4.9 5.05 10700 5.05
2015-09-01 5.05 5.05 5.05 5.05 0 5.05
2015-09-02 5.05 5.05 5.05 5.05 0 5.05
2015-09-03 5.1 5.15 4.95 5.15 5000 5.15
2015-09-04 5.15 5.15 5.15 5.15 0 5.15
2015-09-07 5.15 5.15 5.15 5.15 0 5.15
2015-09-08 5.15 5.15 5.15 5.15 0 5.15
2015-09-09 5.29 5.49 5.29 5.49 1700 5.49
2015-09-10 5.49 5.49 5.49 5.49 0 5.49
2015-09-11 5.49 5.49 5.49 5.49 0 5.49
2015-09-14 5.49 5.49 5.49 5.49 0 5.49
2015-09-15 5.49 5.49 5.49 5.49 0 5.49
2015-09-16 5.42 5.43 5.42 5.43 200 5.43
2015-09-17 5.43 5.43 5.43 5.43 0 5.43
2015-09-18 5.43 5.43 5.43 5.43 0 5.43
2015-09-21 5.43 5.43 5.43 5.43 0 5.43
2015-09-22 5.45 5.45 5.4 5.4 100 5.4
2015-09-23 5.27 5.27 5.27 5.27 300 5.27
2015-09-24 5.27 5.27 5.27 5.27 100 5.27
2015-09-25 5.27 5.27 5.15 5.15 500 5.15
2015-09-28 5.15 5.15 5.15 5.15 0 5.15
2015-09-29 5.15 5.15 5.15 5.15 0 5.15
2015-09-30 5.15 5.15 5.15 5.15 0 5.15
2015-10-01 5.15 5.15 5.15 5.15 0 5.15
2015-10-02 5.15 5.15 5.15 5.15 0 5.15
2015-10-05 5.15 5.15 5.15 5.15 0 5.15
2015-10-06 5.15 5.15 5.15 5.15 0 5.15
2015-10-07 5.15 5.15 5.15 5.15 0 5.15
2015-10-08 5.04 5.04 5.04 5.04 800 5.04
2015-10-09 5.04 5.04 5.04 5.04 0 5.04
2015-10-12 4.99 5.3 4.99 5.3 7700 5.3
2015-10-13 5.3 5.3 5.3 5.3 0 5.3
2015-10-14 5.3 5.3 5.3 5.3 0 5.3
2015-10-15 5.38 5.46 5.38 5.46 1400 5.46
2015-10-16 5.49 5.67 5.49 5.67 300 5.67
2015-10-19 5.67 5.72 5.67 5.72 300 5.72
2015-10-20 5.74 5.74 5.5 5.5 100 5.5
2015-10-21 5.72 5.77 5.72 5.77 400 5.77
2015-10-22 5.77 5.77 5.77 5.77 0 5.77
2015-10-23 5.77 5.77 5.77 5.77 0 5.77
2015-10-26 5.77 5.77 5.77 5.77 0 5.77
2015-10-27 5.7 5.7 5.7 5.7 200 5.7
2015-10-28 5.7 5.7 5.7 5.7 0 5.7
2015-10-29 5.7 5.7 5.7 5.7 0 5.7
2015-10-30 5.7 5.7 5.7 5.7 0 5.7
