"Index" "CNH.Open" "CNH.High" "CNH.Low" "CNH.Close" "CNH.Volume" "CNH.Adjusted"
2014-09-22 29.892 29.892 29.892 29.892 0 29.0382
2014-09-23 29.622 29.622 29.622 29.622 0 28.7759
2014-09-24 29.459 29.459 29.459 29.459 0 28.6176
2014-09-25 29.903 29.903 29.903 29.903 0 29.0489
2014-09-26 29.634 29.634 29.634 29.634 0 28.7876
2014-09-29 29.969 29.969 29.969 29.969 0 29.113
2014-09-30 30.184 30.184 30.184 30.184 0 29.3219
2014-10-01 29.988 29.988 29.988 29.988 0 29.1315
2014-10-02 29.538 29.538 29.538 29.538 0 28.6943
2014-10-03 29.538 29.538 29.538 29.538 0 28.6943
2014-10-06 30.543 30.543 30.543 30.543 0 29.6706
2014-10-07 29.964 29.964 29.964 29.964 0 29.1082
2014-10-08 29.531 29.531 29.531 29.531 0 28.6875
2014-10-09 29.621 29.621 29.621 29.621 0 28.775
2014-10-10 29.038 29.038 29.038 29.038 0 28.2086
2014-10-13 28.997 28.997 28.997 28.997 0 28.1688
2014-10-14 28.955 28.955 28.955 28.955 0 28.128
2014-10-15 29.131 29.131 29.131 29.131 0 28.299
2014-10-16 28.215 28.215 28.215 28.215 0 27.4091
2014-10-17 28.378 28.378 28.378 28.378 0 27.5675
2014-10-20 29.052 29.052 29.052 29.052 0 28.2222
2014-10-21 28.77 28.77 28.77 28.77 0 27.9483
2014-10-22 29.965 29.965 29.965 29.965 0 29.1091
2014-10-23 29.87 29.87 29.87 29.87 0 29.0169
2014-10-24 29.812 29.812 29.812 29.812 0 28.9605
2014-10-27 30.243 30.243 30.243 30.243 0 29.3792
2014-10-28 30.27 30.27 30.27 30.27 0 29.4054
2014-10-29 30.407 30.407 30.407 30.407 0 29.5385
2014-10-30 30.684 30.684 30.684 30.684 0 29.8076
2014-10-31 31.189 31.189 31.189 31.189 0 30.2982
2014-11-03 31.127 31.127 31.127 31.127 0 30.238
2014-11-04 30.811 30.811 30.811 30.811 0 29.931
2014-11-05 31.024 31.024 31.024 31.024 0 30.1379
2014-11-06 31.153 31.53 31.153 31.53 0 30.6294
2014-11-07 31.353 31.353 31.353 31.353 0 30.4575
2014-11-10 31.258 31.258 31.258 31.258 0 30.3652
2014-11-11 31.682 31.682 31.682 31.682 0 30.7771
2014-11-12 31.518 31.518 31.518 31.518 0 30.6178
2014-11-13 31.75 31.75 31.75 31.75 0 31.0898
2014-11-14 31.443 31.443 31.443 31.443 0 30.7891
2014-11-17 30.999 30.999 30.999 30.999 0 30.3544
2014-11-18 31.277 31.277 31.277 31.277 0 30.6266
2014-11-19 31.074 31.074 31.074 31.074 0 30.4278
2014-11-20 30.778 30.778 30.778 30.778 0 30.138
2014-11-21 30.924 30.924 30.924 30.924 0 30.2809
2014-11-24 31.363 31.363 31.363 31.363 0 30.7108
2014-11-25 31.39 31.39 31.39 31.39 0 30.7372
2014-11-26 31.291 31.291 31.291 31.291 0 30.6403
2014-11-27 31.205 31.205 31.205 31.205 0 30.5561
2014-11-28 31.341 31.341 31.341 31.341 0 30.6893
2014-12-01 30.873 30.873 30.873 30.873 0 30.231
2014-12-02 30.807 30.807 30.807 30.807 0 30.1664
2014-12-03 31.414 31.414 31.414 31.414 0 30.7607
2014-12-04 31.486 31.486 31.486 31.486 0 30.8313
2014-12-05 31.293 31.293 31.293 31.293 0 30.6423
2014-12-08 31.862 31.862 31.862 31.862 0 31.1994
2014-12-09 31.504 31.504 31.504 31.504 0 30.8489
2014-12-10 31.549 31.549 31.549 31.549 0 30.8929
2014-12-11 30.911 30.911 30.911 30.911 0 30.2682
2014-12-12 30.854 30.854 30.854 30.854 0 30.2124
2014-12-15 30.374 30.374 30.374 30.374 0 29.7424
2014-12-16 29.74 29.74 29.74 29.74 0 29.1216
2014-12-17 29.744 30.072 29.744 30.072 0 29.4467
2014-12-18 30.328 30.328 30.328 30.328 0 29.6973
2014-12-19 31.141 31.141 31.141 31.141 0 30.4934
2014-12-22 31.384 31.384 31.384 31.384 0 30.7314
2014-12-23 31.506 31.506 31.506 31.506 0 30.8508
2014-12-24 31.506 31.506 31.506 31.506 0 30.8508
2014-12-25 31.506 31.506 31.506 31.506 0 30.8508
2014-12-26 31.506 31.506 31.506 31.506 0 30.8508
2014-12-29 31.853 31.853 31.853 31.853 0 31.1906
2014-12-30 31.898 31.898 31.898 31.898 0 31.2347
2014-12-31 31.898 31.898 31.898 31.898 0 31.2347
2015-01-01 31.898 31.898 31.898 31.898 0 31.2347
2015-01-02 32.222 32.222 32.222 32.222 0 31.5519
2015-01-05 32.041 32.041 32.041 32.041 0 31.3747
2015-01-06 31.101 31.101 31.101 31.101 0 30.4543
2015-01-07 30.848 30.848 30.848 30.848 0 30.2065
2015-01-08 31.262 31.619 31.262 31.619 0 30.9615
2015-01-09 31.856 31.856 31.856 31.856 0 31.1936
2015-01-12 31.394 31.394 31.394 31.394 0 30.7412
2015-01-13 31.147 31.147 31.147 31.147 0 30.4993
2015-01-14 31.146 31.607 31.146 31.607 300 30.9497
2015-01-15 31.606 31.769 31.606 31.769 300 31.1084
2015-01-16 31.357 31.357 31.357 31.357 0 30.7049
2015-01-19 32.314 32.314 32.314 32.314 0 31.642
2015-01-20 32.468 32.468 32.468 32.468 0 31.7928
2015-01-21 32.1 32.1 32.1 32.1 0 31.4325
2015-01-22 32.207 32.207 32.207 32.207 0 31.5373
2015-01-23 33.751 34.463 33.751 34.463 200 33.7463
2015-01-26 33.786 33.786 33.786 33.786 0 33.0834
2015-01-27 34.277 34.277 34.277 34.277 0 33.5642
2015-01-28 33.899 33.899 33.899 33.899 0 33.1941
2015-01-29 34.3 34.3 34.3 34.3 0 33.5867
2015-01-30 34.227 34.227 34.227 34.227 0 33.5153
2015-02-02 34.444 34.444 34.444 34.444 0 33.7277
2015-02-03 34.823 34.823 34.823 34.823 0 34.0989
2015-02-04 35.263 35.358 35.263 35.358 100 34.6227
2015-02-05 35.495 35.495 35.495 35.495 0 34.7569
2015-02-06 35.447 35.447 35.447 35.447 0 34.7099
2015-02-09 35.534 36.811 35.534 36.811 200 36.0455
2015-02-10 36.886 37.434 36.886 37.434 300 36.6556
2015-02-11 37.277 37.277 37.014 37.014 100 36.2443
2015-02-12 37.506 37.506 37.506 37.506 0 36.7261
2015-02-13 37.718 37.718 37.718 37.718 0 36.9337
2015-02-16 37.852 37.852 37.852 37.852 0 37.0649
2015-02-17 37.988 38.037 37.988 38.037 200 37.246
2015-02-18 37.854 37.854 37.854 37.854 0 37.0668
2015-02-19 36.119 36.119 36.119 36.119 0 35.603
2015-02-20 36.09 36.09 36.09 36.09 0 35.5745
2015-02-23 36.402 36.402 36.402 36.402 0 35.882
2015-02-24 36.394 36.394 36.394 36.394 0 35.8741
2015-02-25 36.444 36.444 36.444 36.444 0 35.9234
2015-02-26 36.595 36.595 36.595 36.595 0 36.0722
2015-02-27 37.234 37.234 37.234 37.234 0 36.7021
2015-03-02 37.373 37.373 37.373 37.373 0 36.8391
2015-03-03 37.066 37.066 37.066 37.066 0 36.5365
2015-03-04 37.11 37.11 37.11 37.11 0 36.5799
2015-03-05 36.92 36.92 36.92 36.92 0 36.3926
2015-03-06 37.248 37.248 37.248 37.248 0 36.7159
2015-03-09 37.563 37.563 37.563 37.563 0 37.0264
2015-03-10 37.937 37.937 37.937 37.937 0 37.3951
2015-03-11 37.866 38.423 37.866 38.423 400 37.8741
2015-03-12 38.535 38.535 38.535 38.535 0 37.9845
2015-03-13 38.973 38.973 38.56 38.56 100 38.0092
2015-03-16 38.81 38.81 38.81 38.81 0 38.2556
2015-03-17 39.148 39.148 38.941 38.941 100 38.3847
2015-03-18 39.169 39.169 38.579 38.579 0 38.0279
2015-03-19 38.484 38.484 38.484 38.484 0 37.9343
2015-03-20 38.588 38.588 38.588 38.588 0 38.0368
2015-03-23 38.629 38.629 38.629 38.629 0 38.0772
2015-03-24 38.209 38.209 38.209 38.209 0 37.6632
2015-03-25 37.867 37.867 37.867 37.867 0 37.3261
2015-03-26 36.978 36.978 36.978 36.978 0 36.4498
2015-03-27 37.683 37.683 37.683 37.683 0 37.1447
2015-03-30 37.574 37.574 37.574 37.574 0 37.0373
2015-03-31 38.44 38.44 38.44 38.44 0 37.8909
2015-04-01 38.102 38.102 38.102 38.102 0 37.5577
2015-04-02 38.26 38.26 38.26 38.26 0 37.7135
2015-04-03 38.26 38.26 38.26 38.26 0 37.7135
2015-04-06 38.26 38.26 38.26 38.26 0 37.7135
2015-04-07 37.986 37.986 37.986 37.986 0 37.4434
2015-04-08 38.256 38.256 38.256 38.256 0 37.7095
2015-04-09 38.36 38.36 38.36 38.36 0 37.812
2015-04-10 38.444 38.444 38.444 38.444 0 37.8948
2015-04-13 38.918 38.918 38.918 38.918 0 38.3621
2015-04-14 39.449 39.449 39.449 39.449 0 38.8855
2015-04-15 39.047 39.047 39.047 39.047 0 38.4892
2015-04-16 39.101 39.101 39.101 39.101 0 38.5424
2015-04-17 38.662 38.662 38.662 38.662 0 38.1097
2015-04-20 38.148 38.148 38.148 38.148 0 37.6031
2015-04-21 38.613 38.613 38.613 38.613 0 38.0614
2015-04-22 37.829 37.829 37.829 37.829 0 37.2886
2015-04-23 37.661 37.661 37.661 37.661 0 37.123
2015-04-24 37.447 37.447 37.447 37.447 0 36.9121
2015-04-27 37.656 37.656 37.656 37.656 0 37.1181
2015-04-28 37.162 37.162 37.162 37.162 0 36.6311
2015-04-29 37.143 37.143 37.143 37.143 0 36.6124
2015-04-30 36.605 36.605 36.605 36.605 0 36.0821
2015-05-01 36.605 36.605 36.605 36.605 0 36.0821
2015-05-04 35.953 35.953 35.953 35.953 0 35.4394
2015-05-05 35.993 35.993 35.993 35.993 0 35.4788
2015-05-06 35.333 35.503 35.333 35.503 0 34.9958
2015-05-07 34.682 34.682 34.682 34.682 0 34.1866
2015-05-08 35.156 35.156 35.156 35.156 0 34.6538
2015-05-11 35.606 35.606 35.606 35.606 0 35.0974
2015-05-12 35.556 35.556 35.556 35.556 0 35.0481
2015-05-13 34.891 34.891 34.891 34.891 0 34.3926
2015-05-14 34.095 34.095 34.095 34.095 0 33.8505
2015-05-15 34.172 34.172 34.172 34.172 0 33.9269
2015-05-18 33.852 33.852 33.852 33.852 0 33.6092
2015-05-19 34.565 34.565 34.565 34.565 0 34.3171
2015-05-20 35.227 35.227 35.227 35.227 0 34.9744
2015-05-21 35.159 35.159 35.159 35.159 0 34.9069
2015-05-22 35.027 35.027 35.027 35.027 0 34.7758
2015-05-25 35.027 35.027 35.027 35.027 0 34.7758
2015-05-26 35.41 35.41 35.41 35.41 0 35.1561
2015-05-27 35.167 35.167 35.167 35.167 0 34.9148
2015-05-28 35.338 35.338 35.338 35.338 0 35.0846
2015-05-29 35.3 35.3 35.3 35.3 0 35.0469
2015-06-01 35.285 35.285 35.285 35.285 0 35.032
2015-06-02 35.119 35.119 35.119 35.119 0 34.8672
2015-06-03 34.603 34.603 34.603 34.603 0 34.3549
2015-06-04 34.457 34.457 34.457 34.457 0 34.2099
2015-06-05 34.101 34.101 34.101 34.101 0 33.8565
2015-06-08 34.41 34.41 34.41 34.41 0 34.1632
2015-06-09 33.54 33.54 33.54 33.54 0 33.2995
2015-06-10 33.466 33.466 33.466 33.466 0 33.226
2015-06-11 34.173 34.173 34.173 34.173 0 33.9279
2015-06-12 34.61 34.61 34.61 34.61 0 34.3618
2015-06-15 34.603 34.603 34.603 34.603 0 34.3549
2015-06-16 34.252 34.252 34.252 34.252 0 34.0064
2015-06-17 34.727 34.727 34.727 34.727 0 34.478
2015-06-18 34.271 34.271 34.271 34.271 0 34.0252
2015-06-19 34.681 34.681 34.681 34.681 0 34.4323
2015-06-22 34.499 34.499 34.499 34.499 0 34.2516
2015-06-23 34.832 34.832 34.832 34.832 0 34.5822
2015-06-24 35.121 35.121 35.121 35.121 0 34.8691
2015-06-25 34.749 34.749 34.749 34.749 0 34.4998
2015-06-26 34.55 34.55 34.55 34.55 0 34.3022
2015-06-29 34.825 34.825 34.825 34.825 0 34.5753
2015-06-30 33.976 33.976 33.976 33.976 0 33.7324
2015-07-01 34.361 34.361 34.361 34.361 0 34.1146
2015-07-02 35.447 35.447 35.447 35.447 0 35.1928
2015-07-03 35.39 35.39 35.39 35.39 0 35.1362
2015-07-06 35.088 35.088 35.088 35.088 0 34.8364
2015-07-07 35.815 35.815 35.815 35.815 0 35.5582
2015-07-08 35.514 35.514 35.514 35.514 0 35.2593
2015-07-09 35.57 35.57 35.57 35.57 0 35.3149
2015-07-10 35.816 35.816 35.816 35.816 0 35.5592
2015-07-13 35.888 36.809 35.888 36.809 0 36.545
2015-07-14 36.689 36.689 36.689 36.689 0 36.4259
2015-07-15 36.464 36.464 36.464 36.464 0 36.2025
2015-07-16 36.61 36.887 36.61 36.887 0 36.6225
2015-07-17 36.734 36.734 36.734 36.734 0 36.4706
2015-07-20 36.809 36.809 36.809 36.809 0 36.545
2015-07-21 36.734 36.734 36.234 36.234 0 35.9742
2015-07-22 36.188 36.188 36.188 36.188 0 35.9285
2015-07-23 36.549 36.549 36.142 36.142 0 35.8828
2015-07-24 36.257 36.257 36.257 36.257 0 35.997
2015-07-27 36.343 36.343 35.696 35.696 0 35.44
2015-07-28 35.758 35.758 35.758 35.758 0 35.5016
2015-07-29 35.597 35.597 35.597 35.597 0 35.3417
2015-07-30 36.106 36.106 36.106 36.106 0 35.8471
2015-07-31 36.19 36.19 36.19 36.19 0 35.9305
2015-08-03 35.937 35.937 35.937 35.937 0 35.6793
2015-08-04 35.614 35.614 35.614 35.614 0 35.3586
2015-08-05 35.815 35.815 35.658 35.658 0 35.4023
2015-08-06 35.621 35.621 35.621 35.621 0 35.3656
2015-08-07 35.516 35.516 35.255 35.255 0 35.0022
2015-08-10 35.521 35.521 35.521 35.521 0 35.2663
2015-08-11 35.884 35.884 35.884 35.884 0 35.6267
2015-08-12 35.406 35.406 34.75 34.862 0 34.612
2015-08-13 34.565 34.565 34.565 34.565 0 34.565
2015-08-14 34.742 34.742 34.742 34.742 0 34.742
2015-08-17 35.268 35.268 35.268 35.268 0 35.268
2015-08-18 35.187 35.187 35.187 35.187 0 35.187
2015-08-19 34.892 34.892 34.892 34.892 0 34.892
2015-08-20 34.412 34.412 33.7 33.7 0 33.7
2015-08-21 33.283 33.283 33.283 33.283 0 33.283
2015-08-24 31.594 31.594 31.594 31.594 0 31.594
2015-08-25 30.943 31.277 30.943 31.277 0 31.277
2015-08-26 30.723 30.791 30.723 30.791 0 30.791
2015-08-27 31.015 31.015 31.015 31.015 0 31.015
2015-08-28 31.755 31.755 31.755 31.755 0 31.755
2015-08-31 31.558 31.558 31.558 31.558 0 31.558
2015-09-01 31.243 31.243 31.243 31.243 0 31.243
2015-09-02 30.948 30.948 30.948 30.948 0 30.948
2015-09-03 31.131 31.131 31.131 31.131 0 31.131
2015-09-04 31.507 31.507 31.507 31.507 0 31.507
2015-09-07 31.633 31.633 31.517 31.517 0 31.517
2015-09-08 31.505 31.505 31.505 31.505 0 31.505
2015-09-09 32.441 32.441 32.441 32.441 0 32.441
2015-09-10 31.72 31.72 31.72 31.72 0 31.72
2015-09-11 31.514 31.514 31.514 31.514 0 31.514
2015-09-14 31.461 31.461 31.461 31.461 0 31.461
2015-09-15 31.337 31.337 31.337 31.337 0 31.337
2015-09-16 31.656 31.656 31.656 31.656 0 31.656
2015-09-17 31.772 31.772 31.772 31.772 0 31.772
2015-09-18 31.209 31.209 31.209 31.209 0 31.209
2015-09-21 30.749 30.749 30.749 30.749 0 30.749
2015-09-22 31.535 31.535 31.535 31.535 0 31.535
2015-09-23 30.976 30.976 30.976 30.976 0 30.976
2015-09-24 31.087 31.087 30.669 30.818 0 30.818
2015-09-25 31.135 31.135 31.135 31.135 0 31.135
2015-09-28 31.126 31.126 31.126 31.126 0 31.126
2015-09-29 30.249 30.422 30.249 30.422 0 30.422
2015-09-30 30.661 30.661 30.661 30.661 0 30.661
2015-10-01 31.479 31.479 30.666 30.666 0 30.666
2015-10-02 30.836 30.836 30.144 30.144 0 30.144
2015-10-05 30.5 30.5 30.5 30.5 0 30.5
2015-10-06 31.349 31.349 31.349 31.349 0 31.349
2015-10-07 30.943 30.943 30.943 30.943 0 30.943
2015-10-08 30.707 30.707 30.707 30.707 0 30.707
2015-10-09 31.112 31.112 31.112 31.112 0 31.112
2015-10-12 30.461 30.461 30.461 30.461 0 30.461
2015-10-13 30.988 30.988 30.988 30.988 0 30.988
2015-10-14 30.282 30.282 30.282 30.282 0 30.282
2015-10-15 29.889 29.889 29.889 29.889 0 29.889
2015-10-16 30.316 30.316 30.316 30.316 0 30.316
2015-10-19 30.609 30.609 30.609 30.609 0 30.609
2015-10-20 30.774 30.774 30.774 30.774 0 30.774
2015-10-21 31.268 31.268 31.104 31.104 0 31.104
2015-10-22 31.025 31.671 31.025 31.671 0 31.671
2015-10-23 32.125 32.679 32.125 32.679 0 32.679
2015-10-26 32.673 32.673 32.611 32.611 0 32.611
2015-10-27 32.706 32.706 32.706 32.706 0 32.706
2015-10-28 32.657 32.657 32.657 32.657 0 32.657
2015-10-29 33.61 33.61 33.61 33.61 0 33.61
2015-10-30 33.724 33.724 33.724 33.724 0 33.724
