"Index" "PZ.Open" "PZ.High" "PZ.Low" "PZ.Close" "PZ.Volume" "PZ.Adjusted"
2013-08-28 39 39 39 39 0 36.444
2013-08-29 39 39 39 39 0 36.444
2013-08-30 39 39 39 39 0 36.444
2013-09-02 39 39 39 39 0 36.444
2013-09-03 39 39 39 39 0 36.444
2013-09-04 39 39 39 39 0 36.444
2013-09-05 39 39 39 39 0 36.444
2013-09-06 42.3 42.3 42.3 42.3 269700 39.528
2013-09-09 42.3 42.3 41.5 41.5 682200 38.78
2013-09-10 41.5 41.5 39 39 163400 36.444
2013-09-11 39 39.14 39 39.14 280300 36.575
2013-09-12 39.14 39.9 39.14 39.9 319100 37.285
2013-09-13 39.9 39.9 39.9 39.9 158900 37.285
2013-09-16 39.34 39.34 39.34 39.34 17100 36.762
2013-09-17 39.34 39.34 39.34 39.34 247200 37.293
2013-09-18 39.34 39.34 38 38 309400 36.023
2013-09-19 38 38 35 35 899200 33.179
2013-09-20 35 37 35 37 665400 35.075
2013-09-23 37 37 36.58 37 402000 35.075
2013-09-24 37 37 37 37 577600 35.075
2013-09-25 37 37 37 37 330600 35.075
2013-09-26 37 37.5 37 37.5 374200 35.549
2013-09-27 37.5 38 37.5 38 809300 36.023
