"Index" "EVC.Open" "EVC.High" "EVC.Low" "EVC.Close" "EVC.Volume" "EVC.Adjusted"
2013-06-06 5 5.09 4.71 4.84 1304900 4.611202
2013-06-07 4.89 5.14 4.89 5.07 1030400 4.830329
2013-06-10 5.14 5.28 5.02 5.2 1372400 4.954183
2013-06-11 5.11 5.25 5.01 5.16 659000 4.916074
2013-06-12 5.2 5.34 5.15 5.3 1317500 5.049456
2013-06-13 5.38 5.5 5.18 5.47 1564500 5.21142
2013-06-14 5.47 5.5 5.33 5.43 776500 5.17331
2013-06-17 5.53 5.75 5.47 5.61 1609300 5.344802
2013-06-18 5.68 6 5.65 5.94 1505600 5.659202
2013-06-19 5.98 6.15 5.94 6.1 1519800 5.811638
2013-06-20 6.1 6.1 5.47 5.73 2085900 5.459129
2013-06-21 5.76 6.25 5.76 6.25 2190300 5.954547
2013-06-24 6.07 6.08 5.7 5.79 1569700 5.516293
2013-06-25 5.89 5.91 5.37 5.59 2371100 5.325747
2013-06-26 5.69 5.8 5.69 5.73 2157000 5.459129
2013-06-27 5.82 6.2 5.82 6.14 1668200 5.849747
2013-06-28 6.2 6.25 6.03 6.15 3293000 5.859275
2013-07-01 6.24 6.5 6.24 6.4 1709700 6.097456
2013-07-02 6.41 6.59 6.03 6.1 2149100 5.811638
2013-07-03 6.08 6.43 5.95 6.32 943900 6.021238
2013-07-05 6.42 6.57 6.42 6.53 1159400 6.221311
2013-07-08 6.63 6.82 6.57 6.81 1951100 6.488075
2013-07-09 6.9 7.21 6.85 7.2 3066500 6.859638
2013-07-10 7.2 7.27 6.56 6.56 2866800 6.249893
2013-07-11 6.78 6.93 6.6 6.73 1469400 6.411856
2013-07-12 6.73 6.83 6.44 6.64 1686400 6.326111
2013-07-15 6.62 6.91 6.61 6.75 1083800 6.430911
2013-07-16 6.81 6.86 6.54 6.63 1220100 6.316584
2013-07-17 6.71 6.86 6.43 6.52 1274000 6.211784
2013-07-18 6.56 6.66 6.44 6.64 872100 6.326111
2013-07-19 6.65 6.75 6.47 6.51 1085200 6.202257
2013-07-22 6.55 6.61 5.99 6.04 2308000 5.754474
2013-07-23 6.03 6.26 5.74 5.9 2859700 5.621093
2013-07-24 5.95 6.01 5.04 5.21 3945700 4.963711
2013-07-25 5.11 5.75 5.05 5.67 2451300 5.401965
2013-07-26 5.38 5.56 5.21 5.26 1543200 5.011347
2013-07-29 5.26 5.38 5.08 5.28 1430900 5.030402
2013-07-30 5.32 5.62 5.3 5.39 1229700 5.135201
2013-07-31 5.41 5.78 5.41 5.69 1589300 5.42102
2013-08-01 5.86 5.9 5.54 5.54 862900 5.278111
2013-08-02 5.77 6.57 5.73 6.52 2635500 6.211784
2013-08-05 6.56 6.62 6.31 6.46 1397200 6.15462
2013-08-06 6.47 6.55 5.98 6.12 1691300 5.830693
2013-08-07 6 6.15 5.94 5.99 985600 5.706838
2013-08-08 6.07 6.15 5.54 5.78 1552200 5.506765
2013-08-09 5.76 6.07 5.65 5.86 1013400 5.582984
2013-08-12 5.81 6 5.61 5.92 909200 5.640147
2013-08-13 5.92 5.98 5.6 5.64 1152600 5.373383
2013-08-14 5.64 5.68 5.05 5.26 2077200 5.011347
2013-08-15 5.3 5.62 5.28 5.5 1107100 5.240002
2013-08-16 5.43 5.61 5.35 5.48 968600 5.220947
2013-08-19 5.41 5.49 5.3 5.3 623600 5.049456
2013-08-20 5.3 5.64 5.3 5.53 958600 5.268584
2013-08-21 5.51 5.85 5.5 5.63 1014500 5.363856
2013-08-22 5.62 5.73 5.18 5.4 1412700 5.144729
2013-08-23 5.42 5.56 5.37 5.55 482000 5.287638
2013-08-26 5.6 5.84 5.5 5.71 862500 5.440074
2013-08-27 5.62 5.62 5.26 5.38 1479700 5.125674
2013-08-28 5.41 5.55 5.33 5.45 653500 5.192365
2013-08-29 5.43 5.61 5.42 5.44 541900 5.182838
2013-08-30 5.45 5.45 5.06 5.23 932000 4.982765
2013-09-03 5.36 5.55 5.28 5.36 795200 5.10662
2013-09-04 5.37 5.45 5.28 5.4 508500 5.144729
2013-09-05 5.42 5.52 5.26 5.34 591700 5.087565
2013-09-06 5.39 5.39 5.06 5.27 697900 5.020874
2013-09-09 5.28 5.45 5.19 5.35 614800 5.097092
2013-09-10 5.4 5.55 5.34 5.46 660000 5.201892
2013-09-11 5.43 5.46 5.18 5.19 940200 4.944656
2013-09-12 5.19 5.28 5.02 5.15 864200 4.906547
2013-09-13 5.19 5.33 5.15 5.32 490500 5.068511
2013-09-16 5.35 5.41 5.29 5.35 671300 5.097092
2013-09-17 5.35 5.39 5.22 5.33 377100 5.078038
2013-09-18 5.3 5.38 5.17 5.28 479800 5.030402
2013-09-19 5.29 5.33 5.16 5.28 385300 5.030402
2013-09-20 5.29 5.31 5.17 5.25 624800 5.00182
2013-09-23 5.23 5.65 5.23 5.64 1272900 5.373383
2013-09-24 5.67 5.82 5.47 5.76 1101500 5.487711
2013-09-25 5.8 5.85 5.62 5.68 873200 5.411492
2013-09-26 5.71 5.72 5.47 5.71 645200 5.440074
2013-09-27 5.67 5.87 5.62 5.85 526700 5.573456
2013-09-30 5.73 5.97 5.52 5.9 1758300 5.621093
2013-10-01 5.9 6.12 5.89 5.99 1006300 5.706838
2013-10-02 5.97 5.99 5.8 5.94 515900 5.659202
2013-10-03 5.95 6.12 5.95 6 959800 5.716365
2013-10-04 5.96 6.05 5.87 5.92 501400 5.640147
2013-10-07 5.8 5.94 5.73 5.78 554400 5.506765
2013-10-08 5.76 5.89 5.4 5.45 888600 5.192365
2013-10-09 5.46 5.55 5.35 5.52 680000 5.259056
2013-10-10 5.63 5.79 5.55 5.76 509700 5.487711
2013-10-11 5.73 6.06 5.72 6 990700 5.716365
2013-10-14 5.97 5.99 5.84 5.92 363000 5.640147
2013-10-15 5.91 6.22 5.91 6.18 1003000 5.887856
2013-10-16 6.23 6.26 6.06 6.24 731300 5.94502
2013-10-17 6.21 6.22 6.04 6.11 502200 5.821165
2013-10-18 6.16 6.16 5.91 6 792900 5.716365
2013-10-21 5.98 6.2 5.93 6.14 665600 5.849747
2013-10-22 6.21 6.22 5.97 6.07 691100 5.783056
2013-10-23 6.03 6.34 6.01 6.33 936700 6.030765
2013-10-24 6.33 6.77 6.25 6.76 1446500 6.440438
2013-10-25 6.76 7.03 6.7 6.75 1764200 6.430911
2013-10-28 6.76 6.85 6.61 6.74 1116900 6.421384
2013-10-29 6.73 6.76 6.38 6.63 868000 6.316584
