"Index" "OPM.Open" "OPM.High" "OPM.Low" "OPM.Close" "OPM.Volume" "OPM.Adjusted"
2013-05-29 3.01 3.01 3 3 1000 2.4646
2013-05-30 3 3 3 3 0 2.4646
2013-05-31 3.01 3.01 3.01 3.01 100 2.4728
2013-06-03 3.01 3.01 3.01 3.01 0 2.4728
2013-06-04 3.01 3.01 3.01 3.01 0 2.4728
2013-06-05 3.01 3.01 3.01 3.01 0 2.4728
2013-06-06 3.01 3.01 3.01 3.01 0 2.4728
2013-06-07 3.01 3.01 3.01 3.01 0 2.4728
2013-06-10 3.01 3.01 3.01 3.01 0 2.4728
2013-06-11 3.01 3.01 3.01 3.01 0 2.4728
2013-06-12 3.01 3.01 3.01 3.01 0 2.4728
2013-06-13 3.01 3.01 3.01 3.01 0 2.4728
2013-06-14 3.01 3.01 3.01 3.01 0 2.4728
2013-06-17 3.01 3.01 3.01 3.01 0 2.4728
2013-06-18 3.01 3.01 3.01 3.01 0 2.4728
2013-06-19 3.01 3.01 3.01 3.01 0 2.4728
2013-06-20 3 3 3 3 400 2.4646
2013-06-21 3 3 3 3 0 2.4646
2013-06-24 2.99 2.99 2.99 2.99 500 2.4564
2013-06-25 2.99 2.99 2.99 2.99 0 2.4564
2013-06-26 2.99 2.99 2.99 2.99 0 2.4564
2013-06-27 2.99 2.99 2.99 2.99 0 2.4564
2013-06-28 2.99 2.99 2.99 2.99 0 2.4564
