"Index" "ZAR.Open" "ZAR.High" "ZAR.Low" "ZAR.Close" "ZAR.Volume" "ZAR.Adjusted"
2014-11-06 80.74 80.74 80.58 80.6 0 80.6
2014-11-07 79.75 80.56 79.75 80.56 0 80.56
2014-11-10 80.55 80.55 80.55 80.55 0 80.55
2014-11-11 80.58 81.05 80.58 81.05 0 81.05
2014-11-12 81.05 81.05 81.05 81.05 0 81.05
2014-11-13 81.05 81.06 81.05 81.05 0 81.05
2014-11-14 81.05 81.05 80.9 80.9 0 80.9
2014-11-17 80.85 80.9 80.85 80.9 0 80.9
2014-11-18 80.9 81.1 80 80.5 0 80.5
2014-11-19 80.85 80.85 80 80.85 0 80.85
2014-11-20 80.75 81.25 80.75 81.25 0 81.25
2014-11-21 80.35 81.35 80.13 80.13 0 80.13
2014-11-24 80.48 80.5 80.48 80.5 0 80.5
2014-11-25 80.48 80.56 80.48 80.56 0 80.56
2014-11-26 80.85 80.85 80.5 80.5 0 80.5
2014-11-27 80.48 80.51 80.48 80.51 0 80.51
2014-11-28 80.48 80.53 80.48 80.53 0 80.53
2014-12-01 81.03 81.03 80.55 80.55 0 80.55
2014-12-02 80.25 80.5 80.25 80.25 0 80.25
2014-12-03 80.5 80.5 80 80 0 80
2014-12-04 80.25 80.25 80.25 80.25 0 80.25
2014-12-05 80.25 80.25 80.25 80.25 0 80.25
2014-12-08 80.5 80.53 80 80.52 0 80.52
2014-12-09 80.5 80.51 80.5 80.51 0 80.51
2014-12-10 80.51 80.53 80.51 80.53 0 80.53
2014-12-11 80.51 80.51 80.51 80.51 0 80.51
2014-12-12 80.51 80.51 80.51 80.51 0 80.51
2014-12-15 80.51 80.51 80.51 80.51 0 80.51
2014-12-16 80.51 80.75 80.51 80.75 0 80.75
2014-12-17 80.5 80.65 80.5 80.65 0 80.65
2014-12-18 80.51 81 80.26 81 0 81
2014-12-19 81.25 81.25 81.25 81.25 0 81.25
2014-12-22 81.01 81.26 81.01 81.25 0 81.25
2014-12-23 81.25 81.25 81.25 81.25 0 81.25
2014-12-24 81.25 81.25 81.25 81.25 0 81.25
2014-12-25 81.25 81.25 81.25 81.25 0 81.25
2014-12-26 81.25 81.25 81.25 81.25 0 81.25
2014-12-29 81.5 81.5 81.5 81.5 0 81.5
2014-12-30 81.25 83.72 81.25 82.5 0 82.5
2014-12-31 82.5 82.5 82.5 82.5 0 82.5
2015-01-01 82.5 82.5 82.5 82.5 0 82.5
2015-01-02 82.36 82.75 82.36 82.5 0 82.5
2015-01-05 82.5 82.7 82.5 82.7 0 82.7
2015-01-06 82.7 82.7 80.75 80.75 0 80.75
2015-01-07 81.28 81.28 80.75 80.75 0 80.75
2015-01-08 81.25 82.25 80.75 82.25 0 82.25
2015-01-09 83.13 83.13 80.75 81.25 0 81.25
2015-01-12 81.25 81.26 81.25 81.25 0 81.25
2015-01-13 81.25 81.25 81.2 81.2 0 81.2
2015-01-14 81.2 81.45 80.9 81.45 300 81.45
2015-01-15 81.5 81.5 80.75 80.85 0 80.85
2015-01-16 81.5 81.5 80.75 80.75 0 80.75
2015-01-19 81.25 81.25 80.9 81.25 0 81.25
2015-01-20 81.47 81.47 81.25 81.47 0 81.47
2015-01-21 81.47 81.47 80.5 80.85 100 80.85
2015-01-22 80.35 80.95 80.35 80.35 0 80.35
2015-01-23 80.53 81.72 80.5 81.3 0 81.3
2015-01-26 81.3 81.3 80.5 81.3 0 81.3
2015-01-27 81.3 81.55 81 81.25 500 81.25
2015-01-28 81.3 81.8 81.3 81.5 0 81.5
2015-01-29 81.55 81.61 81.25 81.61 0 81.61
2015-01-30 81.45 81.5 81.25 81.3 0 81.3
2015-02-02 81 81.35 81 81.35 0 81.35
2015-02-03 81.25 81.25 80.9 81.15 0 81.15
2015-02-04 81.2 81.53 80.9 81.53 0 81.53
2015-02-05 81.68 81.9 81.25 81.9 0 81.9
2015-02-06 81.9 82.4 81.78 82 0 82
2015-02-09 82.93 83.15 82.8 83.15 0 83.15
2015-02-10 83.15 83.82 83 83.82 0 83.82
2015-02-11 83.93 84.28 83 83 0 83
2015-02-12 83 83.17 83 83.17 0 83.17
2015-02-13 83.17 83.17 83.07 83.17 0 83.17
2015-02-16 83.17 85.57 83.17 85.21 0 85.21
2015-02-17 85.21 85.21 84.63 84.63 0 84.63
2015-02-18 84.67 85.03 84.67 84.92 0 84.92
2015-02-19 84.92 84.92 84.42 84.8 0 84.8
2015-02-20 84.8 84.93 84.8 84.88 0 84.88
2015-02-23 84.92 85.43 84.25 85.42 0 85.42
2015-02-24 84.92 86.95 84.92 86.95 0 86.95
2015-02-25 87.04 87.04 86.95 86.95 0 86.95
2015-02-26 87.04 87.07 87 87.07 0 87.07
2015-02-27 87.1 87.1 87 87.03 0 87.03
2015-03-02 87.08 87.08 85.53 86.31 0 86.31
2015-03-03 86.78 88 86.08 87.69 0 87.69
2015-03-04 87.69 88 87.69 88 0 88
2015-03-05 87.94 87.94 87.83 87.94 0 87.94
2015-03-06 87.75 88 87.75 88 0 88
2015-03-09 88 94 87.94 94 0 94
2015-03-10 93.5 93.5 92.75 92.75 0 92.75
2015-03-11 93.2 93.5 92.75 93.28 0 93.28
2015-03-12 94.25 95.1 94.01 94.65 0 94.65
2015-03-13 94.63 96.28 94.63 96.1 100 96.1
2015-03-16 98.45 98.45 94.95 95.51 0 95.51
2015-03-17 95.51 96.41 95.51 96.41 0 96.41
2015-03-18 96.41 96.6 95.21 95.21 0 95.21
2015-03-19 95.21 96.25 95.21 96.1 0 96.1
2015-03-20 95.61 95.71 95.51 95.51 0 95.51
2015-03-23 95.5 96.66 95.02 96.66 0 96.66
2015-03-24 96.66 101.9 96.66 101.9 0 101.9
2015-03-25 101.95 101.96 101.2 101.2 0 101.2
2015-03-26 101.2 101.21 100.7 101.2 0 101.2
2015-03-27 101.2 101.45 101.04 101.45 0 101.45
2015-03-30 100.45 101.95 100.45 101.95 0 101.95
2015-03-31 101.95 102.04 101.95 101.95 0 101.95
2015-04-01 102 102.9 101.35 102.73 0 102.73
2015-04-02 102.23 102.23 99.5 99.53 0 99.53
2015-04-03 99.53 99.53 99.53 99.53 0 99.53
2015-04-06 99.53 99.53 99.53 99.53 0 99.53
2015-04-07 98.42 99.71 96.1 96.28 0 96.28
2015-04-08 96.2 98.44 96 98.44 0 98.44
2015-04-09 96.28 99.69 96.28 99.13 0 99.13
2015-04-10 98.26 101.38 98.26 100.98 0 100.98
2015-04-13 101 101.01 99.29 99.29 0 99.29
2015-04-14 98.51 100 98.51 99.5 0 99.5
2015-04-15 100 100.01 99.04 99.29 0 99.29
2015-04-16 100 100.01 100 100 0 100
2015-04-17 99.75 100.01 98.13 99 0 99
2015-04-20 99 99.01 98.5 99 0 99
2015-04-21 99 101.5 99 101.5 0 101.5
2015-04-22 101.5 101.51 100 101 0 101
2015-04-23 100.75 101.01 100.5 100.5 0 100.5
2015-04-24 100.75 100.76 98.75 99 0 99
2015-04-27 98.75 101.9 98.75 101.9 0 101.9
2015-04-28 101 103.51 101 102.4 0 102.4
2015-04-29 102.65 102.66 100.65 100.65 0 100.65
2015-04-30 100.4 100.5 99.4 99.4 0 99.4
2015-05-01 99.4 99.4 99.4 99.4 0 99.4
2015-05-04 99.4 99.45 99.4 99.45 0 99.45
2015-05-05 99.45 100.2 99.45 99.45 0 99.45
2015-05-06 99.45 99.46 98.95 98.95 0 98.95
2015-05-07 98.7 99 98 98.5 0 98.5
2015-05-08 98.5 100.2 98.5 99.4 0 99.4
2015-05-11 99.15 99.41 99 99 0 99
2015-05-12 98.95 100.5 98.5 99.91 0 99.91
2015-05-13 100.65 101.23 100.01 101.16 0 101.16
2015-05-14 101.26 101.31 101.15 101.15 0 101.15
2015-05-15 101.3 104.1 101.3 103.85 0 103.85
2015-05-18 104.5 104.65 103.5 104.15 0 104.15
2015-05-19 104 104.35 103.51 104.25 0 104.25
2015-05-20 105 105.01 104.37 104.37 0 104.37
2015-05-21 104.12 105 103.75 103.75 0 103.75
2015-05-22 103.75 103.75 103.5 103.55 0 103.55
2015-05-25 103.56 103.6 103.56 103.6 0 103.6
2015-05-26 103.8 104.73 103.5 103.5 400 103.5
2015-05-27 103.46 103.5 103.25 103.5 0 103.5
2015-05-28 103.88 103.88 103.5 103.5 0 103.5
2015-05-29 103.5 103.51 102.8 102.8 0 102.8
2015-06-01 103.05 103.75 103.05 103.05 0 103.05
2015-06-02 103.05 103.06 102.7 102.7 0 102.7
2015-06-03 102.8 102.81 102.65 102.71 0 102.71
2015-06-04 102.71 102.71 102.71 102.71 0 102.71
2015-06-05 102.71 102.71 102.71 102.71 0 102.71
2015-06-08 102.86 102.86 101.15 101.15 0 101.15
2015-06-09 101.15 101.16 101.15 101.15 0 101.15
2015-06-10 101.15 101.16 100.6 101.15 0 101.15
2015-06-11 101.15 102.88 101.15 102.38 0 102.38
2015-06-12 102.4 102.4 102.4 102.4 0 102.4
2015-06-15 102.4 102.4 102.05 102.05 0 102.05
2015-06-16 102.05 102.05 100.05 100.25 0 100.25
2015-06-17 100.05 102 100.05 101.64 0 101.64
2015-06-18 102.45 102.65 101.05 101.05 0 101.05
2015-06-19 100.03 100.34 99.65 99.65 0 99.65
2015-06-22 100.39 101 99.6 99.6 0 99.6
2015-06-23 99.6 99.61 99.6 99.6 0 99.6
2015-06-24 99.6 99.61 99.6 99.6 0 99.6
2015-06-25 99.6 100.59 99.6 100.49 0 100.49
2015-06-26 100.49 100.49 99.5 99.5 0 99.5
2015-06-29 98.8 99.31 98.8 99.05 0 99.05
2015-06-30 99.55 100.25 99.3 99.55 0 99.55
2015-07-01 100.99 100.99 99.9 100.15 0 100.15
2015-07-02 100.04 100.91 99.05 99.05 0 99.05
2015-07-03 99.05 99.06 98.97 99.05 0 99.05
2015-07-06 98.97 99.05 98.97 99.05 0 99.05
2015-07-07 99.05 100.13 98.97 99.05 0 99.05
2015-07-08 98.85 98.85 96.25 97.15 0 97.15
2015-07-09 97.36 99 97.36 98.8 0 98.8
2015-07-10 98.7 99.5 98.12 99.5 0 99.5
2015-07-13 99.5 100 99.5 99.75 0 99.75
2015-07-14 99.5 100.01 98.75 99.5 0 99.5
2015-07-15 99.5 99.51 99.5 99.5 0 99.5
2015-07-16 99.5 99.51 98.75 99 0 99
2015-07-17 99.25 99.26 99.25 99.25 0 99.25
2015-07-20 99.25 99.26 99.25 99.25 0 99.25
2015-07-21 99.25 99.5 99 99.5 0 99.5
2015-07-22 99.5 100 99.25 99.63 0 99.63
2015-07-23 99.63 100.29 99.63 100.29 0 100.29
2015-07-24 100.29 100.5 99.5 100.5 0 100.5
2015-07-27 100.5 100.5 99 99 0 99
2015-07-28 101.65 101.89 99.7 101.85 0 101.85
2015-07-29 101.75 102.3 101.05 101.3 0 101.3
2015-07-30 102.3 103.15 102.05 102.05 0 102.05
2015-07-31 102.28 102.28 102.28 102.28 0 102.28
2015-08-03 102.28 104.37 102.28 102.53 0 102.53
2015-08-04 102.53 104 102.53 103.25 0 103.25
2015-08-05 103.3 105.5 103.3 105.5 0 105.5
2015-08-06 105.5 105.5 104.95 104.95 0 104.95
2015-08-07 104.95 104.95 104.95 104.95 0 104.95
2015-08-10 104.95 105.7 104.95 105.7 0 105.7
2015-08-11 105.7 105.7 104.95 104.95 0 104.95
2015-08-12 104.75 104.75 103.25 103.25 0 103.25
2015-08-13 103.75 103.75 103.75 103.75 0 103.75
2015-08-14 103.75 103.75 103.75 103.75 0 103.75
2015-08-17 103.75 103.75 103.3 103.3 0 103.3
2015-08-18 103.7 103.7 102.53 102.55 0 102.55
2015-08-19 102.55 103.25 102.03 103.25 0 103.25
2015-08-20 103.25 103.66 103 103 0 103
2015-08-21 101.5 101.5 101 101 0 101
2015-08-24 99.18 101.5 99.18 101.5 0 101.5
2015-08-25 101.35 102 101.35 101.58 0 101.58
2015-08-26 101.63 102.06 101.63 102.06 0 102.06
2015-08-27 102.41 102.41 101.09 101.09 0 101.09
2015-08-28 101.09 101.5 101.09 101.09 0 101.09
2015-08-31 101.09 102.09 101.09 102.09 0 102.09
2015-09-01 102.29 104.58 102.29 102.53 0 102.53
2015-09-02 102.52 103.01 102.51 102.51 0 102.51
2015-09-03 102.01 103.9 101.5 101.5 0 101.5
2015-09-04 101.5 102.01 101.5 102 0 102
2015-09-07 102 102.46 102 102.05 0 102.05
2015-09-08 102.5 103.27 102 102.43 0 102.43
2015-09-09 102.38 103.47 101.45 101.91 0 101.91
2015-09-10 101.5 101.78 101.42 101.74 0 101.74
2015-09-11 101.78 101.78 101.6 101.73 0 101.73
2015-09-14 101.78 101.78 101.46 101.46 0 101.46
2015-09-15 101.5 101.9 101.5 101.86 0 101.86
2015-09-16 101.9 101.9 101.47 101.51 0 101.51
2015-09-17 101.55 101.55 101.47 101.51 0 101.51
2015-09-18 101.55 102.83 101.47 101.55 0 101.55
2015-09-21 101.3 101.3 100.97 101.05 0 101.05
2015-09-24 100.25 100.5 99.75 99.75 0 99.75
2015-09-25 99.51 101 99.51 101 0 101
2015-09-28 100.55 101.01 100.55 100.55 0 100.55
2015-09-29 100.55 102.25 100.55 102.25 0 102.25
2015-09-30 100.8 102.01 100.8 101.5 0 101.5
2015-10-01 101 101.25 100.05 100.05 0 100.05
2015-10-02 100.05 101.09 100.05 100.56 0 100.56
2015-10-05 101.26 101.59 95.87 98.56 0 98.56
2015-10-06 97.5 99.09 95.92 97.5 0 97.5
2015-10-07 97.5 100.09 97.5 100 0 100
2015-10-08 100 100.5 100 100 0 100
2015-10-09 100 100.75 100 100.75 0 100.75
2015-10-12 100.75 102.33 100.75 102.33 0 102.33
2015-10-13 102.48 102.48 101.53 102.44 0 102.44
2015-10-14 102.48 102.66 101.5 102.66 0 102.66
2015-10-15 102.7 102.7 101.53 101.74 0 101.74
2015-10-16 102.28 102.28 101.53 101.53 0 101.53
2015-10-19 101.53 101.53 101.53 101.53 0 101.53
2015-10-20 101.53 102.95 101.53 102.95 0 102.95
2015-10-21 102.95 103.04 102.95 102.95 0 102.95
2015-10-22 102.95 103.04 102.95 102.95 0 102.95
2015-10-23 102.95 103.5 102.95 103.5 0 103.5
2015-10-26 103.5 103.84 103.21 103.21 0 103.21
2015-10-27 103.25 104 103 103.5 0 103.5
2015-10-28 103.5 103.5 103.25 103.25 0 103.25
2015-10-29 103.33 103.33 102.75 103.25 0 103.25
2015-10-30 103.25 103.26 103.25 103.25 0 103.25
