"Index" "ZN.Open" "ZN.High" "ZN.Low" "ZN.Close" "ZN.Volume" "ZN.Adjusted"
2014-01-07 1.54 1.61 1.52 1.61 129500 1.61
2014-01-08 1.64 1.65 1.53 1.54 79200 1.54
2014-01-09 1.64 1.9 1.59 1.85 300500 1.85
2014-01-10 1.81 1.85 1.62 1.81 181200 1.81
2014-01-13 1.74 1.79 1.67 1.75 76200 1.75
2014-01-14 1.81 1.85 1.75 1.82 48300 1.82
2014-01-15 1.85 1.88 1.79 1.82 51500 1.82
2014-01-16 1.84 1.96 1.82 1.94 128600 1.94
2014-01-17 1.91 1.95 1.85 1.9 58100 1.9
2014-01-21 1.86 1.94 1.85 1.93 62100 1.93
2014-01-22 1.95 1.99 1.88 1.94 108900 1.94
2014-01-23 1.96 1.98 1.9 1.95 67100 1.95
2014-01-24 1.95 1.95 1.75 1.81 145800 1.81
2014-01-27 1.81 1.92 1.79 1.83 39700 1.83
2014-01-28 1.86 1.88 1.8 1.87 30300 1.87
2014-01-29 1.87 1.87 1.72 1.76 97000 1.76
2014-01-30 1.81 1.86 1.69 1.72 100500 1.72
2014-01-31 1.65 1.75 1.38 1.43 337400 1.43
2014-02-03 1.39 1.56 1.39 1.52 230100 1.52
2014-02-04 1.56 1.6 1.48 1.58 119800 1.58
2014-02-05 1.6 1.69 1.58 1.67 81600 1.67
2014-02-06 1.71 1.74 1.61 1.71 111000 1.71
2014-02-07 1.68 1.71 1.67 1.69 56000 1.69
2014-02-10 1.7 1.7 1.57 1.66 53900 1.66
2014-02-11 1.61 1.68 1.6 1.67 82300 1.67
2014-02-12 1.64 1.68 1.62 1.65 25100 1.65
2014-02-13 1.66 1.68 1.65 1.67 35700 1.67
2014-02-14 1.69 1.73 1.66 1.67 40600 1.67
2014-02-18 1.72 1.72 1.64 1.7 97000 1.7
2014-02-19 1.71 1.71 1.69 1.71 74500 1.71
2014-02-20 1.7 1.74 1.69 1.73 92500 1.73
2014-02-21 1.73 1.75 1.7 1.75 55700 1.75
2014-02-24 1.74 1.74 1.69 1.74 76500 1.74
2014-02-25 1.74 1.74 1.65 1.7 44100 1.7
2014-02-26 1.67 1.7 1.66 1.68 18400 1.68
2014-02-27 1.65 1.72 1.65 1.66 42600 1.66
2014-02-28 1.7 1.71 1.66 1.66 42800 1.66
2014-03-03 1.67 1.71 1.65 1.68 36300 1.68
2014-03-04 1.71 1.83 1.68 1.83 141500 1.83
2014-03-05 1.88 1.93 1.82 1.89 230000 1.89
2014-03-06 1.95 2.03 1.9 1.93 531200 1.93
2014-03-07 1.95 2.03 1.95 1.96 158100 1.96
2014-03-10 2 2 1.75 1.85 130300 1.85
2014-03-11 1.89 1.93 1.78 1.92 116000 1.92
2014-03-12 1.88 1.92 1.85 1.91 42900 1.91
2014-03-13 1.87 1.9 1.81 1.85 58300 1.85
2014-03-14 1.85 2 1.81 1.89 253400 1.89
2014-03-17 1.9 1.99 1.85 1.87 167100 1.87
2014-03-18 1.85 2.09 1.85 1.91 439300 1.91
2014-03-19 1.95 1.95 1.85 1.88 97000 1.88
2014-03-20 1.92 1.93 1.85 1.88 83500 1.88
2014-03-21 1.88 1.97 1.85 1.91 202700 1.91
2014-03-24 1.97 1.98 1.88 1.91 105300 1.91
2014-03-25 1.89 1.95 1.87 1.89 54700 1.89
2014-03-26 1.87 1.94 1.85 1.88 69100 1.88
2014-03-27 1.89 1.91 1.86 1.88 42600 1.88
2014-03-28 1.91 1.91 1.85 1.86 61300 1.86
2014-03-31 1.87 1.91 1.86 1.91 25500 1.91
2014-04-01 1.93 1.97 1.89 1.92 50800 1.92
2014-04-02 1.96 2 1.94 1.95 92800 1.95
2014-04-03 1.98 1.98 1.9 1.91 55500 1.91
2014-04-04 1.95 1.95 1.87 1.92 43900 1.92
2014-04-07 1.94 1.94 1.87 1.92 49100 1.92
2014-04-08 1.9 1.93 1.88 1.9 35500 1.9
2014-04-09 1.93 1.94 1.91 1.93 9700 1.93
2014-04-10 1.97 2.07 1.94 2.03 205400 2.03
2014-04-11 2.1 2.14 1.98 2.01 177000 2.01
2014-04-14 1.99 2.47 1.99 2.29 635700 2.29
2014-04-15 2.39 2.58 2.35 2.55 925700 2.55
2014-04-16 2.57 2.61 2.3 2.35 392900 2.35
2014-04-17 2.35 2.41 2.3 2.38 143900 2.38
2014-04-21 2.39 2.39 2.2 2.27 167400 2.27
2014-04-22 2.23 2.44 2.2 2.32 204100 2.32
2014-04-23 2.3 2.39 2.3 2.36 39500 2.36
2014-04-24 2.41 2.42 2.3 2.34 60900 2.34
2014-04-25 2.35 2.35 2.29 2.29 135400 2.29
2014-04-28 2.27 2.3 2.01 2.01 170800 2.01
2014-04-29 2.01 2.2 2 2.15 105600 2.15
2014-04-30 2.15 2.26 2.13 2.23 37800 2.23
2014-05-01 2.26 2.27 2.16 2.2 45500 2.2
2014-05-02 2.12 2.2 2.12 2.19 63000 2.19
2014-05-05 2.15 2.28 2.15 2.24 76000 2.24
2014-05-06 2.22 2.3 2.22 2.3 67900 2.3
2014-05-07 2.36 2.4 2.3 2.38 157100 2.38
2014-05-08 2.4 2.4 2.26 2.3 138100 2.3
2014-05-09 2.2 2.33 2.2 2.27 66500 2.27
2014-05-12 2.27 2.42 2.27 2.32 69900 2.32
2014-05-13 2.28 2.36 2.24 2.31 64400 2.31
2014-05-14 2.27 2.3 2.24 2.24 47300 2.24
2014-05-15 2.2 2.25 2.2 2.23 85900 2.23
2014-05-16 2.26 2.26 2.12 2.18 42000 2.18
2014-05-19 2.21 2.22 2.12 2.16 67000 2.16
2014-05-20 2.12 2.17 2.1 2.12 66400 2.12
2014-05-21 2.12 2.21 2.12 2.12 49800 2.12
2014-05-22 2.12 2.2 2.04 2.04 46800 2.04
2014-05-23 2.01 2.06 2 2 99100 2
2014-05-27 2 2.01 1.95 1.96 101700 1.96
2014-05-28 1.96 2.04 1.95 1.98 82200 1.98
2014-05-29 2 2.02 1.92 1.95 55100 1.95
2014-05-30 1.95 1.98 1.91 1.91 58300 1.91
2014-06-02 1.94 2 1.91 1.98 60000 1.98
2014-06-03 1.98 1.98 1.95 1.98 57600 1.98
2014-06-04 1.94 1.97 1.91 1.92 54500 1.92
2014-06-05 1.93 2 1.93 1.98 44700 1.98
2014-06-06 2 2.05 1.98 2 119700 2
2014-06-09 2 2.18 2 2.13 83400 2.13
2014-06-10 2.13 2.15 2.1 2.1 27000 2.1
2014-06-11 2.1 2.18 2.06 2.08 56700 2.08
2014-06-12 2.12 2.16 2.06 2.12 39400 2.12
2014-06-13 2.19 2.19 2.1 2.14 49200 2.14
2014-06-16 2.17 2.27 2.14 2.22 138600 2.22
2014-06-17 2.18 2.24 2.15 2.24 39800 2.24
2014-06-18 2.26 2.29 2.2 2.23 33500 2.23
2014-06-19 2.22 2.22 2.11 2.13 47000 2.13
