"Index" "NRS.Open" "NRS.High" "NRS.Low" "NRS.Close" "NRS.Volume" "NRS.Adjusted"
2013-09-12 0.47 0.47 0.47 0.47 0 0.47
2013-09-13 0.464 0.464 0.464 0.464 0 0.464
2013-09-16 0.456 0.456 0.456 0.456 0 0.456
2013-09-17 0.479 0.479 0.479 0.479 0 0.479
2013-09-18 0.459 0.459 0.459 0.459 0 0.459
2013-09-19 0.465 0.465 0.465 0.465 0 0.465
2013-09-20 0.423 0.423 0.423 0.423 0 0.423
2013-09-23 0.438 0.438 0.438 0.438 0 0.438
2013-09-24 0.442 0.442 0.442 0.442 0 0.442
2013-09-25 0.436 0.436 0.436 0.436 0 0.436
