"Date" "Mid Price"
7/9/2014 190.7216
7/8/2014 192.1137
7/7/2014 193.1065
7/3/2014 194.7049
7/2/2014 195.1035
7/1/2014 196.0155
6/30/2014 196.28
6/27/2014 197.7315
6/26/2014 197.9374
6/25/2014 198.679
6/24/2014 198.8483
6/23/2014 198.4203
6/20/2014 199.3469
6/19/2014 199.0996
6/18/2014 197.7159
6/17/2014 197.2768
6/16/2014 197.0975
6/13/2014 196.8418
6/12/2014 196.2747
6/11/2014 192.7167
6/10/2014 192.5528
6/9/2014 193.2242
6/6/2014 191.6127
6/5/2014 191.3166
6/4/2014 191.0937
6/3/2014 191.5643
6/2/2014 191.8063
5/30/2014 192.1531
5/29/2014 193.5229
5/28/2014 193.1011
5/27/2014 193.8715
5/23/2014 194.7481
5/22/2014 194.3836
5/21/2014 194.7313
5/20/2014 193.4563
5/19/2014 193.3866
5/16/2014 193.1064
5/15/2014 192.8663
5/14/2014 193.8083
5/13/2014 192.861
5/12/2014 191.875
5/9/2014 191.2567
5/8/2014 191.7978
5/7/2014 192.181
5/6/2014 191.2624
5/5/2014 191.2623
5/2/2014 191.8478
5/1/2014 191.168
4/30/2014 192.3181
4/29/2014 194.1833
4/28/2014 192.9825
4/25/2014 193.8484
4/24/2014 194.9643
4/23/2014 193.7842
4/22/2014 193.8788
4/21/2014 194.7359
4/17/2014 194.9054
4/16/2014 194.4125
4/15/2014 194.0725
4/14/2014 193.948
4/11/2014 192.2427
4/10/2014 192.4148
4/9/2014 192.6707
4/8/2014 191.6813
4/7/2014 189.1799
4/4/2014 189.8985
4/3/2014 189.1196
4/2/2014 187.5048
4/1/2014 188.6154
3/31/2014 190.9769
3/28/2014 191.5117
3/27/2014 191.1822
3/26/2014 189.3459
3/25/2014 189.0782
3/24/2014 188.8076
3/21/2014 188.6897
3/20/2014 188.2347
3/19/2014 188.8732
3/18/2014 189.011
3/17/2014 187.5422
3/14/2014 189.5615
3/13/2014 188.1971
3/12/2014 188.6266
3/11/2014 189.8359
