"Index" "MQ.Open" "MQ.High" "MQ.Low" "MQ.Close" "MQ.Volume" "MQ.Adjusted"
2013-09-20 0.05 0.05 0.05 0.05 0 0.5
2013-09-23 0.05 0.05 0.05 0.05 0 0.5
2013-09-24 0.05 0.05 0.05 0.05 0 0.5
2013-09-25 0.05 0.05 0.05 0.05 0 0.5
2013-09-26 0.05 0.05 0.05 0.05 0 0.5
2013-09-27 0.05 0.05 0.05 0.05 0 0.5
2013-09-30 0.05 0.05 0.05 0.05 0 0.5
2013-10-01 0.05 0.05 0.05 0.05 0 0.5
2013-10-02 0.05 0.05 0.05 0.05 0 0.5
2013-10-03 0.05 0.05 0.05 0.05 0 0.5
2013-10-04 0.05 0.05 0.05 0.05 0 0.5
2013-10-07 0.05 0.05 0.05 0.05 0 0.5
2013-10-08 0.05 0.05 0.05 0.05 0 0.5
2013-10-09 0.05 0.05 0.05 0.05 0 0.5
2013-10-10 0.05 0.05 0.05 0.05 0 0.5
2013-10-11 0.05 0.05 0.05 0.05 0 0.5
2013-10-14 0.05 0.05 0.05 0.05 0 0.5
2013-10-15 0.05 0.05 0.05 0.05 0 0.5
2013-10-16 0.05 0.05 0.05 0.05 0 0.5
2013-10-17 0.05 0.05 0.05 0.05 0 0.5
2013-10-18 0.05 0.05 0.05 0.05 200 0.5
2013-10-21 0.05 0.05 0.05 0.05 0 0.5
2013-10-22 0.05 0.05 0.05 0.05 0 0.5
2013-10-23 0.08 0.08 0.08 0.08 1000 0.8
2013-10-24 0.08 0.08 0.08 0.08 0 0.8
2013-10-25 0.08 0.08 0.08 0.08 0 0.8
2013-10-28 0.08 0.08 0.08 0.08 0 0.8
2013-10-29 0.08 0.08 0.08 0.08 0 0.8
2013-10-30 0.05 0.05 0.05 0.05 1800 0.5
2013-10-31 0.05 0.05 0.05 0.05 500 0.5
2013-11-01 0.05 0.05 0.05 0.05 0 0.5
2013-11-04 0.05 0.05 0.05 0.05 4000 0.5
2013-11-05 0.05 0.05 0.05 0.05 100 0.5
2013-11-06 0.08 0.1 0.08 0.1 900 1
2013-11-07 0.1 0.1 0.1 0.1 0 1
2013-11-08 0.1 0.1 0.1 0.1 0 1
2013-11-11 0.09 0.09 0.09 0.09 100 0.9
2013-11-12 0.04 0.04 0.04 0.04 3200 0.4
2013-11-13 0.04 0.04 0.04 0.04 0 0.4
2013-11-14 0.02 0.02 0.02 0.02 300 0.2
2013-11-15 0.02 0.02 0.02 0.02 0 0.2
2013-11-18 0.02 0.02 0.02 0.02 0 0.2
2013-11-19 0.02 0.02 0.02 0.02 0 0.2
2013-11-20 0.02 0.02 0.02 0.02 0 0.2
2013-11-21 0.02 0.02 0.02 0.02 0 0.2
2013-11-22 0.02 0.02 0.02 0.02 0 0.2
2013-11-25 0.02 0.02 0.02 0.02 0 0.2
2013-11-26 0.045 0.05 0.045 0.05 3100 0.5
2013-11-27 0.05 0.05 0.05 0.05 0 0.5
2013-11-28 0.05 0.05 0.05 0.05 0 0.5
2013-11-29 0.05 0.05 0.05 0.05 0 0.5
2013-12-02 0.05 0.05 0.05 0.05 0 0.5
2013-12-03 0.05 0.05 0.05 0.05 0 0.5
2013-12-04 0.03 0.03 0.02 0.02 1800 0.2
2013-12-05 0.05 0.05 0.05 0.05 1000 0.5
2013-12-06 0.06 0.06 0.06 0.06 500 0.6
2013-12-09 0.06 0.06 0.06 0.06 500 0.6
2013-12-10 0.06 0.06 0.06 0.06 800 0.6
2013-12-11 0.06 0.06 0.06 0.06 0 0.6
2013-12-12 0.06 0.06 0.06 0.06 0 0.6
2013-12-13 0.06 0.06 0.06 0.06 0 0.6
2013-12-16 0.05 0.05 0.05 0.05 500 0.5
2013-12-17 0.05 0.06 0.04 0.04 21500 0.4
2013-12-18 0.04 0.04 0.04 0.04 0 0.4
2013-12-19 0.035 0.035 0.035 0.035 500 0.35
2013-12-20 0.035 0.035 0.035 0.035 0 0.35
2013-12-23 0.04 0.04 0.04 0.04 4500 0.4
2013-12-24 0.04 0.04 0.04 0.04 0 0.4
2013-12-25 0.04 0.04 0.04 0.04 0 0.4
2013-12-26 0.04 0.04 0.04 0.04 0 0.4
2013-12-27 0.04 0.04 0.04 0.04 300 0.4
2013-12-30 0.05 0.05 0.05 0.05 200 0.5
2013-12-31 0.05 0.05 0.05 0.05 1500 0.5
2014-01-01 0.05 0.05 0.05 0.05 0 0.5
2014-01-02 0.05 0.05 0.05 0.05 0 0.5
2014-01-03 0.05 0.05 0.05 0.05 0 0.5
2014-01-06 0.05 0.05 0.05 0.05 0 0.5
2014-01-07 0.05 0.05 0.05 0.05 0 0.5
2014-01-08 0.09 0.09 0.09 0.09 5400 0.9
2014-01-09 0.09 0.09 0.09 0.09 0 0.9
2014-01-10 0.09 0.09 0.09 0.09 0 0.9
2014-01-13 0.09 0.09 0.09 0.09 0 0.9
2014-01-14 0.09 0.09 0.09 0.09 0 0.9
2014-01-15 0.05 0.05 0.05 0.05 100 0.5
2014-01-16 0.05 0.05 0.05 0.05 100 0.5
2014-01-17 0.05 0.05 0.05 0.05 0 0.5
2014-01-20 0.05 0.05 0.05 0.05 4600 0.5
2014-01-21 0.04 0.04 0.04 0.04 100 0.4
2014-01-22 0.04 0.04 0.04 0.04 0 0.4
2014-01-23 0.04 0.04 0.04 0.04 0 0.4
2014-01-24 0.04 0.04 0.04 0.04 0 0.4
2014-01-27 0.04 0.04 0.04 0.04 400 0.4
2014-01-28 0.04 0.04 0.04 0.04 0 0.4
2014-01-29 0.04 0.04 0.04 0.04 0 0.4
2014-01-30 0.045 0.045 0.045 0.045 2000 0.45
2014-01-31 0.04 0.05 0.03 0.05 7500 0.5
2014-02-03 0.05 0.05 0.05 0.05 0 0.5
2014-02-04 0.035 0.035 0.035 0.035 100 0.35
2014-02-05 0.035 0.035 0.035 0.035 0 0.35
2014-02-06 0.04 0.04 0.04 0.04 400 0.4
2014-02-07 0.04 0.04 0.04 0.04 100 0.4
2014-02-10 0.05 0.05 0.05 0.05 3700 0.5
2014-02-11 0.05 0.05 0.05 0.05 0 0.5
2014-02-12 0.045 0.045 0.045 0.045 1500 0.45
2014-02-13 0.04 0.04 0.04 0.04 18000 0.4
2014-02-14 0.04 0.04 0.04 0.04 0 0.4
2014-02-17 0.04 0.04 0.04 0.04 0 0.4
2014-02-18 0.04 0.05 0.04 0.05 10200 0.5
2014-02-19 0.045 0.05 0.045 0.05 600 0.5
2014-02-20 0.06 0.06 0.05 0.05 6200 0.5
2014-02-21 0.06 0.06 0.06 0.06 3100 0.6
2014-02-24 0.06 0.06 0.06 0.06 0 0.6
2014-02-25 0.06 0.06 0.06 0.06 0 0.6
2014-02-26 0.05 0.05 0.05 0.05 100 0.5
2014-02-27 0.05 0.05 0.05 0.05 0 0.5
2014-02-28 0.05 0.05 0.05 0.05 0 0.5
2014-03-03 0.05 0.05 0.05 0.05 0 0.5
2014-03-04 0.05 0.05 0.05 0.05 0 0.5
2014-03-05 0.05 0.05 0.05 0.05 0 0.5
2014-03-06 0.05 0.05 0.05 0.05 0 0.5
2014-03-07 0.05 0.05 0.05 0.05 0 0.5
2014-03-10 0.05 0.05 0.05 0.05 100 0.5
2014-03-11 0.05 0.05 0.05 0.05 0 0.5
2014-03-12 0.05 0.05 0.05 0.05 0 0.5
2014-03-13 0.05 0.05 0.05 0.05 0 0.5
2014-03-14 0.05 0.05 0.05 0.05 0 0.5
2014-03-17 0.05 0.05 0.05 0.05 0 0.5
2014-03-18 0.05 0.05 0.05 0.05 0 0.5
2014-03-19 0.05 0.05 0.05 0.05 0 0.5
2014-03-20 0.05 0.05 0.045 0.045 200 0.45
2014-03-21 0.05 0.05 0.05 0.05 2500 0.5
2014-03-24 0.05 0.05 0.05 0.05 6600 0.5
2014-03-25 0.05 0.05 0.05 0.05 200 0.5
2014-03-26 0.045 0.045 0.045 0.045 300 0.45
2014-03-27 0.045 0.045 0.045 0.045 300 0.45
2014-03-28 0.045 0.045 0.045 0.045 0 0.45
2014-03-31 0.045 0.045 0.04 0.04 5500 0.4
2014-04-01 0.04 0.04 0.04 0.04 10100 0.4
2014-04-02 0.035 0.04 0.035 0.04 1200 0.4
2014-04-03 0.04 0.04 0.04 0.04 300 0.4
2014-04-04 0.04 0.04 0.04 0.04 0 0.4
2014-04-07 0.035 0.035 0.03 0.03 15500 0.3
2014-04-08 0.03 0.03 0.03 0.03 100 0.3
2014-04-09 0.03 0.03 0.03 0.03 2400 0.3
2014-04-10 0.03 0.03 0.03 0.03 0 0.3
2014-04-11 0.03 0.03 0.03 0.03 1300 0.3
2014-04-14 0.03 0.03 0.03 0.03 0 0.3
2014-04-15 0.03 0.03 0.03 0.03 0 0.3
2014-04-16 0.03 0.03 0.02 0.02 24600 0.2
2014-04-17 0.025 0.03 0.02 0.02 9100 0.2
2014-04-18 0.02 0.02 0.02 0.02 0 0.2
2014-04-21 0.03 0.03 0.025 0.025 21300 0.25
2014-04-22 0.025 0.025 0.025 0.025 0 0.25
2014-04-23 0.025 0.025 0.025 0.025 0 0.25
2014-04-24 0.025 0.025 0.025 0.025 0 0.25
2014-04-25 0.025 0.025 0.025 0.025 0 0.25
2014-04-28 0.03 0.03 0.02 0.02 5000 0.2
2014-04-29 0.025 0.025 0.025 0.025 100 0.25
2014-04-30 0.02 0.02 0.02 0.02 5100 0.2
2014-05-01 0.02 0.02 0.02 0.02 300 0.2
2014-05-02 0.025 0.025 0.025 0.025 1200 0.25
2014-05-05 0.025 0.025 0.025 0.025 0 0.25
2014-05-06 0.025 0.025 0.025 0.025 700 0.25
2014-05-07 0.025 0.035 0.025 0.035 300 0.35
2014-05-08 0.035 0.035 0.035 0.035 0 0.35
2014-05-09 0.035 0.035 0.035 0.035 0 0.35
2014-05-12 0.03 0.03 0.025 0.025 3000 0.25
2014-05-13 0.03 0.03 0.025 0.025 3000 0.25
2014-05-14 0.025 0.025 0.025 0.025 0 0.25
2014-05-15 0.025 0.025 0.025 0.025 0 0.25
2014-05-16 0.025 0.025 0.025 0.025 200 0.25
2014-05-19 0.025 0.025 0.025 0.025 0 0.25
2014-05-20 0.025 0.025 0.025 0.025 1000 0.25
2014-05-21 0.03 0.03 0.025 0.025 3000 0.25
2014-05-22 0.03 0.03 0.025 0.025 3000 0.25
2014-05-23 0.025 0.025 0.025 0.025 0 0.25
2014-05-26 0.03 0.035 0.03 0.035 9600 0.35
2014-05-27 0.04 0.05 0.04 0.05 33300 0.5
2014-05-28 0.045 0.045 0.045 0.045 200 0.45
2014-05-29 0.04 0.04 0.04 0.04 16200 0.4
2014-05-30 0.035 0.035 0.035 0.035 10000 0.35
2014-06-02 0.035 0.035 0.035 0.035 0 0.35
2014-06-03 0.035 0.035 0.035 0.035 0 0.35
2014-06-04 0.04 0.045 0.035 0.035 10300 0.35
2014-06-05 0.03 0.03 0.025 0.025 3000 0.25
2014-06-06 0.025 0.025 0.025 0.025 0 0.25
2014-06-09 0.025 0.025 0.025 0.025 0 0.25
2014-06-10 0.035 0.035 0.035 0.035 22400 0.35
2014-06-11 0.035 0.035 0.035 0.035 0 0.35
2014-06-12 0.035 0.035 0.035 0.035 0 0.35
2014-06-13 0.035 0.035 0.035 0.035 0 0.35
2014-06-16 0.035 0.035 0.035 0.035 0 0.35
2014-06-17 0.035 0.035 0.035 0.035 0 0.35
2014-06-18 0.04 0.045 0.04 0.045 2200 0.45
2014-06-19 0.045 0.045 0.045 0.045 2400 0.45
2014-06-20 0.045 0.045 0.045 0.045 0 0.45
2014-06-23 0.045 0.045 0.045 0.045 10100 0.45
2014-06-24 0.04 0.04 0.04 0.04 8000 0.4
2014-06-25 0.04 0.04 0.04 0.04 0 0.4
2014-06-26 0.04 0.04 0.04 0.04 100 0.4
2014-06-27 0.04 0.04 0.04 0.04 0 0.4
2014-06-30 0.04 0.04 0.04 0.04 0 0.4
2014-07-01 0.04 0.04 0.04 0.04 0 0.4
2014-07-02 0.04 0.04 0.04 0.04 0 0.4
2014-07-03 0.04 0.04 0.04 0.04 0 0.4
2014-07-04 0.04 0.04 0.04 0.04 0 0.4
2014-07-07 0.035 0.035 0.03 0.035 20200 0.35
2014-07-08 0.03 0.03 0.03 0.03 3500 0.3
2014-07-09 0.03 0.03 0.03 0.03 200 0.3
2014-07-10 0.03 0.03 0.03 0.03 0 0.3
2014-07-11 0.03 0.03 0.03 0.03 0 0.3
2014-07-14 0.03 0.03 0.025 0.025 18000 0.25
2014-07-15 0.03 0.03 0.025 0.03 40300 0.3
2014-07-16 0.025 0.025 0.025 0.025 3500 0.25
2014-07-17 0.025 0.025 0.025 0.025 0 0.25
2014-07-18 0.025 0.025 0.025 0.025 0 0.25
2014-07-21 0.025 0.025 0.025 0.025 22600 0.25
2014-07-22 0.025 0.025 0.025 0.025 0 0.25
2014-07-23 0.03 0.03 0.03 0.03 4800 0.3
2014-07-24 0.03 0.03 0.03 0.03 0 0.3
2014-07-25 0.01 0.035 0.01 0.035 0 0.35
2014-07-28 0.035 0.035 0.035 0.035 0 0.35
2014-07-29 0.025 0.025 0.025 0.025 12000 0.25
2014-07-30 0.025 0.025 0.025 0.025 0 0.25
2014-07-31 0.025 0.025 0.025 0.025 0 0.25
2014-08-01 0.04 0.04 0.04 0.04 3000 0.4
2014-08-04 0.04 0.04 0.04 0.04 0 0.4
2014-08-05 0.04 0.04 0.04 0.04 0 0.4
2014-08-06 0.04 0.04 0.04 0.04 0 0.4
2014-08-07 0.04 0.04 0.04 0.04 0 0.4
2014-08-08 0.02 0.02 0.02 0.02 0 0.2
2014-08-11 0.02 0.02 0.02 0.02 0 0.2
2014-08-12 0.03 0.03 0.03 0.03 400 0.3
2014-08-13 0.03 0.03 0.03 0.03 0 0.3
2014-08-14 0.03 0.03 0.03 0.03 0 0.3
2014-08-15 0.03 0.03 0.03 0.03 0 0.3
2014-08-18 0.005 0.03 0.005 0.03 100 0.3
2014-08-19 0.03 0.03 0.03 0.03 0 0.3
2014-08-20 0.04 0.04 0.04 0.04 3200 0.4
2014-08-21 0.04 0.04 0.04 0.04 0 0.4
2014-08-22 0.005 0.03 0.005 0.03 600 0.3
2014-08-25 0.03 0.03 0.03 0.03 0 0.3
2014-08-26 0.03 0.03 0.03 0.03 0 0.3
2014-08-27 0.03 0.03 0.03 0.03 0 0.3
2014-08-28 0.03 0.03 0.03 0.03 0 0.3
2014-08-29 0.03 0.03 0.03 0.03 0 0.3
2014-09-01 0.03 0.03 0.03 0.03 0 0.3
2014-09-02 0.03 0.03 0.03 0.03 0 0.3
2014-09-03 0.03 0.03 0.03 0.03 0 0.3
2014-09-04 0.03 0.03 0.03 0.03 2000 0.3
2014-09-05 0.03 0.03 0.03 0.03 0 0.3
2014-09-08 0.03 0.03 0.03 0.03 0 0.3
2014-09-09 0.03 0.03 0.03 0.03 4000 0.3
2014-09-10 0.03 0.03 0.03 0.03 0 0.3
2014-09-11 0.03 0.03 0.03 0.03 0 0.3
2014-09-12 0.03 0.03 0.03 0.03 0 0.3
2014-09-15 0.05 0.05 0.05 0.05 200 0.5
2014-09-16 0.04 0.04 0.04 0.04 1800 0.4
2014-09-17 0.04 0.04 0.04 0.04 200 0.4
2014-09-18 0.035 0.035 0.035 0.035 1000 0.35
2014-09-19 0.05 0.05 0.05 0.05 5200 0.5
2014-09-22 0.04 0.04 0.04 0.04 4500 0.4
2014-09-23 0.04 0.04 0.04 0.04 500 0.4
2014-09-24 0.04 0.04 0.04 0.04 0 0.4
2014-09-25 0.04 0.04 0.04 0.04 0 0.4
2014-09-26 0.04 0.04 0.04 0.04 0 0.4
2014-09-29 0.04 0.04 0.04 0.04 0 0.4
2014-09-30 0.035 0.035 0.035 0.035 500 0.35
2014-10-01 0.035 0.035 0.035 0.035 9400 0.35
2014-10-02 0.035 0.035 0.035 0.035 0 0.35
2014-10-03 0.035 0.035 0.03 0.03 1000 0.3
2014-10-06 0.005 0.03 0.005 0.03 11200 0.3
2014-10-07 0.03 0.03 0.03 0.03 2400 0.3
2014-10-08 0.025 0.025 0.025 0.025 2500 0.25
2014-10-09 0.025 0.025 0.025 0.025 200 0.25
2014-10-10 0.03 0.03 0.025 0.025 10300 0.25
2014-10-13 0.025 0.025 0.025 0.025 0 0.25
2014-10-14 0.025 0.025 0.025 0.025 0 0.25
2014-10-15 0.02 0.02 0.02 0.02 1000 0.2
2014-10-16 0.02 0.02 0.02 0.02 2300 0.2
2014-10-17 0.025 0.025 0.025 0.025 20000 0.25
2014-10-20 0.025 0.025 0.025 0.025 1400 0.25
2014-10-21 0.025 0.025 0.025 0.025 20500 0.25
2014-10-22 0.025 0.025 0.025 0.025 10000 0.25
2014-10-23 0.025 0.025 0.025 0.025 0 0.25
2014-10-24 0.025 0.025 0.025 0.025 18400 0.25
2014-10-27 0.025 0.025 0.025 0.025 31800 0.25
2014-10-28 0.025 0.025 0.025 0.025 0 0.25
2014-10-29 0.025 0.025 0.025 0.025 100 0.25
2014-10-30 0.03 0.03 0.02 0.02 8800 0.2
2014-10-31 0.03 0.03 0.03 0.03 2500 0.3
2014-11-03 0.03 0.03 0.03 0.03 0 0.3
